"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"SPAN 170 - VENEGAS, M.",0.133,0.267,0.133,0.067,0.067,0.067,NA,NA,0.067,NA,NA,NA,NA
"SPAN 2 - GARCIA MORENO, V.E",0.615,0.231,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPAN 2 - GUERRERO, A.",0.4,0.36,0.12,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA
"SPAN 2 - GUERRERO, A. LEC 2",0.095,0.143,0.238,0.095,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"SPAN 2 - GUERRERO, A. LEC 3",0.087,0.391,0.087,0.043,NA,0.043,NA,NA,0.043,NA,NA,NA,0.043
"SPAN 2 - GUERRERO, A. LEC 4",0.36,0.2,0.08,0.12,0.04,0.16,NA,NA,NA,NA,NA,NA,NA
"SPAN 2 - GUERRERO, A. LEC 6",0.417,0.042,0.125,0.042,0.042,0.083,NA,NA,NA,NA,NA,NA,NA
"SPAN 2 - GUERRERO, A. LEC 7",0.45,0.2,NA,0.05,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"SPAN 25 - BERMUDEZ CASTRO, C",0.3,0.1,0.1,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.1
"SPAN 3 - BIVONA, K.R.",0.13,0.217,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPAN 3 - GARCIA MORENO, V.E",0.267,NA,0.2,NA,NA,0.133,NA,NA,NA,NA,NA,NA,NA
"SPAN 3 - GUERRERO, A.",0.125,0.25,0.167,0.125,0.042,NA,NA,NA,0.042,NA,NA,0.042,NA
"SPAN 3 - GUERRERO, A. LEC 11",0.25,0.1,0.05,0.1,NA,0.05,NA,NA,NA,NA,0.05,NA,NA
"SPAN 3 - GUERRERO, A. LEC 13",0.429,0.214,0.071,NA,0.071,NA,NA,NA,0.071,NA,NA,NA,NA
"SPAN 3 - GUERRERO, A. LEC 2",0.304,0.087,0.174,0.043,NA,0.087,NA,NA,0.043,NA,NA,NA,NA
"SPAN 3 - GUERRERO, A. LEC 3",0.217,0.217,0.174,0.043,0.043,0.087,0.087,NA,NA,NA,NA,NA,NA
"SPAN 3 - GUERRERO, A. LEC 4",0.375,0.292,0.083,0.042,NA,0.083,NA,NA,0.042,NA,NA,NA,NA
"SPAN 3 - GUERRERO, A. LEC 5",0.478,0.174,NA,0.087,NA,0.087,NA,NA,NA,NA,NA,NA,NA
"SPAN 3 - GUERRERO, A. LEC 6",NA,0.045,0.045,0.136,NA,0.045,0.045,NA,0.045,NA,NA,NA,0.045
"SPAN 3 - GUERRERO, A. LEC 7",0.227,0.136,0.136,0.045,NA,0.045,NA,NA,NA,NA,NA,NA,NA
"SPAN 3 - GUERRERO, A. LEC 8",0.167,0.208,0.042,0.042,NA,0.042,0.042,NA,NA,NA,NA,NA,NA
"SPAN 3 - GUERRERO, A. LEC 9",0.174,0.13,0.174,NA,NA,NA,0.043,NA,NA,0.043,NA,NA,NA
"SPAN 4 - GUERRERO, A.",0.067,0.467,NA,0.067,0.067,0.067,NA,NA,NA,0.133,NA,NA,NA
"SPAN 42 - RIVERA, R.P.",0.3,0.133,0.167,0.133,0.033,0.067,0.033,NA,NA,NA,NA,NA,0.033
"SPAN 44 - MONROE, M.T.",0.469,0.156,0.188,0.062,0.031,0.062,NA,NA,NA,NA,NA,NA,NA
"SPAN 5 - GUERRERO, A.",0.176,0.294,NA,0.059,NA,0.118,0.059,0.059,0.059,NA,NA,NA,0.118
"SPAN 5 - GUERRERO, A. LEC 2",0.231,0.231,0.077,NA,NA,0.308,NA,NA,NA,NA,NA,0.077,NA
"SPAN 7A - GUERRERO, A.",0.333,0.083,0.333,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPAN M35 - QUICOLI, A.C.",0.273,0.091,0.182,0.091,NA,0.273,NA,NA,NA,NA,NA,NA,NA
"SRB CRO 103 - LEJKO-LACAN, V.",0.571,0.071,0.214,0.071,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"STATS 10 - CHA, M.",0.21,0.084,0.395,0.059,0.059,0.059,NA,NA,0.067,NA,NA,NA,0.017
"STATS 10 - CHA, M. LEC 2",0.202,0.089,0.403,0.032,0.056,0.016,0.04,NA,0.105,NA,NA,NA,0.008
"STATS 10 - CHEN, M.S.",0.47,0.111,0.068,0.043,0.043,0.06,0.077,NA,0.051,0.017,NA,NA,0.009
"STATS 10 - CHEN, M.S. LEC 4",0.584,0.15,0.062,0.027,0.018,0.071,0.035,0.009,NA,0.009,NA,NA,NA
"STATS 100A - PAIK SCHOENBERG, F",0.229,0.167,0.167,0.021,0.125,0.083,0.021,0.021,NA,0.042,NA,NA,NA
"STATS 100A - SANCHEZ, J.",0.222,0.25,0.222,0.056,NA,0.083,NA,0.056,0.028,NA,NA,NA,NA
"STATS 100A - WU, Y.",0.984,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STATS 100B - ALMOHALWAS, A.M.",0.125,0.125,0.094,0.031,0.031,0.031,0.125,0.031,0.062,0.031,NA,0.062,0.062
"STATS 100B - CHRISTOU, N.",0.267,0.2,NA,0.178,0.022,0.156,NA,NA,NA,NA,NA,NA,NA
"STATS 100C - CHRISTOU, N.",0.28,0.2,NA,0.08,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"STATS 101A - ESFANDIARI, M.M.",0.426,0.23,0.148,0.033,0.016,0.098,0.016,NA,NA,NA,NA,NA,NA
"STATS 101B - ALMOHALWAS, A.M.",0.19,0.127,0.175,0.032,0.016,0.048,0.048,NA,NA,0.016,0.016,0.016,0.032
"STATS 101C - ALMOHALWAS, A.M.",0.217,0.087,0.304,0.087,0.043,0.043,0.043,NA,NA,NA,NA,NA,NA
"STATS 102A - WU, G.",0.396,0.125,0.042,0.021,0.042,0.125,0.021,0.042,0.021,NA,NA,NA,NA
"STATS 102B - CHEN, M.S.",0.417,0.15,0.083,0.067,0.033,0.017,0.067,NA,0.033,NA,NA,NA,0.017
"STATS 102C - TSIANG, M.",0.455,0.091,0.242,0.03,0.061,0.03,NA,NA,NA,NA,NA,NA,0.03
"STATS 13 - TSIANG, M.",0.469,0.196,0.042,0.084,0.028,0.077,0.021,NA,0.028,NA,NA,NA,NA
"STATS 13 - WU, G.",0.405,0.137,0.046,0.084,0.046,0.153,NA,0.015,NA,NA,NA,NA,NA
"STATS 20 - LEW, V.",0.955,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STATS 20 - TSIANG, M.",0.49,0.143,0.082,0.061,0.061,0.041,0.02,0.041,0.02,NA,NA,NA,NA
"STATS 421B - MC CLUSKEY, T.J.",0.727,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEATER 10 - GORSHEIN, D.M.",0.367,0.173,0.23,0.031,0.031,0.056,0.005,NA,0.005,NA,NA,NA,0.01
"THEATER 10 - GORSHEIN, D.M. LEC 2",0.247,0.129,0.506,0.012,0.012,0.018,0.006,0.012,NA,NA,NA,NA,0.006
"THEATER 106 - OSWALD, S.M.",0.214,0.036,0.5,NA,0.036,0.107,NA,0.036,0.036,NA,NA,NA,NA
"THEATER 107 - CARRIGER, M.L.",0.512,0.116,0.105,0.035,0.035,0.07,0.012,NA,0.012,NA,NA,NA,0.012
"THEATER 107 - CARRIGER, M.L. LEC 2",0.485,0.091,0.152,0.03,0.03,0.015,0.015,0.03,NA,0.015,0.03,NA,NA
"THEATER 110 - GORSHEIN, D.M.",0.154,0.077,0.346,0.115,NA,0.115,NA,NA,NA,NA,NA,NA,0.038
"THEATER 110 - GORSHEIN, D.M. LEC 5",0.2,0.05,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
"THEATER 120A - OLIVIERI, J.M.",0.44,0.16,0.16,NA,NA,0.08,NA,NA,NA,NA,NA,NA,0.04
"THEATER 120A - OLIVIERI, J.M. LEC 3",0.5,0.091,0.136,0.136,NA,0.091,NA,NA,NA,NA,NA,NA,0.045
"THEATER 120A - OLIVIERI, J.M. LEC 4",0.333,0.056,NA,0.222,0.111,0.056,0.056,NA,NA,NA,NA,NA,NA
"THEATER 120B - OLIVIERI, J.M.",0.364,0.091,NA,0.182,NA,NA,NA,0.091,NA,0.091,NA,NA,NA
"THEATER 120B - OLIVIERI, J.M. LEC 3",0.222,0.222,0.167,0.167,NA,0.167,0.056,NA,NA,NA,NA,NA,NA
"THEATER 50 - DANIEL, P.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEATER 50 - MAYNARD, J.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEATER 72 - ADAMS, D.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEATER 72 - DANIEL, P.M.",0.923,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEATER 72 - MAYNARD, J.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIV ST 10A - COY, R.E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIV ST 10A - GABRA, M.H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIV ST 10A - GABRA, M.H. LEC 8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIV ST 10A - HENRY, B.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIV ST 10A - LESKO, R.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIV ST 10A - LESKO, R.M. LEC 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIV ST 10A - SPITZ, E.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIV ST 10A - SPITZ, E.G. LEC 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"URBN PL 121 - MUKHIJA, V.",0.296,0.407,0.037,0.037,NA,0.222,NA,NA,NA,NA,NA,NA,NA
"URBN PL 141 - NAKAOKA, S.J.",0.5,0.091,0.318,0.045,NA,0.045,NA,NA,NA,NA,NA,NA,NA
"URBN PL M120 - MUKHIJA, V.",0.389,0.333,0.056,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"WL ARTS 100A - SELLARS, P.M.",0.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WL ARTS 33 - SHORTER, D.D.",0.176,NA,0.529,0.059,0.059,NA,NA,NA,NA,NA,NA,NA,0.059
"WL ARTS 51W - SHORTER, D.D.",0.579,NA,0.158,0.053,NA,NA,NA,NA,0.053,NA,NA,NA,0.158
