"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"EPS SCI 9 - JEWITT, D.C.",0.175,0.09,0.476,0.039,0.056,0.087,0.032,0.019,0.019,0.002,0.002,NA,0.002
"EPS SCI C243 - DAY, M.D.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESL 300 - HUALPA, L.D.",0.417,0.333,NA,0.167,0.083,NA,NA,NA,NA,NA,NA,NA,NA
"ESL 301 - DICKENS, A.R.",0.7,0.2,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"ESL 301 - HUALPA, L.D.",0.333,0.167,0.167,0.167,NA,NA,0.167,NA,NA,NA,NA,NA,NA
"ESL 301 - MCGRATH, K.K.",0.286,0.429,0.143,NA,NA,0.143,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 158 - LI, G.",0.3,0.2,NA,0.2,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA
"ETHNMUS 161B - WENTEN, I.N.",0.907,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161H - WIMBOPRASETYO, D.W",0.867,0.067,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161L - ARABIFARD, M.",0.923,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161L - POURJAVADY, A.H.",0.421,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161M - ADLER, S.I.",0.636,NA,0.318,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161N - RACY, A.J.",0.917,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161P - TUNSTALL, J.D.",0.13,0.019,0.759,0.019,NA,0.056,NA,NA,NA,NA,NA,NA,0.019
"ETHNMUS 168A - LI, C.",0.891,0.087,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 168F - KAUSHAL, A.",0.839,NA,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 168F - NEUMAN, R.D.",0.786,0.143,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 168O - VARIMEZOVA, T.T.",0.87,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 174 - SAVAGE, R.W.",0.238,0.333,0.048,0.143,0.048,0.048,NA,NA,0.095,0.048,NA,NA,NA
"ETHNMUS 188 - POURJAVADY, A.H.",0.576,0.212,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 20C - REES, H.M.",0.167,0.25,NA,0.083,0.083,0.25,NA,NA,0.167,NA,NA,NA,NA
"ETHNMUS 68A - LI, C.",0.952,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 68F - KAUSHAL, A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 68O - VARIMEZOVA, T.T.",0.909,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 91B - WENTEN, I.N.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 91K - GUZMAN, J.A.",0.789,0.053,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 91P - TUNSTALL, J.D.",0.176,0.088,0.588,0.029,0.029,0.029,NA,NA,0.059,NA,NA,NA,NA
"ETHNMUS M12A - KEYES, C.L.",0.158,0.211,0.105,0.211,0.105,0.105,NA,NA,0.105,NA,NA,NA,NA
"ETHNMUS M50B - DE CASTRO, P.J.",0.114,0.06,0.788,0.005,0.005,0.022,0.005,NA,NA,NA,NA,NA,NA
"FILIPNO 2 - DOMINGO, N.P.",0.672,0.172,0.062,0.031,NA,0.031,NA,NA,NA,NA,NA,NA,0.031
"FILM TV 102B - ANDERSON, S.F.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 106B - GREENE, S.M.",0.66,0.191,0.011,0.074,0.011,0.032,NA,NA,0.021,NA,NA,NA,NA
"FILM TV 109 - FLANAGAN, K.M.",0.487,0.103,0.231,0.051,NA,0.077,NA,NA,0.026,NA,NA,NA,0.026
"FILM TV 113 - BOWDRE, K.M.",0.438,0.285,0.023,0.054,0.023,0.162,NA,NA,0.015,NA,NA,NA,NA
"FILM TV 122M - WAGMISTER, C.",0.442,NA,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 150 - MCDONALD, W.C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 154 - SMALLEY, K.L.",0.538,NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 155 - BARMINSKI, W.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 163 - JOHNSON, S.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 183A - WILLIAMSON, G.P.",0.721,0.148,0.115,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA
"FILM TV 188A - OLIVAS, D.L.",0.231,0.077,0.385,NA,NA,0.154,NA,NA,NA,NA,NA,0.077,0.077
"FILM TV 194 - LIEBING, H.",0.115,NA,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 195CE - ANDERSON, S.F.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 1B - MCDONALD, W.C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 209A - BROOK, V.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 209D - JAMES, S.L.",0.786,0.143,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"FILM TV 211A - NORIEGA, C.A.",0.778,NA,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 221 - SCOTT, E.",0.75,0.125,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 224 - MAMBER, S.D.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 246 - PAREDES, V.A.",0.923,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 288B - MERCER, T.M.",0.909,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 289C - WILLIAMSON, G.P.",0.875,0.083,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA
"FILM TV 290B - MCDERMOTT, D.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 292A - NUNAN, T.A.",0.667,0.042,0.208,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"FILM TV 297B - MOCERI, N.P.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 33 - VERDUCCI, P.M.",0.264,0.116,0.426,0.028,0.028,0.083,0.023,0.005,0.019,0.005,0.005,NA,NA
"FILM TV 4 - PAREDES, V.A.",0.444,0.121,0.323,0.013,0.022,0.076,NA,NA,NA,NA,NA,NA,NA
"FILM TV 409 - SHAWHAN, A.",0.708,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 410A - ROSMAN, M.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 410B - CANNON, P.J.",0.042,0.042,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 459B - WAGMISTER, C.",0.591,0.091,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 482A - QUADE, R.K.",0.429,0.214,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 482B - SKIR, R.N.",0.5,0.2,0.2,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"FILM TV 484B - VILPPU, G.V.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 498 - LIEBING, H.",0.154,NA,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 51 - ANDERSON, S.F.",0.581,0.181,0.114,0.019,0.019,0.019,0.038,0.029,NA,NA,NA,NA,NA
"FILM TV 596B - HUANG, G.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 596C - KELLY, R.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 6A - KUNTZ, J.A.",0.429,0.3,0.024,0.076,0.012,0.112,0.018,NA,0.012,0.006,NA,NA,0.012
"FILM TV 98TA - NORIEGA, C.A.",0.385,0.308,NA,NA,0.077,0.231,NA,NA,NA,NA,NA,NA,NA
"FILM TV C142 - BARMINSKI, W.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV C152C - MARIN, E.",0.818,0.091,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"FILM TV C481C - SHEETZ, C.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV M50 - MCHUGH, K.A.",0.877,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOOD ST 159 - KIM, M.K.",0.354,0.125,NA,0.167,0.042,0.083,0.125,NA,0.042,0.021,NA,NA,0.042
"FOOD ST M132 - HALL, S.C.",0.6,0.2,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"FOOD ST M79 - TANDLER, J.M.",0.684,0.105,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRNCH 1 - JANSMA, K.",0.407,0.102,0.136,0.203,NA,0.102,NA,NA,0.017,NA,NA,NA,0.034
"FRNCH 100 - HELOU, A.N.",0.412,0.294,0.059,NA,NA,0.235,NA,NA,NA,NA,NA,NA,NA
"FRNCH 101 - DENIE HIGNEY, L.M.",0.588,0.235,NA,0.059,NA,0.118,NA,NA,NA,NA,NA,NA,NA
"FRNCH 104 - JANSMA, K.",0.533,0.267,NA,0.067,0.067,0.067,NA,NA,NA,NA,NA,NA,NA
"FRNCH 107 - JANSMA, K.",0.455,0.364,0.091,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"FRNCH 108 - THOMAS, D.R.",0.417,0.167,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083
"FRNCH 119 - GUEDON, C.",0.312,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRNCH 120 - MABANCKOU, A.M.",0.414,0.138,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRNCH 14 - HELOU, A.N.",0.789,0.079,0.105,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA
"FRNCH 16 - STEFANOVSKA, M.",0.469,0.312,0.062,0.062,NA,0.094,NA,NA,NA,NA,NA,NA,NA
"FRNCH 2 - JANSMA, K.",0.344,0.151,0.043,0.14,0.032,0.258,NA,NA,0.022,NA,NA,NA,0.011
"FRNCH 203 - MABANCKOU, A.M.",0.273,NA,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRNCH 3 - JANSMA, K.",0.394,0.167,0.076,0.136,0.015,0.197,NA,NA,NA,NA,NA,NA,0.015
"FRNCH 4 - DENIE HIGNEY, L.M.",0.583,NA,0.167,0.167,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"FRNCH 4 - KREMMER, V.M.",0.2,0.4,0.067,0.067,NA,0.267,NA,NA,NA,NA,NA,NA,NA
"FRNCH 5 - DENIE HIGNEY, L.M.",0.333,0.25,0.083,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"FRNCH 5 - DUVAL, E.",0.278,0.333,NA,0.278,0.056,0.056,NA,NA,NA,NA,NA,NA,NA
"FRNCH 6 - DENIE HIGNEY, L.M.",0.686,0.057,0.057,0.086,0.057,0.057,NA,NA,NA,NA,NA,NA,NA
"GENDER 10 - BASARUDIN, A.",0.462,0.126,0.319,0.008,0.008,0.05,NA,NA,0.008,NA,NA,0.008,0.008
"GENDER 102 - HAN, J.J.",0.239,0.254,0.09,0.269,NA,0.134,NA,NA,NA,NA,NA,NA,0.015
"GENDER 104 - PENA, C.L.",0.447,0.132,0.211,0.105,0.026,0.026,0.026,NA,0.026,NA,NA,NA,NA
"GENDER 123 - MARCHANT, E.A.",0.28,0.04,0.6,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA
"GENDER 185 - BASARUDIN, A.",0.417,0.083,0.389,0.028,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"GENDER 185 - RAZACK, S.H.",0.381,0.19,0.262,0.095,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"GENDER 187 - GUZMAN, J.J.",0.467,0.267,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GENDER 187 - HAN, J.J.",0.533,0.4,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GENDER 187 - RAZACK, S.H.",0.4,0.2,0.133,NA,NA,0.133,NA,NA,0.133,NA,NA,NA,NA
"GENDER 202 - ANESI, J.T.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GENDER 205 - GUZMAN, J.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GENDER M114 - WOOLSEY, M.F.",0.219,0.188,0.344,0.062,0.031,0.125,NA,NA,NA,NA,NA,NA,0.031
"GENDER M149 - MOMENI, E.",0.35,0.2,0.1,0.15,0.05,0.15,NA,NA,NA,NA,NA,NA,NA
"GENDER M174 - MCDONALD, K.B.",0.25,0.214,NA,0.214,0.107,0.107,0.036,0.036,0.036,NA,NA,NA,NA
"GENDER M185A - MITHLO, N.M.",0.643,0.286,NA,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA
"GENDER M186B - MARINO, K.M.",0.559,0.088,0.206,0.059,NA,0.088,NA,NA,NA,NA,NA,NA,NA
"GEOG 1 - ROBINSON, C.M.",0.269,0.227,0.059,0.168,0.059,0.067,0.067,NA,0.025,0.008,NA,NA,0.05
"GEOG 108 - MACDONALD, G.M.",0.186,0.144,0.068,0.229,0.093,0.102,0.068,0.034,0.076,NA,NA,NA,NA
"GEOG 133 - LE, T.B.",0.554,0.152,0.152,0.011,0.011,0.098,0.011,NA,0.011,NA,NA,NA,NA
"GEOG 140 - AGNEW, H.R.",0.25,0.13,0.217,0.174,0.043,0.054,0.065,NA,0.033,0.033,NA,NA,NA
"GEOG 141 - SHEPPARD, E.S.",0.348,0.157,0.124,0.079,0.034,0.112,0.034,0.011,0.067,0.011,NA,0.011,0.011
"GEOG 152 - AGNEW, J.A.",0.232,0.232,0.188,0.087,0.072,0.043,0.014,0.072,0.014,0.014,0.014,NA,0.014
"GEOG 159C - CARNEY, J.A.",0.744,0.093,NA,0.023,NA,0.14,NA,NA,NA,NA,NA,NA,NA
"GEOG 161 - KAY, K.A.",0.545,0.091,0.182,0.091,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"GEOG 168 - SHIN, M.E.",0.429,0.214,NA,0.125,0.054,0.107,NA,0.018,NA,NA,NA,NA,0.054
"GEOG 169 - ROBINSON, C.M.",0.528,0.25,NA,0.056,NA,0.139,NA,NA,NA,NA,NA,NA,0.028
"GEOG 170 - BURKHART, N.J.",0.455,0.091,0.045,0.136,0.045,0.091,0.045,NA,NA,0.045,NA,NA,0.045
"GEOG 177 - CAVANAUGH, K.C.",0.526,0.211,NA,0.053,NA,0.158,NA,NA,0.053,NA,NA,NA,NA
"GEOG 182B - BELL, S.A.",0.2,0.3,NA,0.3,0.05,0.15,NA,NA,NA,NA,NA,NA,NA
"GEOG 186 - ZACKEY, J.W.",0.213,0.213,0.309,0.096,0.053,0.085,NA,0.011,0.021,NA,NA,NA,NA
"GEOG 248 - SHEPPARD, E.S.",0.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEOG 3 - HERRERA, J.C.",0.46,0.165,0.201,0.086,0.007,0.043,0.014,NA,0.007,NA,NA,NA,0.014
"GEOG 5 - GILLESPIE, T.W.",0.579,0.268,0.024,0.02,NA,0.102,0.004,NA,0.004,NA,NA,NA,NA
"GEOG 6 - DIAMOND, J.M.",0.511,0.191,0.191,0.064,NA,0.043,NA,NA,NA,NA,NA,NA,NA
"GEOG 7 - SHIN, M.E.",0.411,0.233,NA,0.062,0.039,0.147,0.023,0.023,0.008,0.008,NA,0.008,0.039
"GEOG M109 - XUE, Y.",0.471,0.1,0.057,0.157,0.029,0.143,0.043,NA,NA,NA,NA,NA,NA
"GEOG M127 - ILLES, L.I.",0.227,0.212,0.015,0.091,0.015,0.136,0.015,0.061,0.045,0.076,0.061,0.03,0.015
"GEOG M146 - FAIER, L.B.",0.304,0.217,0.087,0.087,0.174,0.13,NA,NA,NA,NA,NA,NA,NA
"GEOG M153 - DIAMOND, J.M.",0.783,0.022,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GERMAN 1 - TARNAWSKA SENEL, M",0.25,0.036,0.536,0.036,NA,0.143,NA,NA,NA,NA,NA,NA,NA
"GERMAN 104 - MICHELL, K.B.",0.533,0.233,0.133,NA,0.033,0.067,NA,NA,NA,NA,NA,NA,NA
"GERMAN 110 - YILDIZ, Y.",0.538,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GERMAN 116 - MCCUMBER, J.A.",0.714,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GERMAN 154 - TARNAWSKA SENEL, M",0.385,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GERMAN 2 - TARNAWSKA SENEL, M",0.458,0.083,0.229,0.062,0.062,0.062,NA,NA,0.021,NA,NA,0.021,NA
"GERMAN 265 - MCCUMBER, J.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GERMAN 3 - FUCHS, R.T.",0.143,0.143,0.429,NA,NA,0.143,NA,0.143,NA,NA,NA,NA,NA
"GERMAN 5 - TARNAWSKA SENEL, M",0.286,0.071,0.286,0.071,0.071,0.071,0.071,NA,NA,0.071,NA,NA,NA
"GJ STDS 101 - O'FARRILL, A.",0.048,NA,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GJ STDS 122B - MEADOWS, E.S.",0.308,0.308,0.077,0.077,NA,0.231,NA,NA,NA,NA,NA,NA,NA
"GJ STDS 125B - HARRISON, C.A.",0.1,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GJ STDS 127B - HENDELMAN, T.",0.286,0.429,0.071,0.071,0.143,NA,NA,NA,NA,NA,NA,NA,NA
"GJ STDS 176A - OBA, H.M.",0.125,0.062,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GJ STDS 176C - HARRISON, C.A.",0.55,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GJ STDS 176D - O'FARRILL, A.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GJ STDS 176F - LOZA, S.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GJ STDS M50B - DE CASTRO, P.J.",0.184,0.053,0.737,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA
"GLB HLT 191 - FARZANEGAN, M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLBL ST 103 - MIN, E.A.",0.483,0.217,0.14,0.021,0.028,0.084,0.007,NA,0.021,NA,NA,NA,NA
"GLBL ST 160 - APPEL, H.C.",0.444,0.206,0.286,0.016,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"GLBL ST 160 - ZIPPERSTEIN, S.E.",0.407,0.222,0.111,0.037,0.019,0.204,NA,NA,NA,NA,NA,NA,NA
"GREEK 100 - PURVES, A.C.",0.125,NA,0.5,0.25,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"GREEK 2 - ELLIS, R.M.",0.444,NA,0.444,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA
"GRNTLGY M108 - LEVY-STORMS, L.F.",0.375,0.25,0.25,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"HEBREW 102B - EZER, N.",0.571,0.286,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBREW 110B - SMOAK, J.D.",0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083
"HEBREW 1B - EZER, N.",0.562,0.188,NA,0.125,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"HIN-URD 100B - MAHAJAN, G.",0.769,NA,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIN-URD 2 - MAHAJAN, G.",0.767,0.14,0.047,NA,NA,0.047,NA,NA,NA,NA,NA,NA,NA
"HIST 107A - ASLANIAN, S.D.",0.286,0.229,0.114,0.086,0.029,0.086,0.143,0.029,NA,NA,NA,NA,NA
"HIST 107B - ASLANIAN, S.D.",0.235,0.059,0.176,0.059,0.059,0.118,0.294,NA,NA,NA,NA,NA,NA
"HIST 111C - MOMDJIAN, M.",0.684,0.241,0.051,NA,0.013,0.013,NA,NA,NA,NA,NA,NA,NA
"HIST 113B - PHILLIPS, D.D.",0.12,0.16,NA,0.26,0.12,0.14,0.02,0.02,0.1,0.02,NA,NA,0.04
"HIST 116A - LANGDON, J.S.",0.265,0.204,NA,0.082,0.082,0.224,0.041,NA,0.061,NA,NA,NA,0.041
"HIST 119A - LANGDON, J.S.",0.286,0.2,0.029,0.114,0.086,0.171,0.057,NA,0.057,NA,NA,NA,NA
"HIST 11A - VON GLAHN, R.",0.2,0.25,0.05,0.1,0.05,0.25,NA,NA,NA,0.05,NA,0.05,NA
"HIST 121E - JACOBY, R.",0.259,0.278,NA,0.213,0.046,0.185,NA,NA,0.019,NA,NA,NA,NA
"HIST 122B - TUTINO, S.",0.273,0.104,0.013,0.13,0.104,0.091,0.065,0.026,0.078,0.052,0.013,0.013,0.039
"HIST 124C - FORD, C.C.",0.4,0.275,NA,0.075,NA,0.225,NA,NA,0.025,NA,NA,NA,NA
"HIST 127B - FRANK, S.",0.222,0.178,NA,0.178,0.044,0.267,0.044,NA,NA,NA,NA,NA,0.067
"HIST 130 - STACEY, P.J.",0.292,0.132,0.349,0.066,0.028,0.104,0.019,NA,NA,NA,NA,NA,0.009
"HIST 139B - WAUGH, J.",0.157,0.146,NA,0.247,0.101,0.202,0.045,0.034,0.056,NA,NA,NA,0.011
"HIST 13B - ARON, S.A.",0.384,0.238,0.086,0.04,0.06,0.106,0.046,NA,0.02,0.007,NA,NA,0.013
"HIST 141B - HILL, M.",0.579,0.158,NA,0.053,0.018,0.14,0.053,NA,NA,NA,NA,NA,NA
"HIST 146B - HIGBIE, F.T.",0.28,0.31,NA,0.18,0.05,0.14,0.04,NA,NA,NA,NA,NA,NA
"HIST 148 - PAUL, T.",0.316,0.368,NA,0.053,0.105,0.105,NA,NA,0.053,NA,NA,NA,NA
"HIST 161 - DERBY, L.",0.273,0.073,0.127,0.109,0.127,0.218,0.055,NA,0.018,NA,NA,NA,NA
"HIST 162A - SUMMERHILL, W.R.",0.447,0.26,0.106,0.016,NA,0.163,NA,NA,NA,NA,NA,NA,0.008
"HIST 168B - WORGER, W.H.",0.186,0.023,0.651,0.023,0.023,0.093,NA,NA,NA,NA,NA,NA,NA
"HIST 170B - RUIZ STOVEL, G.",0.289,0.263,NA,0.105,0.026,0.316,NA,NA,NA,NA,NA,NA,NA
"HIST 173D - MAROTTI, W.",0.233,0.267,0.067,0.122,NA,0.3,NA,NA,0.011,NA,NA,NA,NA
"HIST 176B - ROBINSON, G.",0.297,0.238,0.04,0.198,0.01,0.208,0.01,NA,NA,NA,NA,NA,NA
"HIST 179A - MOORE-SHEELEY, K.J",0.357,0.179,0.054,0.179,0.071,0.125,0.036,NA,NA,NA,NA,NA,NA
"HIST 179B - ZELENY, C.L.",0.82,0.016,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIST 187C - KEELEY, S.B.",0.636,NA,NA,0.091,0.091,0.091,0.091,NA,NA,NA,NA,NA,NA
"HIST 187D - HARVELL, E.E.",0.312,0.25,0.188,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"HIST 187E - DERBY, L.",0.125,0.188,0.188,NA,0.25,0.188,0.062,NA,NA,NA,NA,NA,NA
"HIST 191A - PHILLIPS, D.D.",0.533,0.2,0.067,0.133,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"HIST 191C - NASIALI, M.A.",0.933,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIST 191L - MYERS, D.N.",0.923,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"HIST 195CE - HIRANO, K.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIST 1B - MCCLENDON, M.C.",0.35,0.35,NA,0.068,0.05,0.15,0.014,NA,0.009,NA,NA,0.005,0.005
"HIST 21 - SUBRAHMANYAM, S.",0.206,0.206,NA,0.176,0.088,0.294,NA,NA,NA,0.029,NA,NA,NA
"HIST 213B - MARINO, K.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIST 214 - WONG, R.B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIST 3C - DE CHADAREVIAN, S.",0.434,0.283,0.019,0.113,0.038,0.094,NA,NA,NA,NA,NA,NA,0.019
"HIST 3D - FRANK JR, R.G.",0.13,0.398,0.033,0.073,NA,0.309,0.008,NA,0.041,0.008,NA,NA,NA
"HIST 5 - STEIN, S.A.",0.396,0.249,NA,0.069,0.073,0.106,0.02,0.024,0.033,0.004,0.004,0.004,0.016
"HIST 8B - PEREZ-MONTESINOS,",0.357,0.143,0.259,0.116,0.027,0.045,0.009,0.018,0.018,NA,NA,NA,0.009
"HIST 96W - HUDSON, P.J.",0.365,0.198,0.115,0.104,0.031,0.146,0.01,0.01,NA,NA,NA,NA,0.021
"HIST 97C - STACEY, P.J.",0.722,NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIST 97D - KIM, K.Y.",0.263,0.368,NA,0.053,NA,0.316,NA,NA,NA,NA,NA,NA,NA
"HIST 98T - LAL, V.",0.545,0.273,0.091,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"HIST C187O - WONG, R.B.",0.455,NA,NA,0.455,0.091,NA,NA,NA,NA,NA,NA,NA,NA
"HIST C187R - MATSUSAKA, H.",0.714,0.143,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIST C191D - AVILA, E.R.",0.333,0.167,0.083,NA,NA,0.333,NA,NA,NA,NA,NA,NA,0.083
"HIST C191D - KATZ, A.B.",0.375,0.125,NA,0.188,0.125,0.062,0.125,NA,NA,NA,NA,NA,NA
"HIST C191O - SUBRAHMANYAM, S.",0.7,0.1,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0.1
"HIST C201H - HUDSON, P.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIST M104A - CIFOLA, B.",0.259,0.222,0.222,0.111,0.074,0.074,NA,NA,NA,NA,NA,NA,0.037
"HIST M10A - LYDON, G.E.",0.25,0.25,0.05,0.1,0.15,0.1,NA,NA,0.1,NA,NA,NA,NA
"HIST M110B - MOUSAVI, S.",0.934,NA,0.053,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA
