"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"ASTR M297 - FURLANETTO, S.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR 120 - SCHMIDT, J.J.",0.012,0.2,0.075,0.238,0.15,0.15,NA,0.125,0.038,0.012,NA,NA,NA
"BIOENGR 177B - SEIDLITS, S.K.",0.156,0.656,0.172,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR 180 - LINSLEY, C.",NA,0.355,0.242,0.145,0.177,0.032,NA,0.032,NA,NA,NA,NA,NA
"BIOENGR 188 - GU, Z.",0.643,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR 188 - JOHANSEN, W.E.",0.067,0.467,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR 298 - CHEN, J.",0.167,0.625,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR 299 - GU, Z.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR 596 - LI, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR C101 - KAMEI, D.T.",0.059,0.5,0.176,0.088,0.118,NA,0.029,NA,NA,NA,NA,NA,0.029
"BIOENGR C139A - WONG, G.C.",NA,0.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR C155 - DI CARLO, D.",0.091,0.182,0.364,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR C175 - MEYER, A.S.",NA,0.545,0.182,0.091,0.091,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR C185 - KASKO, A.M.",NA,0.3,0.3,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR C275 - MEYER, A.S.",NA,0.417,0.5,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR C285 - KASKO, A.M.",NA,0.5,0.1,0.3,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"BIOENGR M233A - LIU, W.",0.158,0.684,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOINFO 201 - PING, P.",0.167,0.722,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOINFO M225 - ERNST, J.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOL CH 266B - DE ROBERTIS, E.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOL CH M140 - COLICELLI, J.J.",0.4,0.5,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"BIOMATH M203 - LANGE, K.L.",0.083,0.667,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 100B - GJERTSON, D.W.",0.235,0.694,0.047,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 100B - LEE, M.L.",NA,0.905,NA,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 200B - CRESPI-CHUN, C.",0.042,0.708,0.208,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 201B - SUGAR, C.A.",0.049,0.244,0.171,0.268,0.171,NA,NA,NA,0.024,NA,NA,NA,0.024
"BIOSTAT 202B - SENTURK, D.",0.136,0.364,0.227,0.136,0.136,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 203B - ZHOU, H.",0.444,0.333,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 245 - TELESCA, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 250B - WONG, W.",NA,0.7,0.2,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 402B - ELASHOFF, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT M234 - WEISS, R.E.",NA,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMD RES 193H - CLARK, I.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMD RES 193H - CLARK, I.E. LEC 2",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMD RES 194H - CLARK, I.E.",0.188,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMD RES 5HA - CLARK, I.E.",0.048,0.857,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMD RES 5HB - CLARK, I.E.",0.438,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 102 - BHAGAVATHI KANDY,",0.338,0.117,0.065,0.195,0.091,0.091,0.052,0.026,0.013,NA,0.013,NA,NA
"C&EE 108 - BAUCHY, M.",0.374,0.154,0.275,0.077,0.088,0.011,0.011,NA,NA,NA,NA,0.011,NA
"C&EE 108L - AHLBERG, E.",NA,0.95,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 121 - HUDSON, M.B.",0.034,0.276,0.034,0.276,0.138,0.103,0.034,0.069,NA,0.034,NA,NA,NA
"C&EE 128L - ESLAMI, M.",0.25,0.5,0.167,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 135B - GLASSMAN, J.D.",0.231,0.436,0.205,0.051,0.051,NA,0.026,NA,NA,NA,NA,NA,NA
"C&EE 142 - EKWUEME, C.G.",NA,0.122,0.146,0.244,0.268,0.098,NA,0.049,0.073,NA,NA,NA,NA
"C&EE 147 - SABOL, T.A.",NA,0.316,0.316,0.053,0.158,0.053,0.105,NA,NA,NA,NA,NA,NA
"C&EE 151 - GALLIEN, T.",0.033,0.3,0.267,0.1,0.2,0.033,NA,NA,0.067,NA,NA,NA,NA
"C&EE 154 - JAY, J.A.",0.37,0.413,0.065,0.109,0.022,0.022,NA,NA,NA,NA,NA,NA,NA
"C&EE 156B - LAU, S.",0.235,0.235,0.412,0.059,0.059,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 164 - MOHANTY, S.K.",0.324,0.405,0.189,0.054,0.027,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 170 - COTUGNO, P.E.",0.075,0.358,0.226,0.245,0.075,0.019,NA,NA,NA,NA,NA,NA,NA
"C&EE 19 - JAY, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 200 - GALLIEN, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 200 - ZHANG, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 221 - BRANDENBERG, S.J.",NA,0.333,0.167,0.25,0.167,0.083,NA,NA,NA,NA,NA,NA,NA
"C&EE 244 - BURTON, H.J.",0.043,0.66,0.213,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 245 - BOZORGNIA, Y.",NA,0.44,0.38,0.16,0.02,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 246 - WALLACE, J.W.",NA,0.326,0.302,0.349,0.023,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 250B - YEH, W.W.",NA,0.267,0.333,0.267,0.133,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 250C - MARGULIS, S.A.",0.154,0.385,0.231,0.154,0.077,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 255A - JASSBY, D.",0.071,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 255B - STENSTROM, M.K.",0.143,0.643,0.143,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 298 - ZHENG, X.",0.333,0.583,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE C104 - FALZONE, G.D.",0.321,0.179,0.286,0.179,0.036,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE M166 - THULSIRAJ, V.",NA,0.514,0.2,0.086,0.086,0.114,NA,NA,NA,NA,NA,NA,NA
"C&S BIO M185 - WOLLMAN, R.",0.157,0.431,0.255,0.098,0.02,NA,0.039,NA,NA,NA,NA,NA,NA
"C&S BIO M186 - DISTEFANO, J.",0.385,0.462,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CESC 151 - OOSTRIK, S.",0.105,0.737,0.053,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA
"CESC 19 - KIM, D.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CESC 19 - PRESCOTT, T.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CESC 195CE - BARRERA, D.S.",0.25,0.5,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CESC 50SL - STAUB, S.D.",NA,0.922,0.01,0.01,NA,0.01,NA,NA,0.01,NA,NA,NA,0.029
"CESC 98A - MYERS, D.N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 101B - CHANG, J.P.",0.024,0.141,0.118,0.129,0.271,0.176,0.059,0.047,0.035,NA,NA,NA,NA
"CH ENGR 102A - MANOUSIOUTHAKIS, V",0.264,0.275,0.231,0.132,0.066,0.011,0.022,NA,NA,NA,NA,NA,NA
"CH ENGR 104A - EISLER, C.N.",0.052,0.672,0.138,0.086,0.017,0.017,0.017,NA,NA,NA,NA,NA,NA
"CH ENGR 104C - CHANG, J.P.",0.1,0.4,0.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 104CL - CHANG, J.P.",0.1,0.7,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 107 - CHRISTOFIDES, P.D.",NA,0.229,0.186,0.271,0.214,0.057,0.029,0.014,NA,NA,NA,NA,NA
"CH ENGR 108A - MORALES GUIO, C.G.",0.232,0.232,0.232,0.101,0.087,0.043,0.058,NA,0.014,NA,NA,NA,NA
"CH ENGR 194 - MANOUSIOUTHAKIS, V",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 210 - SIMONETTI, D.A.",0.107,0.25,0.321,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 220 - SRIVASTAVA, S.",0.067,0.167,0.267,0.367,0.133,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 298A - CHRISTOFIDES, P.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 298V - LU, Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 299 - SRIVASTAVA, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 45 - TANG, Y.",0.024,0.207,0.146,0.049,0.329,0.049,0.049,0.085,0.061,NA,NA,NA,NA
"CH ENGR 599 - LU, Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 99 - MANOUSIOUTHAKIS, V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 110A - FELKER, P.M.",NA,0.152,0.196,0.087,0.152,0.217,0.13,0.022,0.022,NA,0.022,NA,NA
"CHEM 110A - FELKER, P.M. LEC 2",0.038,0.226,0.208,0.17,0.094,0.151,0.038,0.057,0.019,NA,NA,NA,NA
"CHEM 113A - BRUINSMA, R.F.",0.039,0.176,0.137,0.098,0.255,0.118,0.098,0.078,NA,NA,NA,NA,NA
"CHEM 114 - BAUGH, D.A.",0.095,NA,0.333,0.19,0.19,0.048,NA,0.048,NA,NA,NA,NA,0.048
"CHEM 147 - JUNG, M.E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 14A - SCERRI, E.R.",0.031,0.271,0.193,0.112,0.109,0.125,0.062,0.078,0.006,NA,0.003,NA,0.003
"CHEM 14A - SCERRI, E.R. LEC 2",0.064,0.323,0.173,0.136,0.109,0.086,0.023,0.064,0.005,NA,0.005,NA,0.014
"CHEM 14B - COUREY, A.J.",0.1,0.674,0.065,0.048,0.057,0.017,0.004,0.013,0.013,NA,0.004,NA,NA
"CHEM 14B - LAVELLE, L.",0.141,0.26,0.231,0.125,0.064,0.058,0.045,0.038,0.032,NA,NA,NA,0.003
"CHEM 14B - LAVELLE, L. LEC 2",0.157,0.318,0.218,0.119,0.08,0.054,0.011,0.023,0.015,NA,0.004,NA,NA
"CHEM 14B - LAVELLE, L. LEC 4",0.152,0.228,0.152,0.063,0.051,0.114,0.038,0.114,0.089,NA,NA,NA,NA
"CHEM 14BL - CASEY, J.R.",NA,0.831,0.053,0.018,0.062,NA,NA,0.018,0.004,NA,NA,NA,NA
"CHEM 14BL - CASEY, J.R. LEC 2",NA,0.886,0.05,0.014,0.005,0.014,NA,0.005,NA,NA,NA,NA,NA
"CHEM 14C - CASTILLO RODRIGUEZ",0.208,0.352,0.167,0.12,0.051,0.051,0.028,0.009,0.009,NA,NA,NA,0.005
"CHEM 14C - CASTILLO RODRIGUEZ LEC 2",0.12,0.398,0.224,0.104,0.071,0.041,0.025,0.012,NA,NA,NA,NA,NA
"CHEM 14CL - HENARY, M.M.",NA,0.692,0.124,0.047,0.095,0.024,0.006,0.006,NA,NA,NA,NA,NA
"CHEM 14CL - HENARY, M.M. LEC 2",NA,0.717,0.092,0.086,0.066,0.013,0.026,NA,NA,NA,NA,NA,NA
"CHEM 14D - PHAM, H.V.",0.209,0.144,0.186,0.107,0.074,0.037,0.056,0.07,0.047,0.028,0.014,0.009,0.014
"CHEM 14D - REILLY, A.J.",0.023,0.172,0.227,0.205,0.13,0.097,0.071,0.036,0.032,0.003,NA,NA,NA
"CHEM 153A - AWAD, A.M.",0.09,0.322,0.235,0.145,0.071,0.051,0.031,0.008,0.016,NA,0.024,NA,NA
"CHEM 153A - AWAD, A.M. LEC 2",0.106,0.31,0.192,0.184,0.082,0.053,0.033,0.004,0.024,NA,0.012,NA,NA
"CHEM 153B - TIENSON-TSENG, H.L",NA,0.535,0.116,0.14,0.047,0.023,0.093,NA,0.023,NA,0.023,NA,NA
"CHEM 153C - GOBER, J.W.",NA,0.338,0.092,0.169,0.134,0.077,0.085,0.028,0.035,0.014,NA,NA,0.021
"CHEM 153L - HONG-HERMESDORF, A",NA,0.442,0.184,0.143,0.109,0.034,0.02,0.014,0.014,NA,0.02,NA,0.014
"CHEM 154 - NAKAMOTO, S.S.",NA,0.171,0.099,0.009,0.405,NA,0.135,0.135,0.036,NA,NA,0.009,NA
"CHEM 166 - CHANFREAU, G.",0.136,0.818,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 17 - GOBER, J.W.",NA,0.154,0.296,0.207,0.249,0.053,0.018,0.012,NA,NA,NA,NA,NA
"CHEM 184 - LOO, J.A.",NA,0.417,0.042,0.167,0.208,0.042,NA,0.083,NA,NA,NA,NA,0.042
"CHEM 192C - LAVELLE, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 192E - SHAKED, S.",NA,0.978,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 192F - SHAKED, S.",NA,0.991,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 204 - HALLEM, E.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 206 - HARRAN, P.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 20A - SCERRI, E.R.",0.122,0.238,0.132,0.159,0.063,0.058,0.037,0.069,0.053,NA,0.026,NA,0.021
"CHEM 20B - BAUGH, D.A.",0.049,0.122,0.098,0.073,0.329,0.073,0.098,0.11,0.012,NA,NA,NA,0.024
"CHEM 20B - BEREN, C.E.",0.062,0.253,0.124,0.17,0.158,0.079,0.037,0.071,0.046,NA,NA,NA,NA
"CHEM 20B - BEREN, C.E. LEC 2",0.081,0.198,0.128,0.14,0.148,0.078,0.075,0.081,0.07,NA,NA,NA,NA
"CHEM 20BH - WEISS, P.S.",0.192,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 20L - PANG, J.W.",NA,0.767,0.039,0.039,0.142,NA,NA,0.013,NA,NA,NA,NA,NA
"CHEM 20L - PANG, J.W. LEC 2",NA,0.731,0.026,0.057,0.132,0.013,0.013,0.018,0.004,NA,NA,NA,NA
"CHEM 219R - TOLBERT, S.H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 228 - WEISS, P.S.",NA,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 235O - MAYNARD, H.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 235P - GARG, N.K.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 235Q - HARRAN, P.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 244B - HARRAN, P.G.",0.077,0.308,0.231,0.231,0.154,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 247 - JUNG, M.E.",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 248 - RUBIN, Y.F.",NA,0.03,0.061,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 249A - MASON, T.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 249B - KWON, O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 249C - ALEXANDROVA, A.N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 257 - REISLER, E.",NA,0.583,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 268 - CLUBB, R.T.",NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 278 - DUAN, X.",NA,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 285 - TOLBERT, S.H.",0.083,0.083,0.5,0.167,0.167,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 30AL - RUSSELL, A.A.",NA,0.917,0.014,NA,0.056,NA,NA,0.014,NA,NA,NA,NA,NA
"CHEM 30B - PHAM, H.V.",0.071,0.19,0.195,0.048,0.057,0.162,0.086,0.067,0.062,0.033,0.01,0.01,0.005
"CHEM 30BL - REILLY, A.J.",NA,0.506,0.294,0.141,0.035,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 30C - MERLIC, C.A.",0.032,0.258,0.169,0.153,0.089,0.105,0.048,0.097,0.04,NA,NA,NA,NA
"CHEM 30CL - NELSON, H.M.",0.211,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 375 - CASEY, J.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 375 - HENARY, M.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 375 - PANG, J.W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 375 - REILLY, A.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 400 - MERLIC, C.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 596 - HARRAN, P.G.",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 599 - TOLBERT, S.H.",NA,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 89 - MERLIC, C.A.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 98XA - HASSON, T.W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 98XA - HASSON, T.W. LEC 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 98XA - HASSON, T.W. LEC 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 98XA - HASSON, T.W. LEC 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 98XA - HASSON, T.W. LEC 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 98XB - HASSON, T.W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM C113B - BENSIMON, D.B.",0.19,0.238,NA,0.143,0.238,NA,NA,0.19,NA,NA,NA,NA,NA
"CHEM C174 - SPOKOYNY, A.M.",0.16,0.76,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM C215B - NEUHAUSER, D.",0.091,0.364,0.182,0.091,0.273,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM C243A - HOUK, K.N.",0.2,0.2,0.24,0.12,0.16,0.08,NA,NA,NA,NA,NA,NA,NA
"CHEM CM255 - CLARKE, C.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM M230B - CLUBB, R.T.",NA,0.526,0.105,0.263,0.105,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM M230D - CLUBB, R.T.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 109 - HARRIS, A.A.",0.048,0.69,0.19,0.024,0.048,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 10A - CARPIO, G.G.",0.474,0.342,0.123,0.036,0.017,0.006,0.002,NA,NA,NA,NA,NA,NA
"CHICANO 123 - ANDALON, R.",0.167,0.667,0.111,0.028,NA,0.028,NA,NA,NA,NA,NA,NA,NA
"CHICANO 142 - ELLIS, H.",0.467,0.111,0.156,0.133,0.067,NA,0.022,NA,NA,NA,NA,NA,NA
"CHICANO 150 - ROMERO, R.C.",0.274,0.482,0.061,0.085,0.03,0.03,NA,0.018,NA,NA,NA,NA,0.018
"CHICANO 153C - ALMA, K.",0.186,0.628,0.116,NA,0.023,0.023,0.023,NA,NA,NA,NA,NA,NA
"CHICANO 161 - MACIAS, R.F.",NA,0.632,0.158,0.053,NA,0.105,NA,NA,NA,NA,NA,NA,NA
"CHICANO 188 - JOHNSON, G.",0.182,0.318,0.136,0.091,0.182,NA,NA,0.045,NA,NA,NA,NA,NA
"CHICANO 188 - MARES-TAMAYO, M.J.",NA,0.647,0.103,0.103,0.029,0.015,0.015,NA,0.044,NA,NA,NA,0.029
"CHICANO 188 - MARTINEZ, C.M.",0.044,0.378,0.311,0.156,0.022,0.022,NA,NA,0.022,NA,NA,NA,NA
"CHICANO 188 - MARTINEZ, K.M.",0.098,0.683,0.122,0.024,0.049,NA,0.024,NA,NA,NA,NA,NA,NA
"CHICANO 19 - BLACK, C.V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 19 - ROMERO, R.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 202 - ZEPEDA, J.C.",NA,0.071,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 254 - ESPINO, V.R.",0.091,0.182,0.455,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 89 - CARPIO, G.G.",0.739,0.217,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO C141 - PONS, M.C.",0.067,0.167,0.533,0.133,0.067,NA,NA,NA,NA,NA,NA,0.033,NA
"CHICANO CM106 - HAYES-BAUTISTA, D.",0.482,0.307,0.079,0.096,0.035,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO CM110 - GONZALEZ, O.O.",0.179,0.718,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO CM177 - GARCIA, S.",0.077,0.333,0.154,0.205,0.077,0.026,NA,NA,NA,NA,NA,NA,NA
"CHICANO M105C - PEREZ-TORRES, R.",0.182,0.636,0.091,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO M118 - AVILA, E.R.",NA,0.333,0.467,0.133,0.067,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO M119 - HINOJOSA-OJEDA, R.",0.184,0.579,0.105,0.053,0.053,0.026,NA,NA,NA,NA,NA,NA,NA
"CHICANO M175 - LOPEZ GASPAR DE AL",NA,0.525,0.246,0.115,0.066,NA,NA,NA,NA,0.016,NA,NA,0.033
"CHICANO M18 - AVILA, E.R.",NA,0.75,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 100B - SMITH, M.M.",0.045,0.591,0.136,0.091,0.091,NA,0.045,NA,NA,NA,NA,NA,NA
"CHIN 102B - SHEN, Y.",NA,0.706,0.176,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 110B - DUTHIE, N.N.",0.207,0.414,0.207,0.103,0.069,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 124 - TSAI, L.",0.125,0.417,0.375,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 155 - QIN, L.",0.054,0.351,0.459,0.054,0.027,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 159 - QIN, L.",0.103,0.308,0.462,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 2 - CHIEF, L.",0.524,0.155,0.083,0.024,0.024,0.036,0.012,0.036,NA,NA,NA,NA,NA
"CHIN 2 - YAO, Y.",NA,0.449,0.261,0.058,0.043,0.029,0.014,0.014,0.014,NA,NA,NA,NA
"CHIN 220A - SHIH, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 2A - SUN, X.",0.06,0.52,0.16,0.06,NA,0.02,0.02,NA,NA,NA,NA,NA,NA
"CHIN 5 - SHEN, Y.",NA,0.714,0.143,0.107,0.036,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 50 - LI, M.",0.304,0.408,0.099,0.042,0.016,0.005,NA,NA,NA,NA,NA,NA,NA
"CHIN 5A - SUN, X.",NA,0.5,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN M183 - LI, M.",NA,0.933,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA
"CLASSIC 130 - SPIELBERG, L.M.",0.367,0.267,0.133,NA,0.033,NA,0.033,0.033,NA,NA,NA,NA,0.067
"CLASSIC 137 - GURVAL, R.A.",0.019,0.296,0.13,0.296,0.148,0.019,NA,NA,NA,NA,NA,NA,0.037
"CLASSIC 185 - VINE, B.H.",0.018,0.228,0.158,0.123,0.105,0.018,0.018,0.07,0.018,NA,NA,0.018,0.053
"CLASSIC 19 - BLANK, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLASSIC 20 - VAZQUEZ, A.M.",0.048,0.256,0.28,0.152,0.12,0.048,0.008,0.016,NA,0.008,NA,NA,0.024
"CLASSIC 51A - PAPADOPOULOS, J.K.",0.141,0.342,0.179,0.076,0.092,0.038,0.027,0.011,NA,NA,NA,NA,0.005
"CLASSIC 88GE - SPIELBERG, L.M.",0.158,0.579,NA,NA,0.105,0.053,NA,NA,NA,NA,NA,NA,NA
"CLASSIC M153K - PAPADOPOULOS, J.K.",0.179,0.321,0.179,0.214,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 20B - BROWN, S.D.",0.188,0.497,0.174,0.074,0.04,0.013,0.007,NA,0.007,NA,NA,NA,NA
