"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"BMD RES 5HB - CLARK, I.E.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 103 - MARGULIS, S.A.",0.513,0.237,0.053,0.039,0.013,0.092,0.039,NA,0.013,NA,NA,NA,NA
"C&EE 108 - ZHENG, X.",0.444,0.139,0.333,NA,NA,0.056,NA,NA,NA,NA,NA,NA,0.028
"C&EE 110 - PARK, M.",0.491,0.113,0.248,0.03,0.017,0.07,0.013,0.004,0.013,NA,NA,NA,NA
"C&EE 125 - BOZORGNIA, Y.",0.76,0.16,0.04,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA
"C&EE 130 - JU, J.",0.368,0.211,0.158,0.105,0.053,0.105,NA,NA,NA,NA,NA,NA,NA
"C&EE 135L - AHLBERG, E.",0.778,0.056,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 140L - WALLACE, J.W.",0.75,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 143 - BONDY, D.",0.333,0.179,0.308,0.051,0.026,0.077,NA,NA,NA,NA,0.026,NA,NA
"C&EE 144 - ABDULLAH, S.A.",0.316,0.474,NA,NA,NA,0.053,NA,0.053,NA,NA,NA,0.105,NA
"C&EE 152 - HANNA, W.M.",0.579,0.368,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 156A - LAU, S.",0.4,0.067,0.467,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"C&EE 157C - STENSTROM, M.K.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 180 - CAMPBELL, R.J.",0.277,0.369,NA,0.108,NA,0.231,NA,NA,NA,NA,NA,NA,0.015
"C&EE 188 - GALLIEN, T.",0.429,0.214,0.071,0.071,NA,0.214,NA,NA,NA,NA,NA,NA,NA
"C&EE 188 - JAY, J.A.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 188 - JAY, J.A. LEC 2",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 194 - BAUCHY, M.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 241 - SABOL, T.A.",0.161,0.323,NA,0.097,NA,0.419,NA,NA,NA,NA,NA,NA,NA
"C&EE 243B - GAVRIDOU, S.",0.158,0.053,0.053,0.158,NA,0.579,NA,NA,NA,NA,NA,NA,NA
"C&EE 247 - ZHANG, J.",0.4,NA,0.2,0.15,NA,0.2,NA,0.05,NA,NA,NA,NA,NA
"C&EE 250D - YEH, W.W.",0.4,0.2,0.1,0.1,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"C&EE 298 - BAUCHY, M.",0.27,0.027,0.622,NA,NA,0.081,NA,NA,NA,NA,NA,NA,NA
"C&EE 298 - PARK, M.",0.5,0.227,0.227,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA
"C&EE C159 - MOHANTY, S.K.",0.471,0.235,0.206,0.029,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"C&EE M165 - MAHENDRA, S.",0.556,0.222,NA,0.022,0.022,0.178,NA,NA,NA,NA,NA,NA,NA
"C&EE M20 - RUTER, M.",0.745,0.073,0.118,0.009,0.018,0.027,NA,NA,NA,NA,0.009,NA,NA
"C&EE M230C - JU, J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE ST 126 - KOROPECKYJ, R.",0.714,0.143,NA,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE ST 31 - KRESIN, S.C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&S BIO M150 - SAVAGE, V.M.",0.717,0.057,0.019,0.075,0.038,0.094,NA,NA,NA,NA,NA,NA,NA
"C&S BIO M187 - PELLEGRINI, M.",0.897,0.077,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA
"CESC 50SL - STAUB, S.D.",0.99,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA
"CESC M170SL - BASSETT, J.C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 101C - SRIVASTAVA, S.",0.381,0.444,0.016,0.016,0.016,0.127,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 102B - SAUTET, P.",0.427,0.133,0.187,0.08,0.04,0.053,0.013,NA,0.053,NA,0.013,NA,NA
"CH ENGR 103 - MONBOUQUETTE, H.",0.31,0.31,NA,0.138,0.034,0.138,NA,0.034,0.034,NA,NA,NA,NA
"CH ENGR 104A - SIMONETTI, D.A.",0.667,0.042,NA,0.125,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 108B - MORALES GUIO, C.G.",0.344,0.115,0.131,0.016,0.016,0.328,NA,0.016,0.016,NA,NA,NA,0.016
"CH ENGR C116 - LU, Y.",0.167,0.625,0.042,0.042,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"CH ENGR C125 - ANNABI, N.",0.621,0.103,NA,0.138,0.069,0.034,NA,NA,0.034,NA,NA,NA,NA
"CH ENGR C128 - MANOUSIOUTHAKIS,",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR C216 - LU, Y.",0.4,0.5,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"CH ENGR C228 - MANOUSIOUTHAKIS,",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 103 - GIMZEWSKI, J.K.",0.5,0.023,0.455,NA,0.011,0.011,NA,NA,NA,NA,NA,NA,NA
"CHEM 110A - GELBART, W.M.",0.176,0.176,0.368,0.059,0.044,0.162,NA,0.015,NA,NA,NA,NA,NA
"CHEM 110A - GELBART, W.M. LEC 2",0.204,0.204,0.352,0.056,0.037,0.13,0.019,NA,NA,NA,NA,NA,NA
"CHEM 110B - MASON, T.G.",0.375,0.031,0.219,0.094,NA,0.125,0.125,NA,NA,0.031,NA,NA,NA
"CHEM 113A - FELKER, P.M.",0.154,0.308,0.154,NA,0.154,0.077,NA,NA,NA,0.154,NA,NA,NA
"CHEM 114 - BOUCHARD, L.",0.333,0.19,0.19,0.048,0.095,0.048,NA,NA,0.095,NA,NA,NA,NA
"CHEM 136 - RUBIN, Y.F.",0.571,0.095,0.19,0.048,0.048,0.048,NA,NA,NA,NA,NA,NA,NA
"CHEM 14A - SCERRI, E.R.",0.283,0.286,0.086,0.076,0.025,0.197,0.013,0.003,0.025,0.003,NA,NA,0.003
"CHEM 14AE - CASEY, J.R.",0.967,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 14B - SCERRI, E.R.",0.251,0.198,0.201,0.08,0.038,0.165,0.018,0.009,0.027,0.012,NA,NA,0.003
"CHEM 14B - SCERRI, E.R. LEC 2",0.209,0.209,0.195,0.068,0.082,0.164,0.027,NA,0.023,0.018,NA,NA,0.005
"CHEM 14BL - HENARY, M.M.",0.823,0.073,NA,0.039,0.013,0.039,NA,NA,0.009,NA,NA,NA,0.004
"CHEM 14BL - HENARY, M.M. LEC 2",0.918,0.012,NA,0.029,0.004,0.029,0.004,0.004,NA,NA,NA,NA,NA
"CHEM 14C - CASTILLO RODRIGUEZ",0.423,0.238,0.262,0.02,0.004,0.044,0.004,0.004,NA,NA,NA,NA,NA
"CHEM 14C - CASTILLO RODRIGUEZ LEC 2",0.445,0.162,0.322,0.024,0.006,0.038,NA,NA,NA,NA,NA,NA,0.003
"CHEM 14CL - PANG, J.W.",0.959,0.008,NA,0.019,NA,0.003,0.005,NA,NA,NA,NA,NA,0.005
"CHEM 14D - NAG, A.",0.101,0.063,0.761,0.018,0.009,0.033,0.012,0.003,NA,NA,NA,NA,NA
"CHEM 14D - NAG, A. LEC 2",0.124,0.053,0.741,0.028,0.018,0.025,NA,0.007,0.004,NA,NA,NA,NA
"CHEM 153A - GOBER, J.W.",0.562,0.203,0.006,0.071,0.032,0.1,0.009,0.006,0.012,NA,NA,NA,NA
"CHEM 153A - TIENSON-TSENG, H.L",0.068,0.003,0.912,0.008,0.003,NA,NA,0.003,0.003,NA,NA,NA,NA
"CHEM 153B - TIENSON-TSENG, H.L",0.091,0.013,0.883,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA
"CHEM 153C - CLARKE, S.G.",0.327,0.115,0.115,0.212,NA,0.096,0.135,NA,NA,NA,NA,NA,NA
"CHEM 153D - CLUBB, R.T.",0.774,0.032,0.065,0.032,NA,0.097,NA,NA,NA,NA,NA,NA,NA
"CHEM 153L - HONG-HERMESDORF,",0.662,0.169,NA,0.052,0.039,0.039,NA,0.026,NA,0.013,NA,NA,NA
"CHEM 154 - NAKAMOTO, S.S.",0.382,0.029,NA,0.235,0.029,0.206,NA,0.029,NA,0.029,NA,NA,0.059
"CHEM 156 - YEATES, T.O.",0.718,0.201,NA,0.011,0.011,0.046,0.011,NA,NA,NA,NA,NA,NA
"CHEM 172 - KUMAR, N.",0.468,0.113,0.355,0.016,NA,0.016,NA,0.016,NA,NA,NA,NA,0.016
"CHEM 185 - CARAM, J.R.",0.235,0.176,0.059,0.294,NA,0.176,0.059,NA,NA,NA,NA,NA,NA
"CHEM 192F - SHAKED, S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 20B - BEREN, C.E.",0.521,0.128,0.171,0.06,NA,0.06,NA,0.017,0.043,NA,NA,NA,NA
"CHEM 20L - RUSSELL, A.A.",0.747,0.043,NA,0.134,0.011,0.059,0.005,NA,NA,NA,NA,NA,NA
"CHEM 228 - GIMZEWSKI, J.K.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 241B - JUNG, M.E.",0.273,0.182,0.091,0.182,NA,0.273,NA,NA,NA,NA,NA,NA,NA
"CHEM 247 - SLETTEN, E.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 258 - WOLLMAN, R.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 268 - LEE, C.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 278 - DUAN, X.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 30A - PHAM, H.V.",0.425,0.156,0.193,0.071,0.019,0.08,0.028,0.005,0.014,0.005,0.005,NA,NA
"CHEM 30A - REILLY, A.J.",0.374,0.336,0.076,0.084,0.031,0.076,NA,NA,0.008,NA,NA,0.015,NA
"CHEM 30AL - PANG, J.W.",0.95,NA,NA,0.02,NA,0.01,NA,NA,0.02,NA,NA,NA,NA
"CHEM 30BL - REILLY, A.J.",0.382,0.275,0.049,0.078,0.02,0.167,NA,0.01,0.02,NA,NA,NA,NA
"CHEM 30C - PHAM, H.V.",0.32,0.124,0.412,0.052,0.01,0.062,NA,0.021,NA,NA,NA,NA,NA
"CHEM 596 - DUAN, X.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 596 - SLETTEN, E.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 599 - TOLBERT, S.H.",0.727,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM C100 - LEE, C.J.",0.471,0.118,0.353,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM C105 - SLETTEN, E.M.",0.452,0.129,0.129,NA,0.097,0.129,0.032,NA,0.032,NA,NA,NA,NA
"CHEM C159 - CAREY, M.F.",0.571,NA,0.143,0.143,NA,0.143,NA,NA,NA,NA,NA,NA,NA
"CHEM C164 - CLARKE, C.F.",0.96,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM C180 - KANER, R.B.",0.605,0.053,0.026,0.211,NA,0.105,NA,NA,NA,NA,NA,NA,NA
"CHEM C243B - MAYNARD, H.D.",0.571,0.143,0.071,0.143,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM C280 - KANER, R.B.",0.478,0.087,NA,0.261,0.043,0.13,NA,NA,NA,NA,NA,NA,NA
"CHEM CM205A - SLETTEN, E.M.",0.348,0.217,0.174,0.13,0.043,0.087,NA,NA,NA,NA,NA,NA,NA
"CHICANO 100SL - AVILA, E.R.",0.968,NA,0.022,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA
"CHICANO 101 - AVILA, E.R.",0.953,0.022,NA,0.007,0.004,0.007,0.004,NA,NA,NA,NA,0.004,NA
"CHICANO 117 - AVILA, E.R.",0.962,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 143 - AVILA, E.R.",0.29,0.043,0.624,0.011,0.011,NA,NA,NA,NA,NA,NA,NA,0.022
"CHICANO 181 - AVILA, E.R.",0.372,0.116,0.302,0.047,0.047,0.093,NA,NA,NA,NA,NA,NA,0.023
"CHICANO 188 - AVILA, E.R.",0.542,0.208,0.208,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 188 - AVILA, E.R. LEC 2",0.414,0.276,0.241,0.034,NA,NA,NA,NA,NA,NA,NA,NA,0.034
"CHICANO 188 - AVILA, E.R. LEC 3",0.75,NA,0.214,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA
"CHICANO 188 - AVILA, E.R. LEC 4",0.459,NA,0.514,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 189 - AVILA, E.R.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 191 - AVILA, E.R.",0.2,0.156,0.556,0.022,NA,0.044,NA,NA,NA,NA,NA,NA,0.022
"CHICANO 20 - ALMA, K.",0.447,0.105,0.145,0.066,0.039,0.066,0.039,NA,0.026,0.013,NA,NA,0.053
"CHICANO 201 - AVILA, E.R.",0.929,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 207 - AVILA, E.R.",0.3,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 211 - AVILA, E.R.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO M108A - PACHECO, V.",0.571,0.048,0.214,0.024,0.024,0.071,NA,NA,0.024,NA,NA,NA,0.024
"CHICANO M125 - AVILA, E.R.",0.294,0.162,0.382,0.044,0.015,0.088,NA,NA,NA,NA,NA,NA,0.015
"CHICANO M136 - AVILA, E.R.",0.788,0.061,NA,NA,NA,0.121,NA,NA,0.03,NA,NA,NA,NA
"CHICANO M148 - AVILA, E.R.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO M173 - WONG, K.",0.667,0.143,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 100C - SMITH, M.M.",0.667,0.167,0.042,NA,0.083,0.042,NA,NA,NA,NA,NA,NA,NA
"CHIN 103 - WU, H.",0.333,0.389,NA,0.111,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"CHIN 105B - SMITH, M.M.",0.579,0.316,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,NA
"CHIN 110C - DUTHIE, N.N.",0.684,0.053,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 131 - TSAI, L.",0.609,0.13,0.217,NA,NA,0.043,NA,NA,NA,NA,NA,NA,NA
"CHIN 159 - QIN, L.",0.486,0.351,0.108,NA,NA,0.054,NA,NA,NA,NA,NA,NA,NA
"CHIN 191B - QIN, L.",0.263,0.526,0.053,NA,NA,0.158,NA,NA,NA,NA,NA,NA,NA
"CHIN 220B - SHIH, S.",0.857,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 3 - CHIEF, L.",0.167,0.033,0.75,NA,NA,0.017,0.017,NA,0.017,NA,NA,NA,NA
"CHIN 3 - YAO, Y.",0.783,0.072,0.058,0.014,NA,0.043,0.014,NA,NA,NA,NA,NA,0.014
"CHIN 3A - SUN, X.",0.512,0.317,NA,0.049,NA,0.122,NA,NA,NA,NA,NA,NA,NA
"CHIN 40 - BERRY, M.S.",0.549,0.101,0.342,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA
"CHIN 6 - SHEN, Y.",0.792,0.167,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA
"CHIN M60 - HSU, P.W.",0.8,0.029,NA,0.057,NA,0.029,0.029,0.029,0.029,NA,NA,NA,NA
"CLASSIC 140 - ZENIOS, S.",0.889,NA,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLASSIC 143B - RICHLIN, A.E.",0.133,0.133,0.467,0.067,NA,0.067,NA,NA,0.067,NA,NA,NA,0.067
"CLASSIC 144 - TOUWAIDE, A.",0.323,0.194,0.387,0.032,NA,0.065,NA,NA,NA,NA,NA,NA,NA
"CLASSIC 30 - PURVES, A.C.",0.473,0.234,0.095,0.045,0.025,0.109,0.005,NA,NA,0.01,0.005,NA,NA
"CLASSIC 51B - BECKMANN, S.E.",0.694,0.153,0.045,0.006,0.019,0.064,NA,0.006,0.006,0.006,NA,NA,NA
"CLASSIC 88GE - MORRIS, S.P.",0.529,0.353,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLASSIC 98T - PURVES, A.C.",0.667,0.2,0.067,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"CLASSIC M153J - MORRIS, S.P.",0.267,0.133,0.4,0.067,NA,0.133,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 20CW - BECERRA, A.I.",0.077,NA,0.846,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA
"CLUSTER 20CW - MAYORGA, O.J.",0.786,NA,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 20CW - MOMENI, E.",0.636,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 20CW - ORTIZ, V.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 20CW - ORTIZ, V. LEC 2",0.167,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 20CW - ORTIZ, V. LEC 3",0.923,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 20CW - ORTIZ, V. LEC 5",0.929,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 20CW - ORTIZ, V. LEC 6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 20CW - ORTIZ, V. LEC 7",0.462,0.385,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 20CW - ORTIZ, V. LEC 8",0.8,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 21CW - ALEXANDER, A.",0.222,0.111,0.333,0.222,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 21CW - ALEXANDER, A. LEC 2",0.667,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 21CW - ALEXANDER, A. LEC 3",0.538,0.077,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 21CW - ALEXANDER, A. LEC 5",0.727,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 21CW - ALEXANDER, A. LEC 6",0.5,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 21CW - ALEXANDER, A. LEC 8",0.286,0.143,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 30CW - BELLAIRS, J.M.",0.842,NA,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 30CW - BURDORFF, S.F.",0.444,0.333,0.111,NA,NA,NA,NA,NA,NA,NA,NA,0.056,0.056
"CLUSTER 30CW - BURDORFF, S.F. LEC 2",0.55,0.25,0.15,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 30CW - BURDORFF, S.F. LEC 4",0.714,0.143,NA,NA,NA,0.143,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 30CW - BURDORFF, S.F. LEC 5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 30CW - BURDORFF, S.F. LEC 6",0.55,0.15,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 30CW - BURDORFF, S.F. LEC 7",0.526,0.316,NA,0.053,0.053,0.053,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 30CW - BURDORFF, S.F. LEC 9",0.412,0.353,NA,0.118,NA,0.118,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 48CW - MCBRIDE, J.",0.474,0.263,0.105,NA,NA,0.158,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 48CW - MCBRIDE, J. LEC 2",0.25,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 48CW - MCBRIDE, J. LEC 3",0.167,NA,0.75,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 48CW - MCBRIDE, J. LEC 4",0.556,0.056,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 48CW - MCBRIDE, J. LEC 5",0.227,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 48CW - MCBRIDE, J. LEC 6",0.7,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 48CW - MCBRIDE, J. LEC 7",0.25,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 48CW - MCBRIDE, J. LEC 8",0.667,0.133,0.133,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 60CW - DECKER, J.L.",0.389,0.444,0.056,0.056,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 60CW - DECKER, J.L. LEC 10",0.895,0.053,NA,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 60CW - DECKER, J.L. LEC 11",0.762,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 60CW - DECKER, J.L. LEC 2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 60CW - DECKER, J.L. LEC 3",0.9,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
"CLUSTER 60CW - DECKER, J.L. LEC 4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 60CW - DECKER, J.L. LEC 5",0.4,0.4,NA,0.05,NA,0.15,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 60CW - DECKER, J.L. LEC 6",0.818,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 60CW - DECKER, J.L. LEC 7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 60CW - DECKER, J.L. LEC 8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 60CW - DECKER, J.L. LEC 9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 70CW - FRISCIA, A.R.",0.864,NA,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 70CW - FRISCIA, A.R. LEC 10",0.385,0.077,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 70CW - FRISCIA, A.R. LEC 2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 70CW - FRISCIA, A.R. LEC 3",0.4,NA,0.55,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA
"CLUSTER 70CW - FRISCIA, A.R. LEC 4",0.4,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 70CW - FRISCIA, A.R. LEC 5",0.591,0.091,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 70CW - FRISCIA, A.R. LEC 6",0.455,0.182,0.182,NA,NA,0.182,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 70CW - FRISCIA, A.R. LEC 7",0.889,0.056,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 70CW - FRISCIA, A.R. LEC 8",0.4,0.12,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 73CW - CHANDLER, S.H.",0.462,0.462,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 73CW - CHANDLER, S.H. LEC 2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 73CW - CHANDLER, S.H. LEC 3",0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 73CW - CHANDLER, S.H. LEC 4",0.304,0.217,0.391,0.043,NA,0.043,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 73CW - CHANDLER, S.H. LEC 5",0.318,0.318,0.273,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 80CW - HAHM, A.",0.462,NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 80CW - HSU, P.T.",0.706,0.176,0.059,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 80CW - HSU, P.T. LEC 2",0.667,0.222,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 80CW - HSU, P.T. LEC 3",0.611,0.278,NA,0.056,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 80CW - HSU, P.T. LEC 4",0.786,NA,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071
"CLUSTER 80CW - HSU, P.T. LEC 5",0.941,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 80CW - HSU, P.T. LEC 7",0.833,NA,0.111,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"CLUSTER M1CW - MCCLELLAN, M.L.",0.952,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER M1CW - MCCLELLAN, M.L. LEC 2",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER M1CW - MCCLELLAN, M.L. LEC 3",NA,0.045,0.864,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"CLUSTER M1CW - MCCLELLAN, M.L. LEC 4",0.533,NA,0.4,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"CLUSTER M1CW - MCCLELLAN, M.L. LEC 5",0.955,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER M1CW - MCCLELLAN, M.L. LEC 6",0.5,NA,0.286,NA,0.071,0.143,NA,NA,NA,NA,NA,NA,NA
"CLUSTER M1CW - MCCLELLAN, M.L. LEC 7",0.765,NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER M71CW - RENSEL, M.A.",0.105,NA,0.789,NA,NA,0.053,0.053,NA,NA,NA,NA,NA,NA
"CLUSTER M71CW - RENSEL, M.A. LEC 10",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER M71CW - RENSEL, M.A. LEC 11",0.739,NA,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
