"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"BIOENGR 220 - BUI, A.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR 299 - GU, Z.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR 495 - KAMEI, D.T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR C104 - WONG, G.C.",NA,0.441,0.235,0.147,0.176,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR C105 - DEMING, T.J.",0.167,0.042,0.125,0.167,0.125,0.208,NA,0.083,0.083,NA,NA,NA,NA
"BIOENGR C204 - WONG, G.C.",NA,0.533,0.2,0.133,0.133,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR C205 - DEMING, T.J.",0.167,0.333,0.167,0.222,0.056,NA,0.056,NA,NA,NA,NA,NA,NA
"BIOENGR CM178 - KASKO, A.M.",NA,0.294,0.059,0.176,0.176,0.176,0.118,NA,NA,NA,NA,NA,NA
"BIOENGR CM278 - KASKO, A.M.",NA,0.25,0.083,0.25,0.417,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR M182 - DISTEFANO, J.",0.267,0.533,NA,NA,0.067,0.133,NA,NA,NA,NA,NA,NA,NA
"BIOENGR M227 - BUI, A.A.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOENGR M260 - LIU, W.",0.083,0.5,0.25,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOINFO 201 - LI, J.",0.167,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOINFO 202 - XIAO, X.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOINFO 275A - PELLEGRINI, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOL CH 266A - DE ROBERTIS, E.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOMATH 205 - LANGE, K.L.",0.083,0.75,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOMATH M261 - DETELS, R.",0.077,0.462,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 100A - GJERTSON, D.W.",0.211,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 100A - LEE, M.L.",0.014,0.479,0.055,0.137,0.205,0.041,NA,0.041,0.027,NA,NA,NA,NA
"BIOSTAT 100A - LEE, M.L. LEC 2",0.048,0.81,0.048,0.048,0.048,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 200A - ARALIS, H.J.",0.04,0.36,0.32,0.12,0.08,0.04,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 201A - BELIN, T.R.",0.196,0.478,0.174,0.065,0.043,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 202A - SENTURK, D.",0.273,0.227,0.136,0.045,0.045,0.182,0.045,NA,NA,NA,NA,NA,NA
"BIOSTAT 203A - ARALIS, H.J.",0.105,0.474,0.193,0.07,0.123,0.018,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 216 - ZHOU, H.",0.167,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 245 - WONG, W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT 273 - RAMIREZ, C.M.",0.062,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT M215 - LI, G.",NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOSTAT M236 - WEISS, R.E.",NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMD RES 193H - CLARK, I.E.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMD RES 194H - CLARK, I.E.",NA,0.933,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMD RES 5HA - CLARK, I.E.",0.094,0.494,0.165,0.106,0.082,NA,NA,NA,0.024,NA,0.012,0.012,NA
"BMD RES 5HB - CLARK, I.E.",0.231,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 1 - TACIROGLU, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 120 - BRANDENBERG, S.J.",0.041,0.11,0.137,0.164,0.178,0.137,0.082,0.11,0.027,NA,NA,NA,0.014
"C&EE 135A - JU, J.",0.045,0.242,0.288,0.182,0.076,0.106,0.061,NA,NA,NA,NA,NA,NA
"C&EE 135L - AHLBERG, E.",NA,0.85,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 141 - PITHEY, K.C.",0.048,0.167,0.143,0.119,0.262,0.048,0.048,0.095,0.048,0.024,NA,NA,NA
"C&EE 150 - MARGULIS, S.A.",0.05,0.112,0.1,0.062,0.25,0.125,0.062,0.1,0.062,0.038,0.025,NA,0.012
"C&EE 153 - MOHANTY, S.K.",0.238,0.262,0.154,0.169,0.046,0.031,0.054,0.038,NA,NA,NA,NA,NA
"C&EE 155 - JASSBY, D.",0.143,0.25,0.214,0.143,0.107,0.143,NA,NA,NA,NA,NA,NA,NA
"C&EE 156A - LAU, S.",0.167,0.5,0.25,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 181 - OKITSU, W.J.",NA,0.346,0.231,0.231,0.154,NA,NA,0.038,NA,NA,NA,NA,NA
"C&EE 19 - BURTON, H.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 19 - JAY, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 194 - BAUCHY, M.",0.818,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 200 - GEBREMICHAEL, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 200 - WALLACE, J.W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 220 - STEWART, J.P.",0.1,0.3,0.1,0.2,0.2,NA,0.1,NA,NA,NA,NA,NA,NA
"C&EE 232 - ZHANG, J.",0.071,0.214,0.286,0.357,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"C&EE 235A - BURTON, H.J.",0.021,0.396,0.229,0.271,0.042,0.021,NA,NA,NA,NA,NA,NA,NA
"C&EE 243A - WALLACE, J.W.",NA,0.158,0.263,0.184,0.395,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 250A - GEBREMICHAEL, M.",NA,0.591,0.273,0.045,0.091,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 253 - GAO, H.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 254A - JAY, J.A.",0.192,0.385,0.231,0.038,0.077,NA,0.077,NA,NA,NA,NA,NA,NA
"C&EE 266 - MAHENDRA, S.",0.1,0.5,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 495 - JAY, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE 91 - SANT, G.",0.084,0.072,0.084,0.241,0.108,0.205,0.06,0.024,0.036,0.012,NA,0.024,0.048
"C&EE C239 - MAZZONI, S.",0.106,0.319,NA,0.191,0.34,NA,0.021,NA,NA,NA,NA,NA,0.021
"C&EE ST 130 - LEJKO-LACAN, V.",0.1,0.55,0.15,0.15,0.05,NA,NA,NA,NA,NA,NA,NA,NA
"C&EE ST 91 - GALATEANU, G.",0.122,0.306,0.122,0.041,0.02,0.082,0.102,0.041,NA,NA,NA,NA,0.02
"C&S BIO M184 - ESKIN, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAEM 211 - FISCHER, C.J.",0.2,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CESC 100SL - BARRERA, D.S.",NA,0.571,0.214,0.071,0.143,NA,NA,NA,NA,NA,NA,NA,NA
"CESC 195CE - BARRERA, D.S.",0.138,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CESC 50SL - RITTER, Z.S.",NA,0.761,0.12,0.009,0.034,0.017,0.009,NA,0.009,NA,NA,NA,0.043
"CH ENGR 10 - TANG, Y.",NA,0.853,0.11,NA,0.018,0.018,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 100 - COHEN, Y.",0.086,0.129,0.108,0.108,0.14,0.108,0.129,0.108,0.022,0.011,0.022,NA,0.011
"CH ENGR 101A - EISLER, C.N.",0.046,0.218,0.115,0.103,0.299,0.046,0.08,0.069,0.011,0.011,NA,NA,NA
"CH ENGR 104B - SIMONETTI, D.A.",0.053,0.316,0.421,0.105,0.105,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 106 - LU, Y.",0.118,0.157,0.216,0.216,0.137,0.078,0.02,NA,NA,NA,0.059,NA,NA
"CH ENGR 109 - CHRISTOFIDES, P.D.",NA,0.281,0.18,0.124,0.27,0.079,0.056,0.011,NA,NA,NA,NA,NA
"CH ENGR 194 - MANOUSIOUTHAKIS, V",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 200 - PARK, J.",0.125,0.406,0.281,0.125,0.062,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 259 - MANOUSIOUTHAKIS, V",0.833,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 298A - CHRISTOFIDES, P.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 298V - LU, Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 299 - SRIVASTAVA, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 495A - CHRISTOFIDES, P.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 599 - LU, Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR 99 - MANOUSIOUTHAKIS, V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH ENGR C115 - ANNABI, N.",NA,0.308,0.115,0.192,0.115,0.231,NA,0.038,NA,NA,NA,NA,NA
"CH ENGR CM145 - PARK, J.",0.087,0.348,0.174,0.261,0.13,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 110A - GELBART, W.M.",0.086,0.057,0.124,0.162,0.257,0.105,0.029,0.057,0.038,NA,0.038,NA,0.048
"CHEM 114 - BAUGH, D.A.",0.273,0.091,0.091,NA,0.091,0.273,NA,NA,0.182,NA,NA,NA,NA
"CHEM 125 - KOPELEVICH, M.",0.129,0.323,0.29,0.097,0.032,0.097,NA,NA,NA,NA,NA,NA,0.032
"CHEM 144 - NELSON, H.M.",0.182,0.333,NA,NA,0.364,NA,NA,0.091,NA,NA,NA,NA,0.03
"CHEM 147 - SPOKOYNY, A.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 14A - CARAM, J.R.",0.183,0.366,0.105,0.137,0.039,0.026,0.052,0.02,0.02,NA,0.007,0.007,0.033
"CHEM 14A - LAVELLE, L.",0.056,0.251,0.14,0.175,0.096,0.079,0.067,0.047,0.076,NA,0.003,NA,0.009
"CHEM 14A - LAVELLE, L. LEC 3",0.022,0.148,0.173,0.151,0.093,0.071,0.071,0.068,0.164,NA,0.006,0.015,0.012
"CHEM 14A - LAVELLE, L. LEC 4",0.024,0.157,0.186,0.181,0.157,0.067,0.062,0.052,0.086,NA,0.005,0.005,0.01
"CHEM 14B - QUINLAN, M.E.",0.062,0.372,0.047,0.073,0.194,0.026,0.032,0.094,0.012,0.006,0.047,NA,0.035
"CHEM 14BL - CASEY, J.R.",0.007,0.274,0.059,0.067,0.274,0.037,0.041,0.156,0.052,NA,0.004,NA,0.011
"CHEM 14BL - RUSSELL, A.A.",NA,0.339,0.008,0.012,0.431,0.012,0.04,0.097,0.024,NA,0.004,NA,0.024
"CHEM 14C - FULTON, B.",0.075,0.458,0.162,0.079,0.099,0.028,0.079,NA,NA,NA,NA,NA,NA
"CHEM 14C - FULTON, B. LEC 2",0.054,0.472,0.164,0.119,0.088,0.025,0.073,0.006,NA,NA,NA,NA,NA
"CHEM 14CL - PANG, J.W.",NA,0.542,0.104,0.075,0.188,0.008,NA,0.075,0.004,NA,0.004,NA,NA
"CHEM 14D - NAG, A.",0.337,0.045,0.135,0.079,0.056,0.135,0.067,0.09,0.045,NA,NA,NA,NA
"CHEM 14D - NAG, A. LEC 2",0.385,0.091,0.118,0.064,0.064,0.091,0.059,0.064,0.037,NA,NA,NA,0.005
"CHEM 14D - PHAM, H.V.",0.154,0.136,0.113,0.077,0.063,0.068,0.081,0.095,0.081,0.036,0.059,0.023,0.014
"CHEM 153A - AWAD, A.M.",0.019,0.323,0.202,0.047,0.175,0.074,0.039,0.066,0.012,NA,0.031,NA,NA
"CHEM 153A - AWAD, A.M. LEC 2",0.009,0.325,0.179,0.094,0.188,0.068,0.047,0.051,0.013,NA,0.026,NA,NA
"CHEM 153A - WEISS, R.L.",0.019,0.226,0.038,0.066,0.226,0.038,0.066,0.151,0.019,NA,0.104,NA,0.038
"CHEM 153B - SILKWORTH, W.T.",0.014,0.183,0.127,0.197,0.141,0.085,0.056,0.07,0.042,NA,0.028,NA,0.028
"CHEM 153C - SILKWORTH, W.T.",0.054,0.189,0.135,0.108,0.108,0.081,0.081,0.108,0.081,NA,0.054,NA,NA
"CHEM 153L - HONG-HERMESDORF,",NA,0.206,0.16,0.099,0.145,0.13,0.023,0.053,0.038,NA,0.069,NA,0.061
"CHEM 154 - NAKAMOTO, S.S.",NA,0.115,0.212,0.25,0.115,0.038,0.038,0.038,0.096,NA,0.019,NA,0.077
"CHEM 156 - RODRIGUEZ, J.A.",0.042,0.292,0.167,0.25,0.125,0.062,NA,NA,0.021,NA,NA,0.021,0.021
"CHEM 17 - PAPAZYAN, A.",0.208,0.042,0.092,0.042,0.058,0.108,0.033,0.025,0.192,NA,0.075,NA,0.083
"CHEM 171 - KANER, R.B.",0.017,0.32,0.093,0.099,0.308,0.029,0.023,0.047,0.023,NA,0.012,NA,NA
"CHEM 185 - DUAN, X.",0.2,0.3,0.1,0.2,NA,NA,0.1,0.1,NA,NA,NA,NA,NA
"CHEM 189 - KANER, R.B.",NA,0.698,0.208,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 19 - AURNOU, J.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 192C - LAVELLE, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 192E - SHAKED, S.",0.049,0.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 192F - SHAKED, S.",0.038,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 204 - HALLEM, E.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 206 - MAYNARD, H.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 20A - BAUGH, D.A.",0.08,0.347,0.156,0.142,0.089,0.071,0.022,0.044,0.013,NA,NA,NA,0.036
"CHEM 20A - BEREN, C.E.",0.051,0.133,0.119,0.263,0.241,0.099,0.031,0.037,0.023,NA,NA,NA,0.003
"CHEM 20A - BEREN, C.E. LEC 2",0.05,0.092,0.067,0.235,0.244,0.13,0.059,0.071,0.042,NA,NA,NA,0.008
"CHEM 20AH - SCHWARTZ, B.J.",0.032,0.226,0.097,0.29,0.032,0.097,0.129,0.032,0.032,NA,0.032,NA,NA
"CHEM 210 - KANER, R.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 219R - TOLBERT, S.H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 228 - CARAM, J.R.",NA,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 235O - MAYNARD, H.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 235P - GARG, N.K.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 235Q - HARRAN, P.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 235R - SLETTEN, E.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 236 - RUBIN, Y.F.",0.143,0.286,0.179,0.107,0.214,0.071,NA,NA,NA,NA,NA,NA,NA
"CHEM 244A - KWON, O.",0.15,0.2,0.1,0.3,0.15,0.1,NA,NA,NA,NA,NA,NA,NA
"CHEM 247 - GARG, N.K.",NA,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 248 - RUBIN, Y.F.",0.054,0.135,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 258 - LOO, J.A.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 268 - QUINLAN, M.E.",NA,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 269A - GOBER, J.W.",NA,0.318,0.318,NA,0.273,0.091,NA,NA,NA,NA,NA,NA,NA
"CHEM 269B - CLARKE, S.G.",0.091,0.545,0.091,0.182,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"CHEM 269C - FEIGON, J.F.",0.095,0.19,0.333,0.286,0.095,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 269D - KOEHLER, C.M.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 269E - LOO, J.A.",NA,0.346,0.385,0.192,0.077,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 278 - DIACONESCU, P.L.",NA,0.359,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 3 - SPOKOYNY, A.M.",0.023,0.349,0.349,0.116,0.093,0.023,0.023,NA,NA,NA,NA,NA,NA
"CHEM 30A - PHAM, H.V.",0.07,0.106,0.155,0.056,0.056,0.127,0.099,0.077,0.07,0.106,0.049,0.021,0.007
"CHEM 30AL - HENARY, M.M.",NA,0.54,0.025,0.155,0.22,0.02,0.01,0.025,0.005,NA,NA,NA,NA
"CHEM 30B - MERLIC, C.A.",0.038,0.162,0.102,0.089,0.14,0.068,0.072,0.2,0.072,NA,0.03,NA,0.021
"CHEM 30BL - REILLY, A.J.",0.018,0.089,0.089,0.161,0.339,0.107,0.071,0.036,0.018,NA,0.018,0.018,NA
"CHEM 30CL - REILLY, A.J.",NA,0.143,0.286,0.214,0.179,0.107,0.036,0.036,NA,NA,NA,NA,NA
"CHEM 375 - HENARY, M.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 375 - LAVELLE, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 375 - PANG, J.W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 375 - REILLY, A.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 495 - PANG, J.W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 596 - WEISS, P.S.",0.083,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 98XA - HASSON, T.W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 98XA - HASSON, T.W. LEC 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM 98XB - HASSON, T.W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM C150 - TORRES, J.",NA,0.5,0.455,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM C223A - LEVINE, A.J.",0.077,0.154,0.231,0.077,0.231,0.154,NA,0.077,NA,NA,NA,NA,NA
"CHEM C250 - TORRES, J.",0.154,0.692,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM C273 - LIU, C.",0.062,0.312,0.25,0.188,0.062,0.062,NA,NA,NA,NA,NA,NA,NA
"CHEM CM160A - LEE, C.J.",NA,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEM CM255 - CLARKE, C.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 100SL - LACAYO, C.O.",0.02,0.1,0.26,0.32,0.18,0.08,0.02,NA,NA,NA,NA,NA,0.02
"CHICANO 104 - FRIAS, C.M.",0.375,0.5,0.05,0.05,0.025,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 105F - HARRIS, A.A.",NA,0.907,0.047,0.023,NA,0.023,NA,NA,NA,NA,NA,NA,NA
"CHICANO 10B - HINOJOSA-OJEDA, R.",0.318,0.412,0.156,0.033,0.024,0.009,0.009,0.005,NA,NA,0.005,NA,0.005
"CHICANO 10B - JOHNSON, G.",0.473,0.354,0.085,0.036,0.016,0.01,0.008,0.008,NA,NA,0.008,NA,0.003
"CHICANO 113 - RAMIREZ-OROPEZA, M",0.654,0.315,0.008,NA,NA,0.008,0.008,NA,NA,NA,NA,NA,NA
"CHICANO 138A - CARPIO, G.G.",0.296,0.259,0.241,0.111,0.074,NA,NA,NA,NA,NA,NA,NA,0.019
"CHICANO 153A - ABREGO, L.J.",0.048,0.323,0.177,0.21,0.113,0.081,0.016,0.016,NA,NA,NA,NA,0.016
"CHICANO 153B - ALMA, K.",0.106,0.617,0.128,0.085,0.043,0.021,NA,NA,NA,NA,NA,NA,NA
"CHICANO 165 - SANTA ANA, O.",0.308,0.365,NA,0.038,0.25,NA,NA,0.019,NA,NA,0.019,NA,NA
"CHICANO 169 - ELLIS, H.",0.273,0.227,0.25,0.091,0.091,0.023,0.045,NA,NA,NA,NA,NA,NA
"CHICANO 171 - SANTA ANA, O.",0.194,0.361,0.028,NA,0.222,NA,NA,0.111,NA,NA,0.083,NA,NA
"CHICANO 188 - ESPINO, V.R.",0.186,0.349,0.256,0.14,0.047,NA,NA,0.023,NA,NA,NA,NA,NA
"CHICANO 188 - GONZALEZ, O.O.",0.125,0.458,0.333,NA,NA,0.042,NA,NA,NA,NA,NA,NA,0.042
"CHICANO 188 - LACAYO, C.O.",NA,0.08,0.318,0.261,0.239,0.08,NA,0.011,0.011,NA,NA,NA,NA
"CHICANO 200 - ROMERO, R.C.",NA,0.75,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 291 - ABREGO, L.J.",0.2,0.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 291 - ALMA, K.",NA,0.7,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICANO 89 - JOHNSON, G.",0.083,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042
"CHICANO C179 - MACIAS, R.F.",NA,0.348,NA,0.13,0.391,0.043,NA,NA,NA,0.087,NA,NA,NA
"CHICANO M145B - GONZALEZ, O.O.",0.059,0.412,0.412,0.029,0.029,0.029,NA,NA,NA,NA,NA,NA,0.029
"CHICANO M155B - BARRETO, M.A.",0.05,0.15,0.15,0.25,0.117,0.133,0.067,0.033,0.017,NA,NA,NA,0.033
"CHICANO M156A - RODRIGUEZ, M.I.",NA,0.667,0.167,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 1 - CHIEF, L.",0.325,0.277,0.108,0.084,0.048,0.012,0.012,0.036,NA,NA,NA,NA,0.024
"CHIN 1 - YAO, Y.",NA,0.422,0.256,0.122,0.022,0.044,0.011,NA,0.022,NA,NA,NA,0.011
"CHIN 100A - SMITH, M.M.",0.038,0.5,0.269,0.115,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"CHIN 102A - SMITH, M.M.",0.053,0.579,0.053,0.211,NA,0.105,NA,NA,NA,NA,NA,NA,NA
"CHIN 105A - SHEN, Y.",NA,0.647,0.294,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"CHIN 110A - WU, Y.",0.222,0.333,0.133,0.156,0.044,0.067,NA,NA,NA,0.022,NA,NA,NA
"CHIN 130B - QIN, L.",0.286,0.143,0.381,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 151 - QIN, L.",0.079,0.237,0.5,0.132,0.053,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 159 - TSAI, L.",0.25,0.406,0.156,0.031,NA,0.031,0.031,0.031,NA,NA,NA,NA,NA
"CHIN 191A - WU, Y.",0.083,0.25,0.417,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 191B - TSAI, L.",0.25,0.3,0.1,0.1,NA,0.15,NA,0.05,NA,0.05,NA,NA,NA
"CHIN 1A - SUN, X.",0.047,0.372,0.233,0.116,0.093,NA,NA,NA,NA,0.023,NA,NA,NA
"CHIN 4 - SHEN, Y.",NA,0.636,0.182,0.091,0.03,NA,NA,NA,NA,NA,NA,NA,NA
"CHIN 4A - YAO, Y.",NA,0.231,0.308,0.077,0.154,NA,NA,0.077,NA,NA,NA,NA,NA
"CHIN 50 - DUTHIE, N.N.",0.079,0.348,0.135,0.073,0.084,0.034,0.017,0.028,0.011,0.011,0.011,0.006,0.006
"CLASSIC 10 - KIRKLAND, N.B.",0.071,0.388,0.16,0.071,0.078,0.06,0.026,0.03,0.004,0.004,0.019,NA,0.015
"CLASSIC 148 - BLANK, D.L.",0.035,0.528,0.326,0.062,0.007,NA,NA,0.007,NA,NA,0.007,NA,NA
"CLASSIC 152B - BECKMANN, S.E.",0.036,0.5,0.107,0.071,0.214,NA,NA,NA,NA,NA,NA,NA,NA
"CLASSIC 164 - JOHANSON, C.",0.176,0.441,0.147,0.118,NA,0.029,NA,NA,NA,NA,NA,NA,NA
"CLASSIC 166A - MORGAN, K.A.",0.095,0.095,0.238,0.095,0.19,0.19,NA,NA,NA,NA,NA,NA,0.048
"CLASSIC 19 - GURVAL, R.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLASSIC 288 - SISSA, G.",NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLASSIC 42 - BOULMETIS, T.A.",NA,0.839,0.054,0.027,0.02,NA,NA,NA,NA,NA,NA,NA,0.007
"CLASSIC 88GE - BECKMANN, S.E.",NA,0.684,0.158,0.105,0.053,NA,NA,NA,NA,NA,NA,NA,NA
"CLASSIC 88GE - ZENIOS, S.",0.083,0.583,0.25,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUSTER 20A - BROWN, S.D.",0.06,0.386,0.277,0.169,0.084,0.006,0.012,NA,NA,NA,NA,NA,NA
"CLUSTER 21A - ALEXANDER, A.",0.05,0.47,0.29,0.06,0.07,0.03,0.02,NA,NA,NA,NA,NA,0.01
"CLUSTER 30A - BURDORFF, S.F.",0.038,0.301,0.28,0.183,0.097,0.032,0.027,0.011,0.022,NA,NA,NA,0.011
"CLUSTER 48A - LUFT, A.R.",0.083,0.462,0.231,0.083,0.077,0.026,0.019,0.013,NA,NA,NA,NA,NA
