,CLASS,A+_x,A_x,A-_x,B+_x,B_x,B-_x,C+_x,C_x,C-_x,D+_x,D_x,D-_x,F_x,A+_y,A_y,A-_y,B+_y,B_y,B-_y,C+_y,C_y,C-_y,D+_y,D_y,D-_y,F_y
95,"ARCH&UD 401 - SANDMEIER, N.",0.176,0,0.235,0.353,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,"ARCH&UD 401 - SANDMEIER, N.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.385,0.154,0,0,0,0,0,0,0,0,0,0
96,"ARCH&UD 401 - SHARIF, M.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"ARCH&UD 411 - FREYINGER, C.P.",0.1,0.2,0.6,0.1,0,0,0,0,0,0,0,0,0,0.1,0.6,0.3,0,0,0,0,0,0,0,0,0,0
2441,"ARCH&UD 411 - MATATYAOU, U.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.3,0,0,0.1,0,0,0,0,0,0,0
2442,"ARCH&UD 411 - TENG, R.V.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.2,0.1,0,0,0,0,0,0,0,0,0
98,"ARCH&UD 413 - DENARI, N.M.",0,0.167,0.5,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"ARCH&UD 413 - FEGHALI, Y.",0.25,0.5,0.167,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"ARCH&UD 413 - MIRZAEIAN, N.",0.077,0.308,0.308,0.231,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"ARCH&UD 413 - RICCIARDI, G.",0.25,0.667,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"ARCH&UD 431 - PAULL, M.",0.054,0.351,0.378,0.189,0,0,0,0,0,0,0,0,0.027,0.083,0.611,0.222,0.056,0,0,0,0.028,0,0,0,0,0
103,"ARCH&UD 461 - LYNCH, T.M.",0.191,0.277,0.213,0.17,0.106,0.043,0,0,0,0,0,0,0,0.344,0.375,0.094,0.125,0.062,0,0,0,0,0,0,0,0
104,"ARCH&UD M201 - OSMAN, M.",0.049,0.244,0.22,0.341,0.122,0.024,0,0,0,0,0,0,0,0,0.625,0.175,0.075,0.075,0.025,0.025,0,0,0,0,0,0
105,"ARMENIA 101A - KOULOUJIAN, H.",0.25,0.5,0.1,0.05,0,0.05,0.05,0,0,0,0,0,0,0,0.909,0,0,0,0,0,0,0,0,0,0,0.091
2443,"ARMENIA 102A - KOULOUJIAN, H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0
106,"ARMENIA 104A - MARTIROSYAN, H.K.",0.429,0.571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,"ARMENIA 171 - KOULOUJIAN, H.",0.053,0.895,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,"ARMENIA C152 - COWE, P.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944,0,0,0,0,0,0,0,0,0,0,0.056
108,"ART 11A - ESTRADA, V.R.",0.294,0.529,0,0.118,0.059,0,0,0,0,0,0,0,0,0.444,0.556,0,0,0,0,0,0,0,0,0,0,0
2445,"ART 11B - LIPPS, M.D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0,0,0.056,0,0,0.056,0,0,0,0,0
109,"ART 11D - GARNETT, M.J.",0.235,0.176,0.529,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"ART 11D - PALAIMA, M.A.",0.733,0.133,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,"ART 11D - RIOS, M.T.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.45,0,0,0,0,0,0,0,0,0,0,0
111,"ART 11E - BATURA, T.M.",0.211,0.053,0.211,0.316,0.105,0.053,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,"ART 11E - SEW HOY, A.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.571,0.071,0.071,0,0,0,0,0,0,0,0,0
2448,"ART 130 - QUEENLAND, M.D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.467,0.2,0,0,0,0,0.067,0,0,0,0,0
112,"ART 130 - WEISSMAN, B.",0,0.667,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"ART 133 - MORRIS, R.J.",0.929,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"ART 133 - OLSON, A.K.",0.214,0.786,0,0,0,0,0,0,0,0,0,0,0,0.467,0.533,0,0,0,0,0,0,0,0,0,0,0
2449,"ART 133 - OTTO-KNAPP, S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.867,0.067,0,0.067,0,0,0,0,0,0,0,0,0
2450,"ART 137 - JUGDEO, V.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0.5,0,0,0,0.071,0,0,0,0,0,0,0
115,"ART 140 - SAMUEL, J.M.",0.333,0.167,0.5,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0
116,"ART 145 - MCMILLIAN, R.T.",0,0.267,0.333,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,"ART 145 - ROY, D.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117,"ART 147 - OPIE, C.S.",0.667,0.267,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"ART 147 - WOODS, S.A.",0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0.714,0.286,0,0,0,0,0,0,0,0,0,0,0
119,"ART 148 - LIN, C.C.",0.235,0.529,0.176,0.059,0,0,0,0,0,0,0,0,0,0.462,0.231,0.154,0.154,0,0,0,0,0,0,0,0,0
120,"ART 150 - PERLMAN, H.",0,0.688,0.062,0.25,0,0,0,0,0,0,0,0,0,0.182,0.455,0.091,0,0.182,0,0,0.091,0,0,0,0,0
121,"ART 1A - WILLIAMS, J.S.",0.167,0.278,0.222,0.056,0.222,0,0,0,0,0,0,0.056,0,0.118,0.529,0.294,0,0.059,0,0,0,0,0,0,0,0
122,"ART 1B - GREELY, H.M.",0.579,0.368,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,"ART 1B - ROY, D.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.938,0,0,0,0,0,0,0,0,0,0,0
123,"ART 21A - JUN, D.H.",0.182,0.727,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"ART 271 - ENGLISH, D.E.",0.7,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,"ART 271 - MORRIS, R.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,"ART 271 - OTTO-KNAPP, S.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,"ART 273 - MCMILLIAN, R.T.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,"ART 273 - PERLMAN, H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,"ART 274 - VALENZUELA, R.A.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2455,"ART 274 - WOODS, S.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128,"ART 275 - JUGDEO, V.",0.083,0.917,0,0,0,0,0,0,0,0,0,0,0,0.182,0.818,0,0,0,0,0,0,0,0,0,0,0
2456,"ART 275 - ROSALES, G.E.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0
129,"ART 276 - FERGUSON, R.",0.231,0.615,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,"ART 276 - MCMILLIAN, R.T.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2458,"ART 277 - LIN, C.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0
2459,"ART 278 - FRASER, A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130,"ART 279 - KRUGER, B.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,"ART 279 - LIN, C.C.",0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"ART 31A - VIKRAM, A.",0.021,0.128,0.106,0.149,0.234,0.191,0.106,0.043,0,0,0.021,0,0,0.276,0.31,0.207,0.103,0.034,0.034,0.017,0,0.017,0,0,0,0
133,"ART C180 - FERGUSON, R.",0.091,0.818,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,"ART C280 - CIVIL, G.F.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134,"ART C280 - FORBES BLACK, H.E.",0.562,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"ART HIS 100 - NAIR, S.E.",0.083,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,"ART HIS 119A - BALAFREJ, L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.492,0.222,0.063,0.032,0,0,0,0,0,0,0,0
136,"ART HIS 124 - HARWELL, G.T.",0.043,0.304,0.304,0.239,0.109,0,0,0,0,0,0,0,0,0.093,0.279,0.186,0.093,0.116,0.093,0.047,0.093,0,0,0,0,0
137,"ART HIS 127A - CHOWDHURY, Z.",0,0.211,0.158,0.132,0.237,0.053,0.053,0.053,0.026,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,"ART HIS 132 - METCALF, M.G.",0,0.132,0.316,0.132,0.105,0.079,0.105,0.053,0,0.053,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0
139,"ART HIS 143 - ROSENBLUM, B.T.",0,0.214,0.214,0.25,0.179,0.089,0,0.036,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0
140,"ART HIS 185 - BAKER, G.T.",0.167,0.417,0.25,0.083,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,"ART HIS 185 - BALAFREJ, L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.273,0.545,0,0,0.091,0,0,0,0,0,0,0
141,"ART HIS 185 - HARWELL, G.T.",0.4,0.267,0.133,0.067,0,0,0.067,0,0,0,0,0,0.067,0.5,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0
142,"ART HIS 202 - UPTON, D.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,"ART HIS 22 - WILSON, B.",0.013,0.077,0.248,0.372,0.171,0.064,0.03,0.009,0.004,0,0,0,0.013,0.017,0.116,0.382,0.225,0.127,0.052,0.04,0.012,0.012,0,0,0,0.017
144,"ART HIS 228D - BAKER, G.T.",0.2,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,"ART HIS 230D - BAKER, G.T.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0
2464,"ART HIS 25 - MATHUR, S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0.536,0.155,0.079,0.028,0.012,0.004,0.016,0.004,0.004,0.004,0,0.004
145,"ART HIS 260B - MATHUR, S.",0,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,"ART HIS 272B - WHARTON, G.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146,"ART HIS 28 - TAYLOR, L.E.",0.157,0.49,0.137,0.092,0.06,0.016,0.004,0.004,0.016,0.004,0.012,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,"ART HIS C115D - COHEN, M.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0.429,0.102,0.102,0.02,0.02,0.02,0,0,0,0,0
2467,"ART HIS C128B - BAKER, G.T.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0.24,0.32,0.12,0.107,0.04,0.013,0.04,0,0.013,0.013,0,0
2468,"ART HIS C131B - ROTTMAN, Z.D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.574,0.23,0.066,0.066,0,0.016,0,0,0,0,0,0
147,"ART HIS C145A - TAYLOR, L.E.",0.15,0.5,0.125,0.05,0.125,0.025,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"ART HIS C155 - KUMAR, A.M.",0.048,0.262,0.381,0.119,0.119,0,0.048,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,"ART HIS C160 - MATHUR, S.",0.053,0.447,0.303,0.039,0.053,0.053,0.013,0.013,0.013,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,"ART HIS CM141 - BLACK, C.V.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522,0.217,0.174,0.043,0,0,0,0,0,0,0,0.043
150,"ART&ARC 10 - FRIEDMAN, M.L.",0.299,0.552,0.08,0.025,0.025,0.015,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"ART&ARC 100 - MARKS, V.E.",0.259,0.463,0.111,0.056,0.037,0.056,0,0,0.019,0,0,0,0,0.286,0.388,0.204,0.102,0,0.02,0,0,0,0,0,0,0
152,"ARTS ED 101 - CAMERON, D.P.",0.091,0.591,0.227,0,0,0.045,0.045,0,0,0,0,0,0,0,0.724,0.172,0.034,0,0,0,0.069,0,0,0,0,0
153,"ARTS ED 101 - ELIZABETH, C.F.",0,0.467,0.333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,"ARTS ED M102 - CHRISTIAN, J.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.667,0.111,0,0,0,0,0,0,0,0,0,0
154,"ARTS ED M102 - SYKES, M.M.",0,0.778,0.148,0.037,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,"ARTS ED M192 - SYKES, M.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.545,0,0,0,0,0,0,0,0,0,0,0
155,"ASIA AM 107 - HONG, K.",0,0.5,0.167,0.167,0.042,0.083,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,"ASIA AM 10W - FONG, K.N.",0.008,0.475,0.339,0.085,0.051,0.017,0,0.008,0,0.008,0,0,0.008,0.175,0.717,0.058,0.008,0.008,0,0.008,0.017,0,0.008,0,0,0
2472,"ASIA AM 112C - BANERJEE, N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.08,0.08,0.08,0,0,0,0,0,0,0,0
157,"ASIA AM 112C - LIU, K.",0,0.773,0.136,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"ASIA AM 113 - WANG, L.S.",0.5,0.229,0.171,0.029,0.014,0.014,0.014,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"ASIA AM 115 - WELTY, L.",0,0.247,0.356,0.247,0.137,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,"ASIA AM 120 - CHEN, J.T.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.16,0.06,0.02,0.02,0,0,0,0,0.02,0,0
2474,"ASIA AM 126 - GANDHI, E.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0.585,0.049,0.024,0,0,0,0.024,0.024,0,0,0,0
160,"ASIA AM 133 - NADURATA, E.",0.475,0.271,0.186,0,0.017,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,"ASIA AM 133 - LIBUNAO, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.566,0.151,0.113,0.038,0.075,0,0,0,0.057,0,0,0,0
161,"ASIA AM 140SL - CHENG, S.",0,0.812,0.125,0.062,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162,"ASIA AM 171E - TRAN, K.N.",0.296,0.366,0.183,0.042,0.085,0.014,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,"ASIA AM 175B - QUTAMI, L.N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.842,0.158,0,0,0,0,0,0,0,0,0,0,0
2477,"ASIA AM 178 - GANDHI, E.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.679,0.071,0.071,0.036,0,0,0,0,0,0,0,0
163,"ASIA AM 187C - KULKARNI, M.P.",0,0.094,0.25,0.188,0.312,0,0.031,0.031,0,0,0.062,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,"ASIA AM 188 - ZHOU, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.143,0.071,0.214,0.071,0,0,0,0,0,0,0
164,"ASIA AM 195 - NGUYEN-VO, T.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,"ASIA AM 20 - TAMAI, L.Y.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.829,0.121,0.014,0.014,0,0,0,0,0,0.007,0,0
165,"ASIA AM 20 - WELTY, L.",0,0.776,0.116,0.061,0.041,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,"ASIA AM 200A - CAMACHO, K.L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166,"ASIA AM 200A - MATSUMOTO, V.J.",0,0.667,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"ASIA AM 30 - ALVES, A.M.",0.524,0.256,0.098,0.012,0.037,0.037,0.012,0,0.012,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"ASIA AM C142A - CHEN, J.T.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
169,"ASIA AM M161 - SANGALANG, C.C.",0.324,0.206,0.147,0.176,0.088,0,0.029,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,"ASIAN 100 - TAO, H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0.368,0.132,0.158,0.132,0.026,0,0,0,0,0,0,0
170,"ASIAN 104 - SOHN, S.S.",0.143,0.452,0.167,0.119,0.071,0,0,0,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,"ASIAN 135 - JUNG-KIM, J.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.349,0.419,0.186,0,0.023,0,0,0,0,0,0,0
2483,"ASIAN 161 - HAYES, M.R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714,0.107,0.036,0.143,0,0,0,0,0,0,0,0
171,"ASIAN 30 - IWASAKI, S.",0.137,0.474,0.084,0.116,0.095,0.021,0.021,0.011,0.011,0,0.011,0,0.021,0.143,0.51,0.184,0.02,0.051,0.041,0.01,0.02,0,0,0,0,0.02
172,"ASIAN M60W - BODIFORD, W.M.",0,0.569,0,0.2,0.108,0.031,0.046,0.015,0,0,0.015,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,"ASIAN M60W - LIPPIT, S.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0.109,0.022,0.043,0,0,0,0,0,0,0,0.022
173,"ASL 1 - LEWIS, B.J.",0.042,0.542,0.125,0.125,0.042,0.042,0.042,0,0.042,0,0,0,0,0.174,0.565,0.087,0.043,0.087,0.043,0,0,0,0,0,0,0
174,"ASL 1 - LEWIS, B.J. LEC 2",0.059,0.647,0.059,0.118,0.118,0,0,0,0,0,0,0,0,0.167,0.5,0.167,0.167,0,0,0,0,0,0,0,0,0
175,"ASL 4 - LEWIS, B.J.",0,0.529,0.235,0.118,0.059,0,0,0,0.059,0,0,0,0,0.167,0.792,0,0.042,0,0,0,0,0,0,0,0,0
176,"ASTR 180 - FITZGERALD, M.P.",0.174,0.261,0.087,0.087,0.174,0.087,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,"ASTR 270 - NAOZ, S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.867,0.067,0,0.067,0,0,0,0,0,0,0,0,0
177,"ASTR 273 - NAOZ, S.",0.917,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"ASTR 284 - HANSEN, B.M.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179,"ASTR 3 - CONSIGLIO, S.M.",0,0.25,0.213,0.162,0.14,0.066,0.051,0.044,0.029,0.022,0.015,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,"ASTR 3 - DO, T.H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0.162,0.229,0.162,0.152,0.095,0.076,0.048,0.01,0,0,0,0.01
180,"ASTR 3 - RICH, M.",0.059,0.229,0.242,0.288,0.098,0.033,0.026,0.013,0.013,0,0,0,0,0.062,0.5,0.188,0.118,0.104,0,0,0.021,0,0,0,0,0.007
181,"ASTR 4 - MALKAN, M.A.",0.086,0.086,0.086,0.257,0.114,0.029,0.143,0.057,0.086,0.029,0.029,0,0,0.043,0.217,0.261,0.261,0.087,0.087,0.043,0,0,0,0,0,0
182,"ASTR 5 - TREU, T.L.",0.333,0.195,0.149,0.092,0.057,0.046,0.046,0.023,0.023,0.011,0.011,0,0.011,0.297,0.225,0.188,0.123,0.043,0.029,0.014,0.014,0,0,0.007,0.007,0.051
183,"BIOENGR 10 - LINSLEY, C.",0.032,0.947,0.011,0,0,0,0.011,0,0,0,0,0,0,0.023,0.908,0.046,0.011,0,0,0.011,0,0,0,0,0,0
184,"BIOENGR 100 - KAMEI, D.T.",0.011,0.211,0.333,0.089,0.078,0.033,0.011,0.033,0.056,0.056,0.011,0.033,0.044,0.028,0.225,0.282,0.085,0.056,0.113,0.028,0.056,0.028,0.014,0.028,0.014,0.042
2487,"BIOENGR 167L - LINSLEY, C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955,0,0.045,0,0,0,0,0,0,0,0,0
185,"BIOENGR 167L - MEYER, A.S.",0.067,0.2,0.3,0.167,0.067,0.133,0.033,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0
186,"BIOENGR 177A - SEIDLITS, S.K.",0.078,0.422,0.484,0,0.016,0,0,0,0,0,0,0,0,0.308,0.564,0.103,0.026,0,0,0,0,0,0,0,0,0
187,"BIOENGR 188 - BARBARIE, S.N.",0.026,0.553,0.237,0.132,0.053,0,0,0,0,0,0,0,0,0,0.5,0.214,0.143,0.107,0.036,0,0,0,0,0,0,0
2488,"BIOENGR 298 - CHEN, J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0.412,0,0,0,0,0,0,0,0,0,0
188,"BIOENGR C104 - WONG, G.C.",0,0.441,0.235,0.147,0.176,0,0,0,0,0,0,0,0,0,0.234,0.362,0.191,0.128,0.085,0,0,0,0,0,0,0
189,"BIOENGR C105 - DEMING, T.J.",0.167,0.042,0.125,0.167,0.125,0.208,0,0.083,0.083,0,0,0,0,0.24,0.28,0.12,0.2,0.12,0,0,0,0,0,0.04,0,0
2489,"BIOENGR C183 - KASKO, A.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0.294,0.059,0,0,0,0,0,0,0,0.059,0
190,"BIOENGR C204 - WONG, G.C.",0,0.533,0.2,0.133,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"BIOENGR C205 - DEMING, T.J.",0.167,0.333,0.167,0.222,0.056,0,0.056,0,0,0,0,0,0,0.25,0.188,0.312,0.188,0.062,0,0,0,0,0,0,0,0
2490,"BIOENGR C283 - KASKO, A.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.4,0.133,0.067,0,0,0,0,0,0,0,0.067
192,"BIOENGR CM178 - KASKO, A.M.",0,0.294,0.059,0.176,0.176,0.176,0.118,0,0,0,0,0,0,0,0.35,0.3,0.05,0.3,0,0,0,0,0,0,0,0
2491,"BIOENGR CM245 - PARK, J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.5,0.083,0.083,0.083,0.083,0.083,0,0,0,0,0,0
193,"BIOENGR CM278 - KASKO, A.M.",0,0.25,0.083,0.25,0.417,0,0,0,0,0,0,0,0,0,0.222,0.278,0.389,0.056,0.056,0,0,0,0,0,0,0
194,"BIOENGR M182 - DISTEFANO, J.",0.267,0.533,0,0,0.067,0.133,0,0,0,0,0,0,0,0.143,0.571,0.048,0.095,0.095,0,0,0.048,0,0,0,0,0
195,"BIOENGR M227 - BUI, A.A.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,"BIOENGR M260 - LIU, W.",0.083,0.5,0.25,0.167,0,0,0,0,0,0,0,0,0,0.08,0.52,0.2,0.08,0,0.08,0.04,0,0,0,0,0,0
197,"BIOINFO 201 - LI, J.",0.167,0.833,0,0,0,0,0,0,0,0,0,0,0,0.097,0.903,0,0,0,0,0,0,0,0,0,0,0
198,"BIOINFO 202 - XIAO, X.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2492,"BIOINFO 275A - PELLEGRINI, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2493,"BIOINFO M221 - SUL, J.H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.733,0.067,0,0,0,0,0,0,0,0,0,0
2494,"BIOMATH 170A - SIM, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199,"BIOMATH 205 - LANGE, K.L.",0.083,0.75,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,"BIOMATH M261 - DETELS, R.",0.118,0.706,0.176,0,0,0,0,0,0,0,0,0,0,0.429,0.464,0.107,0,0,0,0,0,0,0,0,0,0
