LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000255178-0001-8,MERVAT ABDELMALAK,,1769 WESTWOOD BLVD,LOS ANGELES,90024-,1769 WESTWOOD 90024,,,,,,0,03/01/1996,12/30/1999,
0000409092-0001-8,APPLIED RISK MANAGEMENT /C,,10880 WILSHIRE BLVD #850,LOS ANGELES,90024-,10880 WILSHIRE 90024,,,,,,0,04/01/1980,02/01/1999,
0000402889-0001-1,SMART BOTANICS INT'L INC,,1409 MIDVALE AVENUE #109,LOS ANGELES,90024-,1409 MIDVALE 90024,,,,,,0,09/01/1997,12/31/1997,
0000800056-0001-8,SANDRA BAEK,,10966 ROCHESTER AVENUE #3A,LOS ANGELES,90024-,10966 ROCHESTER 90024,,,,,,0,11/16/1990,12/31/1996,
0000524376-0001-5,SINOSOLE INC,,1027 WESTWOOD BLVD,LOS ANGELES,90024-,1027 WESTWOOD 90024,,,,,,0,01/01/1987,12/30/1998,
0000356744-0001-1,KEYGHOBAD TAHERI/MASOUD VAGHEI,,10655 WILSHIRE BLVD #301,LOS ANGELES,90024-,10655 WILSHIRE 90024,,,,,,0,05/23/1996,12/31/1998,
0000200426-0001-7,STICKNEY ALDRICH DAVIS A LIMITED PARTNERSHIP,,1575 WESTWOOD BLVD,LOS ANGELES,90024-,1575 WESTWOOD 90024,,,,,,0,06/01/1984,12/31/1995,
0000696661-0001-8,BAHRAM HEKMATNIA,,1516 WESTWOOD BLVD #102,LOS ANGELES,90024-,1516 WESTWOOD 90024,,,,,,0,10/23/2002,04/01/2003,
0000121647-0001-0,DAVID LADUKE,,10910 WELLWORTH AVENUE #407,LOS ANGELES,90024-,10910 WELLWORTH 90024,,,,,,0,04/01/1994,12/31/1995,
0000019774-0001-1,CANNON & NIKSEFAT INC,,10866 WILSHIRE BLVD #4THFL,LOS ANGELES,90024-,10866 WILSHIRE 90024,,,,,,0,02/24/2000,12/31/2001,
0000788508-0001-3,QUING YI ZHANG/MEI NA CHANG,,1353 WESTWOOD BLVD,LOS ANGELES,90024-,1353 WESTWOOD 90024,,,,,,0,09/19/1990,07/31/1999,
0000977533-0001-9,NICHOLAS/SUREE KEUPER,,10830 LINDBROOK DRIVE #3,LOS ANGELES,90024-,10830 LINDBROOK 90024,,,,,,0,10/01/1999,12/31/1999,
0000121548-0001-6,ISHAK BIBAWI,,1441 VETERAN AVENUE,LOS ANGELES,90024-,1441 VETERAN 90024,,,,,,0,01/04/1994,12/31/1994,
0000411368-0001-7,JEANNINE D WISNOSKY,,1409 MIDVALE AVENUE #311,LOS ANGELES,90024-,1409 MIDVALE 90024,,,,,,0,01/01/1997,12/31/1997,
0000654436-0001-3,DENNIS R GALANTER DDS,,10921 WILSHIRE BLVD #611,LOS ANGELES,90024-,10921 WILSHIRE 90024,,,,,,0,01/01/1963,09/01/1995,
0000032605-0001-4,TINA ROSTAMI/MASOUD KHOJASTEH,,10850 WILSHIRE BLVD #730,LOS ANGELES,90024-,10850 WILSHIRE 90024,,,,,,0,02/02/1993,11/30/1997,
0000252303-0001-4,"MELROSE & KINGS ROAD PTNRS, A CA LP",,10536 GARWOOD PLACE,LOS ANGELES,90024-,10536 GARWOOD 90024,,,,,,0,03/01/1988,10/09/2002,
0000277936-0001-7,TOM WASS,,10501 WILSHIRE BLVD #1510,LOS ANGELES,90024-,10501 WILSHIRE 90024,,,,,,0,02/01/1974,12/20/2001,
0000394837-0001-0,TANVEER AHMAD,,10535 WILSHIRE BLVD #1612,LOS ANGELES,90024-,10535 WILSHIRE 90024,,,,,,0,01/01/2000,02/01/2001,
0000665817-0001-7,EUGENE GOLDEN,,1363 CLUB VIEW DRIVE,LOS ANGELES,90024-,1363 CLUB VIEW 90024,,,,,,0,07/15/1997,08/28/2002,
0000411828-0001-3,DONALD W BLAIR,,1309 WESTWOOD BLVD,LOS ANGELES,90024-,1309 WESTWOOD 90024,,,,,,0,10/04/1996,12/31/2001,
0000947295-0001-6,SURACHAI VEERAVINUNTANAKUL,,1067 BROXTON AVENUE,LOS ANGELES,90024-,1067 BROXTON 90024,,,,,,0,01/21/1999,12/30/2000,
0000051755-0001-6,INFINITI ENGINEERING INC,,1281 WESTWOOD BLVD #105,LOS ANGELES,90024-,1281 WESTWOOD 90024,,,,,,0,02/08/2001,02/28/2001,
0000834090-0001-3,"IMPERIAL PARKING INDUSTRIES, L.L.C.",,10877 WILSHIRE BLVD,LOS ANGELES,90024-,10877 WILSHIRE 90024,,,,,,0,02/17/1998,04/15/2002,
0000362041-0001-7,BKN MEDIA INC,,10990 WILSHIRE BLVD #18FL,LOS ANGELES,90024-,10990 WILSHIRE 90024,,,,,,0,10/31/1995,09/30/1998,
0000012698-0001-8,PRESTIGE DISPLAY & PACKAGING,,1736 WESTWOOD BLVD #104,LOS ANGELES,90024-,1736 WESTWOOD 90024,,,,,,0,08/01/1999,09/29/2000,
0000314657-0001-0,U T STRATEGIES INC,,315 CONWAY AVENUE,LOS ANGELES,90024-,315 CONWAY 90024,,,,,,0,06/01/1995,12/31/1998,
0000104013-0001-1,HARRY J SILVER MD,,1421 WOODRUFF AVENUE,LOS ANGELES,90024-,1421 WOODRUFF 90024,,,,,,0,09/01/1949,12/30/1997,
0000167812-0001-1,PETER J RUDINSKAS,,1130 WESTWOOD BLVD #208,LOS ANGELES,90024-,1130 WESTWOOD 90024,,,,,,0,06/05/1995,12/31/1998,
0000121132-0001-2,WESTWOOD SANBAGS INC,,1134 WESTWOOD BLVD,LOS ANGELES,90024-,1134 WESTWOOD 90024,,,,,,0,04/20/1994,12/31/2001,
0000738202-0001-0,THERESIA A HERMANN,,10668 EASTBORNE AVENUE,LOS ANGELES,90024-,10668 EASTBORNE 90024,,,,,,0,03/01/1989,07/31/2003,
0000350618-0001-6,SANDRA/SHELDON FRIEDMAN,,1743 GLENDON AVENUE #101,LOS ANGELES,90024-,1743 GLENDON 90024,,,,,,0,08/01/1984,05/01/2000,
0000471241-0001-8,EXECUTRAIN OF CALIFORNIA INC,,10960 WILSHIRE BLVD #1250,LOS ANGELES,90024-,10960 WILSHIRE 90024,,,,,,0,01/01/1997,12/31/2000,
0000902120-0001-8,MAJOR MARKET RADIO INC,,10880 WILSHIRE BLVD #1000,LOS ANGELES,90024-,10880 WILSHIRE 90024,,,,,,0,06/21/1975,06/30/1996,
0000036200-0001-8,PAUL E CULLEN,,1061 GAYLEY AVENUE,LOS ANGELES,90024-,1061 GAYLEY 90024,,,,,,0,06/01/1993,12/31/1997,
0000031895-0001-6,JAE JIN CHOI,,1001 GAYLEY AVENUE #A,WESTWOOD,90024-,1001 GAYLEY 90024,,,,,,0,06/23/2000,12/31/2000,
0000399488-0001-6,CHRISTOPHER ROBERT BURKE,,10810 WILSHIRE BLVD #C12,LOS ANGELES,90024-,10810 WILSHIRE 90024,,,,,,0,01/01/1997,12/31/1997,
0000538530-0001-5,BLIMP OF WESWOOD INC,,951 WESTWOOD BLVD,LOS ANGELES,90024-,951 WESTWOOD 90024,,,,,,0,08/01/1998,12/30/1998,
0000193325-0001-8,NANCY J SMITH MD,,921 WESTWOOD BLVD #236,LOS ANGELES,90024-,921 WESTWOOD 90024,,,,,,0,04/21/1994,12/31/1996,
0000834734-0001-7,ACCOUNTANTS OVERLOAD /C,,10990 WILSHIRE BLVD #1400,LOS ANGELES,90024-,10990 WILSHIRE 90024,,,,,,0,04/01/1968,06/30/1997,
0000008403-0015-3,AUTOMAC PARKING INC,,10921 WILSHIRE BLVD,LOS ANGELES,90024-,10921 WILSHIRE 90024,,,,,,0,08/07/1995,04/30/2002,
0000785585-0001-7,ARCHITECTURAL LICENSE SEMINARS INC,,924 WESTWOOD BLVD #840,LOS ANGELES,90024-,924 WESTWOOD 90024,,,,,,0,04/01/1967,08/01/2003,
0000982522-0001-1,JODIE E GANDY,,10811 ASHTON AVENUE #205,LOS ANGELES,90024-,10811 ASHTON 90024,,,,,,0,08/01/1999,03/31/2000,
0000172015-0001-0,NEBENZAHL/KOHN/DAVIES & LEFF LLP,,10940 WILSHIRE BLVD #1500,LOS ANGELES,90024-,10940 WILSHIRE 90024,,,,,,0,03/01/1993,06/30/2003,
0000763962-0001-1,ABBY RAFIEHA/FRAMARZ D MICHAIL,,1387 WESTWOOD BLVD,LOS ANGELES,90024-,1387 WESTWOOD 90024,,,,,,0,01/15/1998,12/30/1998,
0000282058-0001-0,DAVID J BAER,,10940 WILSHIRE BLVD,LOS ANGELES,90024-,10940 WILSHIRE 90024,,,,,,0,11/01/1992,06/30/1998,
0000082546-0001-7,ROY NORRIS,,10611 ASHTON AVENUE,LOS ANGELES,90024-,10611 ASHTON 90024,,,,,,0,06/27/2000,12/31/2003,
0000806488-0001-4,ELLIOT/PENELOPE LEWIS/SCOTT CONLEY,,10829 WELLWORTH AVENUE,LOS ANGELES,90024-,10829 WELLWORTH 90024,,,,,,0,08/23/1988,05/31/1997,
0000069874-0001-1,CHRISTOPHER/KATHRYN COE,,1282 DEVON AVENUE,LOS ANGELES,90024-,1282 DEVON 90024,,,,,,0,09/01/1993,12/31/1996,
0000497448-0001-2,JACEK NOWACZYNSKI,,1067 BROXTON AVENUE #2FL,LOS ANGELES,90024-,1067 BROXTON 90024,,,,,,0,07/16/2001,12/31/2002,
0000981968-0001-8,MASHIEH SHAMOUNI,,10664 EASTBORNE AVENUE #202,LOS ANGELES,90024-,10664 EASTBORNE 90024,,,,,,0,10/21/1999,12/31/2001,
0000460655-0001-9,RICAL V JONES,,1093 BROXTON AVENUE #240,LOS ANGELES,90024-,1093 BROXTON 90024,,,,,,0,01/01/1993,12/31/1996,
0000527816-0001-6,JANIE MICHAELS GRAUMAN LCSW,,1516 WESTWOOD BLVD #204,LOS ANGELES,90024-,1516 WESTWOOD 90024,,,,,,0,07/01/1995,09/29/2000,
0000402674-0001-8,FARANGIS SHAHIN MOURI,,10544 ASHTON AVENUE,LOS ANGELES,90024-,10544 ASHTON 90024,,,,,,0,09/05/1997,12/31/1998,
0000887278-0001-2,LINDA R PECK,,1015 GAYLEY AVENUE #606,LOS ANGELES,90024-,1015 GAYLEY 90024,,,,,,0,05/01/1992,12/31/1999,
0000190564-0001-2,WOLFGANG VEITH,,476 LANDFAIR AVENUE,LOS ANGELES,90024-,476 LANDFAIR 90024,,,,,,0,01/01/1979,12/31/1999,
0000892506-0001-2,BEN JAVIDAN,,10555 ASHTON AVENUE #401,LOS ANGELES,90024-,10555 ASHTON 90024,,,,,,0,06/01/1992,12/31/1993,
0000402393-0001-6,NANCY HEIN,,10708 LE CONTE AVENUE,LOS ANGELES,90024-,10708 LE CONTE 90024,,,,,,0,09/15/1997,12/31/1997,
0000897851-0001-9,WENDY LUCKENBILL,,749 1/2 LEVERING AVENUE,LOS ANGELES,90024-,749 LEVERING 90024,,,,,,0,01/01/1997,10/08/2002,
0000038647-0001-1,"LOUISE CARROLL, LCSW",,1314 WESTWOOD BLVD #106,LOS ANGELES,90024-,1314 WESTWOOD 90024,,,,,,0,03/20/2000,12/31/2001,
0000084259-0001-4,JAY WESTON,,10390 WILSHIRE BLVD #403,LOS ANGELES,90024-,10390 WILSHIRE 90024,,,,,,0,03/22/2000,12/31/2000,
0000044989-0001-7,SYSTEMATIC CONSTRUCTION TECHNOLOGIES INC,,10623 1/2 KINNARD AVENUE,LOS ANGELES,90024-,10623 KINNARD 90024,,,,,,0,10/16/1994,12/31/1998,
0000752324-0001-3,WESTSTAR CINEMAS INC,,948 BROXTON AVENUE,LOS ANGELES,90024-,948 BROXTON 90024,,,,,,0,12/26/1997,01/27/2000,
0000883685-0001-6,H KANEKO GROUP INC,,1133 WESTWOOD BLVD #101A,LOS ANGELES,90024-,1133 WESTWOOD 90024,,,,,,0,04/15/1992,12/31/1995,
0000185343-0001-4,PUGNACIOUS INC,,10920 WILSHIRE BLVD #150,LOS ANGELES,90024-,10920 WILSHIRE 90024,,,,,,0,09/01/2000,12/31/2001,
0000309156-0001-4,VLADIMIR ARONOVICH TORGOVNIKOV,,10530 WILSHIRE BLVD #610,LOS ANGELES,90024-,10530 WILSHIRE 90024,,,,,,0,02/01/1996,12/31/1996,
0000891953-0001-2,BENNETT SPRECHER ET AL,,10580 WILSHIRE BLVD #87,LOS ANGELES,90024-,10580 WILSHIRE 90024,,,,,,0,01/01/1970,11/17/1997,
0000385666-0001-1,GARYS CUSTOM OPTIK INC,,10946 WEYBURN AVENUE,LOS ANGELES,90024-,10946 WEYBURN 90024,,,,,,0,01/07/1986,12/01/2002,
0000373125-0001-0,"MATTHEW MCCAULEY,INC",,10866 WILSHIRE BLVD #1100,LOS ANGELES,90024-,10866 WILSHIRE 90024,,,,,,0,01/01/1982,12/31/1996,
0000538460-0001-8,ANTONI MACAS,,1078 GAYLEY AVENUE,LOS ANGELES,90024-,1078 GAYLEY 90024,,,,,,0,08/01/1986,12/31/1995,
0000696031-0001-8,ALI R KIA,,1518 WESTWOOD BLVD,LOS ANGELES,90024-,1518 WESTWOOD 90024,,,,,,0,08/20/2002,07/15/2003,
0000819667-0001-7,IRWIN R GUTERMAN,,10644 WILKINS AVENUE,LOS ANGELES,90024-,10644 WILKINS 90024,,,,,,0,07/01/2001,12/31/2002,
0000562829-0001-2,EVAN J LIBAW MD,,10921 WILSHIRE BLVD #1204,LOS ANGELES,90024-,10921 WILSHIRE 90024,,,,,,0,01/01/1987,04/30/2003,
0000134375-0001-5,THE BALOGH FAMILY TRUST,,10823 ROCHESTER AVENUE,LOS ANGELES,90024-,10823 ROCHESTER 90024,,,,,,0,04/01/1984,10/12/1999,
0000179200-0001-1,JIN GOO KIM/SUNG BOK KIM,,1516 WESTWOOD BLVD #101,LOS ANGELES,90024-,1516 WESTWOOD 90024,,,,,,0,02/01/1995,07/31/2000,
0000931937-0001-1,STERLING F CHAFFINS,,1380 VETERAN AVENUE #104,LOS ANGELES,90024-,1380 VETERAN 90024,,,,,,0,10/02/1998,12/31/1998,
0000572411-0001-6,WELDON COURTNEY MEREGOR,,10575 ASHTON AVENUE #203,LOS ANGELES,90024-,10575 ASHTON 90024,,,,,,0,01/07/2002,12/31/2002,
0000537964-0001-0,WILLIAM W STARBIN,,10501 WILSHIRE BLVD #2008,LOS ANGELES,90024-,10501 WILSHIRE 90024,,,,,,0,02/01/1997,12/31/1998,
0000249101-0001-3,FRIENDS OF TORRANCE,,10960 ASHTON AVENUE #305,LOS ANGELES,90024-,10960 ASHTON 90024,,,,,,0,11/07/1995,12/30/1998,
0000615354-0001-5,JIR RESEARCH,,1642 WESTWOOD BLVD,LOS ANGELES,90024-,1642 WESTWOOD 90024,,,,,,0,05/01/1999,12/31/2002,
0000168602-0001-9,DIEP ANH TA,,1427 WESTWOOD BLVD,LOS ANGELES,90024-,1427 WESTWOOD 90024,,,,,,0,08/02/1997,12/31/1998,
0000105728-0001-1,BARRY PRODUCTIONS INC,,1310 WESTHOLME AVENUE,LOS ANGELES,90024-,1310 WESTHOLME 90024,,,,,,0,01/18/1995,12/07/2001,
0000631962-0001-2,NGA TO TRAN,,1361 WESTWOOD BLVD,LOS ANGELES,90024-,1361 WESTWOOD 90024,,,,,,0,02/29/1988,03/30/1997,
0000399590-0001-1,ANA B SALCEDO,,1434 WESTWOOD BLVD #12,LOS ANGELES,90024-,1434 WESTWOOD 90024,,,,,,0,02/22/1997,12/31/1997,
0000046328-0001-6,KAMEYER S NISANI,,10336 WILSHIRE BLVD #403,LOS ANGELES,90024-,10336 WILSHIRE 90024,,,,,,0,09/01/1997,11/30/2002,
0000051751-0001-8,SAUL K BLOCH,,921 WESTWOOD BLVD #3FL,LOS ANGELES,90024-,921 WESTWOOD 90024,,,,,,0,02/01/1993,05/15/2003,
0000974266-0001-7,HELENE MCDONALD MD,,921 WESTWOOD BLVD #205,LOS ANGELES,90024-,921 WESTWOOD 90024,,,,,,0,01/01/1999,12/31/2002,
0000227825-0001-9,CARL KARCHER ENTERPRISES INC,,10926 LINDBROOK DRIVE,LOS ANGELES,90024-,10926 LINDBROOK 90024,,,,,,0,11/08/1979,12/31/2001,
0000220872-0001-2,MILLICENT CHO,,10920 WILSHIRE BLVD #1202,LOS ANGELES,90024-,10920 WILSHIRE 90024,,,,,,0,10/01/1994,12/31/1996,
0000362067-0001-1,FARIBORZ RODEF DDS,,10921 WILSHIRE BLVD #1101,LOS ANGELES,90024-,10921 WILSHIRE 90024,,,,,,0,09/01/1996,12/31/1998,
0000166672-0001-0,JANET E LUCK,,1370 KELTON AVENUE #102,LOS ANGELES,90024-,1370 KELTON 90024,,,,,,0,07/01/1995,08/31/2000,
0000969970-0001-1,MOUSSA KOHAN/ALI KHAGHANI,,10568 WELLWORTH AVENUE,LOS ANGELES,90024-,10568 WELLWORTH 90024,,,,,,0,07/20/1999,12/01/2000,
0000973043-0001-2,LUCILLE LOW,,565 GAYLEY AVENUE,LOS ANGELES,90024-,565 GAYLEY 90024,,,,,,0,09/10/1999,12/31/2001,
0000370639-0001-1,CHINA CHEF /C,,1057 TIVERTON AVENUE,LOS ANGELES,90024-,1057 TIVERTON 90024,,,,,,0,09/01/1979,12/31/1994,
0000012539-0001-2,JAN L PLATT,,1539 WESTWOOD BLVD,LOS ANGELES,90024-,1539 WESTWOOD 90024,,,,,,0,01/01/1999,09/30/2001,
0000697209-0001-7,JERRY L HALL PHD,,921 WESTWOOD BLVD #3FL,LOS ANGELES,90024-,921 WESTWOOD 90024,,,,,,0,01/01/1999,12/31/2001,
0000958206-0001-1,GAME TV INC,,10960 WILSHIRE BLVD #23 FL,LOS ANGELES,90024-,10960 WILSHIRE 90024,,,,,,0,07/23/1998,12/31/2002,
0000293322-0001-0,CELESTE WOLFE,,1752 WESTWOOD BLVD,LOS ANGELES,90024-,1752 WESTWOOD 90024,,,,,,0,07/01/1996,12/10/1997,
0000602781-0001-7,MEHRAN EBRAHIMPOUR,,1749 ENSLEY AVENUE,LOS ANGELES,90024-,1749 ENSLEY 90024,,,,,,0,03/30/2002,10/15/2002,
0000464954-0001-8,VARUZHAN DANIYELYAN,,1355 WESTWOOD BLVD #1,LOS ANGELES,90024-,1355 WESTWOOD 90024,,,,,,0,11/16/1985,12/31/2001,
0000316907-0001-1,"SALOMON BARNEY SMITH, INC",,10877 WILSHIRE BLVD,LOS ANGELES,90024-,10877 WILSHIRE 90024,,,,,,0,10/15/1995,02/06/1998,
0000997192-0001-6,SASAN NICKBAKHT,,1518 WESTWOOD BLVD #A,LOS ANGELES,90024-,1518 WESTWOOD 90024,,,,,,0,01/11/2000,03/01/2000,
0000840414-0001-2,20/20 COPY INC,,1743 WESTWOOD BLVD,LOS ANGELES,90024-,1743 WESTWOOD 90024,,,,,,0,09/01/1991,12/31/2001,
0000100782-0001-0,ARASH RASTEGAR-PANAH,,1731 WESTWOOD BLVD,LOS ANGELES,90024-,1731 WESTWOOD 90024,,,,,,0,03/25/1994,12/31/1997,
0000243820-0001-0,SHERWOOD FINANCIAL GROUP INC,,10990 WILSHIRE BLVD #1280,LOS ANGELES,90024-,10990 WILSHIRE 90024,,,,,,0,04/15/1995,04/01/1998,
0000400160-0001-1,STING RAY CORP,,10530 WILSHIRE BLVD #310,LOS ANGELES,90024-,10530 WILSHIRE 90024,,,,,,0,04/01/1997,05/01/1998,
0000982053-0001-5,WESTLAND ENTERPRISES /C,,1363 WESTWOOD BLVD,LOS ANGELES,90024-,1363 WESTWOOD 90024,,,,,,0,03/01/1971,12/30/1998,
0000815650-0001-2,MICHAEL M KRIEGER,,10920 WILSHIRE BLVD #680,LOS ANGELES,90024-,10920 WILSHIRE 90024,,,,,,0,11/01/1987,10/01/1996,
0000339050-0001-8,HOTEL DEL CAPRI CORP,,10587 WILSHIRE BLVD,LOS ANGELES,90024-,10587 WILSHIRE 90024,,,,,,0,06/01/1953,11/30/2003,
0000992801-0001-0,J RICHARD RHODES/DAVID B ALLEN/B SOBELSOHN/R S GOLDBERG,,10866 WILSHIRE BLVD #200,LOS ANGELES,90024-,10866 WILSHIRE 90024,,,,,,0,01/01/1972,09/30/1996,
0000493833-0001-0,1237 BERKELEY INVESTORS LLC,,1015 GAYLEY AVENUE #1105,LOS ANGELES,90024-,1015 GAYLEY 90024,,,,,,0,07/18/2001,12/31/2002,
0000357580-0001-8,VICTOR S SZE,,1731 CLUB VIEW DRIVE,LOS ANGELES,90024-,1731 CLUB VIEW 90024,,,,,,0,06/15/1996,09/01/1996,
0000134077-0001-0,MARY C NAKATA MPH MFCC,,1416 WESTWOOD BLVD #202,LOS ANGELES,90024-,1416 WESTWOOD 90024,,,,,,0,03/01/1984,12/31/2000,
0000399452-0001-8,KENNETH E MUELLER,,1657 VETERAN AVENUE #302,LOS ANGELES,90024-,1657 VETERAN 90024,,,,,,0,04/01/1997,12/31/1997,
0000190920-0001-2,RAMIN MOHSENI,,1388 WESTWOOD BLVD #202,LOS ANGELES,90024-,1388 WESTWOOD 90024,,,,,,0,01/29/1998,12/31/1999,
0000860148-0001-0,JOHN C MOFFET,,10221 WILKINS AVENUE,LOS ANGELES,90024-,10221 WILKINS 90024,,,,,,0,05/02/2000,12/31/2002,
0000839709-0001-5,CENTURY WEST DEVELOPMENT INC,,440 GAYLEY AVENUE,LOS ANGELES,90024-,440 GAYLEY 90024,,,,,,0,09/09/1991,07/18/2001,
0000255109-0001-7,HIGH TECH ELECTRONICS INC,,1066 WESTWOOD BLVD,LOS ANGELES,90024-,1066 WESTWOOD 90024,,,,,,0,03/08/1996,12/31/1997,
0000357871-0001-3,"KURT H SCHARFF, TRUST",,1045 GAYLEY AVENUE,LOS ANGELES,90024-,1045 GAYLEY 90024,,,,,,0,01/01/1992,10/25/2002,
0000606190-0001-6,SPORTS DOCTOR INC,,1247 DEVON AVENUE,LOS ANGELES,90024-,1247 DEVON 90024,,,,,,0,05/10/2000,11/30/2001,
0000620407-0001-9,LENKE KARDOS TRUST,,1357 S BEVERLY GLEN BLVD,LOS ANGELES,90024-,1357 BEVERLY GLEN 90024,,,,,,0,09/01/1959,08/22/2002,
0000399105-0001-9,MALIBU MAGAZINE INC,,1007 BROXTON AVENUE,LOS ANGELES,90024-,1007 BROXTON 90024,,,,,,0,01/06/1997,12/31/1997,
0000610662-0001-8,NORMA ROSENBERG ET AL,,1620 MALCOLM AVENUE,LOS ANGELES,90024-,1620 MALCOLM 90024,,,,,,0,01/01/1988,12/04/1998,
0000730407-0001-1,DAVID S WHITE,,10960 WILSHIRE BLVD #1225,LOS ANGELES,90024-,10960 WILSHIRE 90024,,,,,,0,09/01/1989,06/30/1998,
0000097916-0001-1,MINJU CHUNG,,10380 WILSHIRE BLVD #1102,LOS ANGELES,90024-,10380 WILSHIRE 90024,,,,,,0,11/02/1993,12/15/1997,
0000272055-0001-0,BRAD J KAHN,,10390 WILSHIRE BLVD #PEN14,LOS ANGELES,90024-,10390 WILSHIRE 90024,,,,,,0,03/02/2001,12/31/2002,
0000084593-0001-6,BRIAN I ASHKENAZI,,10430 WILSHIRE BLVD #306,LOS ANGELES,90024-,10430 WILSHIRE 90024,,,,,,0,02/01/1993,09/30/1999,
0000161117-0001-3,MARYAM ROUDIANI,,1328 WESTWOOD BLVD #17,LOS ANGELES,90024-,1328 WESTWOOD 90024,,,,,,0,04/01/2000,12/15/2000,
0000038579-0001-3,KNOWLEDGE.COM INC,,1045 GAYLEY AVENUE #200,LOS ANGELES,90024-,1045 GAYLEY 90024,,,,,,0,09/01/2000,06/30/2001,
0000134075-0001-1,ELAINE G CARUTH PHD,,1100 GLENDON AVENUE #1640,LOS ANGELES,90024-,1100 GLENDON 90024,,,,,,0,12/01/1984,12/31/1997,
0000620852-0001-7,PHOENIX MELROSE LLC,,1281 WESTWOOD BLVD #210,LOS ANGELES,90024-,1281 WESTWOOD 90024,,,,,,0,06/29/2001,04/08/2003,
0000069948-0001-7,ELLEN BETH KRONICK,,10880 WILSHIRE BLVD #1050,LOS ANGELES,90024-,10880 WILSHIRE 90024,,,,,,0,09/10/1993,12/31/1997,
0000714568-0001-1,JACQUELINE HELLER MD,,10921 WILSHIRE BLVD #514,LOS ANGELES,90024-,10921 WILSHIRE 90024,,,,,,0,07/01/1989,12/31/2003,
0000569239-0001-8,MARIE F WILLIAMS,,10880 WILSHIRE BLVD #603,LOS ANGELES,90024-,10880 WILSHIRE 90024,,,,,,0,01/01/1987,12/31/1997,
0000533314-0001-3,STAVROS GREGORIADES,,10724 WILSHIRE BLVD #1007,LOS ANGELES,90024-,10724 WILSHIRE 90024,,,,,,0,01/02/1998,12/31/1998,
0000362043-0001-6,JULIE A ROBINSON,,10990 WILSHIRE BLVD #1600,LOS ANGELES,90024-,10990 WILSHIRE 90024,,,,,,0,01/11/1993,12/31/1997,
0000529454-0001-3,DANA DVORAK,,10959 ROCHESTER AVENUE #308,LOS ANGELES,90024-,10959 ROCHESTER 90024,,,,,,0,06/28/2001,12/31/2002,
0000560416-0001-8,FARIBA S RAOUF/FARNAZ YASHAR,,1101 WESTHOLME AVENUE,LOS ANGELES,90024-,1101 WESTHOLME 90024,,,,,,0,02/15/1996,12/31/1999,
0000479985-0001-6,BEAGLE PRODUCTIONS INC,,1015 GAYLEY AVENUE #1020,LOS ANGELES,90024-,1015 GAYLEY 90024,,,,,,0,09/12/1995,09/28/1998,
0000079826-0001-9,S H G INC,,1108 GAYLEY AVENUE,LOS ANGELES,90024-,1108 GAYLEY 90024,,,,,,0,06/23/1993,10/15/1999,
0000413012-0001-1,RUSHCUTTER CAPITAL INC,,10850 WILSHIRE BLVD #1210,LOS ANGELES,90024-,10850 WILSHIRE 90024,,,,,,0,07/01/1996,12/30/1999,
0000617836-0001-2,GANNETT SATELLITE INFORMATION NETWORK INC,,10880 WILSHIRE BLVD #420,LOS ANGELES,90024-,10880 WILSHIRE 90024,,,,,,0,10/03/2000,12/31/2002,
0000991946-0001-8,RECP WESTWOOD IV LLC,,10943 WEYBURN AVENUE,LOS ANGELES,90024-,10943 WEYBURN 90024,,,,,,0,03/09/2000,12/31/2002,
0000037423-0001-2,NNAMDI MOWETA,,11000 WILSHIRE BLVD #300,LOS ANGELES,90024-,11000 WILSHIRE 90024,,,,,,0,01/28/1993,09/01/1994,
0000293179-0001-3,ROGER D COUDRAY/ MARIS OZOLINS,,10353 ASHTON AVENUE,LOS ANGELES,90024-,10353 ASHTON 90024,,,,,,0,01/01/1973,04/03/2000,
0000747103-0001-5,MATT STELLA,,10921 WILSHIRE BLVD,LOS ANGELES,90024-,10921 WILSHIRE 90024,,,,,,0,01/01/1998,03/31/1998,
0000649435-0001-9,GERALDINE KENNON,,865 COMSTOCK AVENUE #7A,LOS ANGELES,90024-,865 COMSTOCK 90024,,,,,,0,11/01/1997,01/01/1998,
0000680696-0001-1,VICTORIA RODMAN,,10987 ROEBLING AVENUE,LOS ANGELES,90024-,10987 ROEBLING 90024,,,,,,0,05/01/2002,12/31/2003,
0000345146-0001-7,TRIZECHAHN CENTERS INC,,10910 LINDBROOK DRIVE,LOS ANGELES,90024-,10910 LINDBROOK 90024,,,,,,0,10/01/1979,04/16/1996,
0000220905-0001-9,DONALD STERLING ET AL,,10300 WILSHIRE BLVD,LOS ANGELES,90024-,10300 WILSHIRE 90024,,,,,,0,03/01/1976,06/22/1996,
0000815576-0001-9,JOSEPH HOWE DC,,10921 WILSHIRE BLVD #1212,LOS ANGELES,90024-,10921 WILSHIRE 90024,,,,,,0,12/01/1989,12/31/1998,
0000309254-0001-3,NAILA SHADAEVA,,10913 WEYBURN AVENUE,LOS ANGELES,90024-,10913 WEYBURN 90024,,,,,,0,01/01/1996,12/30/2000,
