hour,minute,n_people,week,day,facility,n_people_rel
22,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
22,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
22,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
22,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
23,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
23,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
23,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
23,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
23,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
23,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
0,0,0.0,Weeks 1 to 3,Sunday,wooden,0.0
0,10,0.0,Weeks 1 to 3,Sunday,wooden,0.0
0,20,0.0,Weeks 1 to 3,Sunday,wooden,0.0
0,30,0.0,Weeks 1 to 3,Sunday,wooden,0.0
0,40,0.0,Weeks 1 to 3,Sunday,wooden,0.0
0,50,0.0,Weeks 1 to 3,Sunday,wooden,0.0
1,0,0.0,Weeks 1 to 3,Sunday,wooden,0.0
1,10,0.0,Weeks 1 to 3,Sunday,wooden,0.0
1,20,0.0,Weeks 1 to 3,Sunday,wooden,0.0
1,30,0.0,Weeks 1 to 3,Sunday,wooden,0.0
1,40,0.0,Weeks 1 to 3,Sunday,wooden,0.0
1,50,0.0,Weeks 1 to 3,Sunday,wooden,0.0
2,0,0.0,Weeks 1 to 3,Sunday,wooden,0.0
2,10,0.0,Weeks 1 to 3,Sunday,wooden,0.0
2,20,0.0,Weeks 1 to 3,Sunday,wooden,0.0
2,30,0.0,Weeks 1 to 3,Sunday,wooden,0.0
2,40,0.0,Weeks 1 to 3,Sunday,wooden,0.0
2,50,0.0,Weeks 1 to 3,Sunday,wooden,0.0
3,0,0.0,Weeks 1 to 3,Sunday,wooden,0.0
3,10,0.0,Weeks 1 to 3,Sunday,wooden,0.0
3,20,0.0,Weeks 1 to 3,Sunday,wooden,0.0
3,30,0.0,Weeks 1 to 3,Sunday,wooden,0.0
3,40,0.0,Weeks 1 to 3,Sunday,wooden,0.0
3,50,0.0,Weeks 1 to 3,Sunday,wooden,0.0
4,0,0.0,Weeks 1 to 3,Sunday,wooden,0.0
4,10,0.0,Weeks 1 to 3,Sunday,wooden,0.0
4,20,0.0,Weeks 1 to 3,Sunday,wooden,0.0
4,30,0.0,Weeks 1 to 3,Sunday,wooden,0.0
4,40,0.0,Weeks 1 to 3,Sunday,wooden,0.0
4,50,0.0,Weeks 1 to 3,Sunday,wooden,0.0
5,0,0.0,Weeks 1 to 3,Sunday,wooden,0.0
5,10,0.0,Weeks 1 to 3,Sunday,wooden,0.0
5,20,0.0,Weeks 1 to 3,Sunday,wooden,0.0
5,30,0.0,Weeks 1 to 3,Sunday,wooden,0.0
5,40,0.0,Weeks 1 to 3,Sunday,wooden,0.0
5,50,0.0,Weeks 1 to 3,Sunday,wooden,0.0
6,0,0.0,Weeks 1 to 3,Sunday,wooden,0.0
6,10,0.0,Weeks 1 to 3,Sunday,wooden,0.0
6,20,0.0,Weeks 1 to 3,Sunday,wooden,0.0
6,30,0.0,Weeks 1 to 3,Sunday,wooden,0.0
6,40,0.0,Weeks 1 to 3,Sunday,wooden,0.0
6,50,0.0,Weeks 1 to 3,Sunday,wooden,0.0
7,0,0.0,Weeks 1 to 3,Sunday,wooden,0.0
7,10,0.0,Weeks 1 to 3,Sunday,wooden,0.0
7,20,0.0,Weeks 1 to 3,Sunday,wooden,0.0
7,30,0.0,Weeks 1 to 3,Sunday,wooden,0.0
7,40,0.0,Weeks 1 to 3,Sunday,wooden,0.0
7,50,0.0,Weeks 1 to 3,Sunday,wooden,0.0
8,0,0.0,Weeks 1 to 3,Sunday,wooden,0.0
8,10,0.0,Weeks 1 to 3,Sunday,wooden,0.0
8,20,0.0,Weeks 1 to 3,Sunday,wooden,0.0
8,30,0.0,Weeks 1 to 3,Sunday,wooden,0.0
8,40,0.0,Weeks 1 to 3,Sunday,wooden,0.0
8,50,0.0,Weeks 1 to 3,Sunday,wooden,0.0
9,0,59.0,Weeks 1 to 3,Sunday,wooden,0.133
9,10,74.0,Weeks 1 to 3,Sunday,wooden,0.166
9,20,90.0,Weeks 1 to 3,Sunday,wooden,0.202
9,30,102.0,Weeks 1 to 3,Sunday,wooden,0.229
9,40,114.0,Weeks 1 to 3,Sunday,wooden,0.256
9,50,129.0,Weeks 1 to 3,Sunday,wooden,0.29
10,0,136.0,Weeks 1 to 3,Sunday,wooden,0.306
10,10,139.0,Weeks 1 to 3,Sunday,wooden,0.312
10,20,133.0,Weeks 1 to 3,Sunday,wooden,0.299
10,30,133.0,Weeks 1 to 3,Sunday,wooden,0.299
10,40,128.0,Weeks 1 to 3,Sunday,wooden,0.288
10,50,127.0,Weeks 1 to 3,Sunday,wooden,0.285
11,0,121.0,Weeks 1 to 3,Sunday,wooden,0.272
11,10,114.0,Weeks 1 to 3,Sunday,wooden,0.256
11,20,110.0,Weeks 1 to 3,Sunday,wooden,0.247
11,30,109.0,Weeks 1 to 3,Sunday,wooden,0.245
11,40,108.0,Weeks 1 to 3,Sunday,wooden,0.243
11,50,103.0,Weeks 1 to 3,Sunday,wooden,0.231
12,0,98.0,Weeks 1 to 3,Sunday,wooden,0.22
12,10,99.0,Weeks 1 to 3,Sunday,wooden,0.222
12,20,97.0,Weeks 1 to 3,Sunday,wooden,0.218
12,30,97.0,Weeks 1 to 3,Sunday,wooden,0.218
12,40,96.0,Weeks 1 to 3,Sunday,wooden,0.216
12,50,96.0,Weeks 1 to 3,Sunday,wooden,0.216
13,0,99.0,Weeks 1 to 3,Sunday,wooden,0.222
13,10,101.0,Weeks 1 to 3,Sunday,wooden,0.227
13,20,100.0,Weeks 1 to 3,Sunday,wooden,0.225
13,30,104.0,Weeks 1 to 3,Sunday,wooden,0.234
13,40,102.0,Weeks 1 to 3,Sunday,wooden,0.229
13,50,102.0,Weeks 1 to 3,Sunday,wooden,0.229
14,0,108.0,Weeks 1 to 3,Sunday,wooden,0.243
14,10,113.0,Weeks 1 to 3,Sunday,wooden,0.254
14,20,116.0,Weeks 1 to 3,Sunday,wooden,0.261
14,30,120.0,Weeks 1 to 3,Sunday,wooden,0.27
14,40,124.0,Weeks 1 to 3,Sunday,wooden,0.279
14,50,145.0,Weeks 1 to 3,Sunday,wooden,0.326
15,0,150.0,Weeks 1 to 3,Sunday,wooden,0.337
15,10,152.0,Weeks 1 to 3,Sunday,wooden,0.342
15,20,148.0,Weeks 1 to 3,Sunday,wooden,0.333
15,30,146.0,Weeks 1 to 3,Sunday,wooden,0.328
15,40,146.0,Weeks 1 to 3,Sunday,wooden,0.328
15,50,157.0,Weeks 1 to 3,Sunday,wooden,0.353
16,0,164.0,Weeks 1 to 3,Sunday,wooden,0.369
16,10,171.0,Weeks 1 to 3,Sunday,wooden,0.384
16,20,173.0,Weeks 1 to 3,Sunday,wooden,0.389
16,30,168.0,Weeks 1 to 3,Sunday,wooden,0.378
16,40,161.0,Weeks 1 to 3,Sunday,wooden,0.362
16,50,161.0,Weeks 1 to 3,Sunday,wooden,0.362
17,0,152.0,Weeks 1 to 3,Sunday,wooden,0.342
17,10,155.0,Weeks 1 to 3,Sunday,wooden,0.348
17,20,155.0,Weeks 1 to 3,Sunday,wooden,0.348
17,30,155.0,Weeks 1 to 3,Sunday,wooden,0.348
17,40,152.0,Weeks 1 to 3,Sunday,wooden,0.342
17,50,152.0,Weeks 1 to 3,Sunday,wooden,0.342
18,0,150.0,Weeks 1 to 3,Sunday,wooden,0.337
18,10,147.0,Weeks 1 to 3,Sunday,wooden,0.33
18,20,137.0,Weeks 1 to 3,Sunday,wooden,0.308
18,30,135.0,Weeks 1 to 3,Sunday,wooden,0.303
18,40,130.0,Weeks 1 to 3,Sunday,wooden,0.292
18,50,128.0,Weeks 1 to 3,Sunday,wooden,0.288
19,0,133.0,Weeks 1 to 3,Sunday,wooden,0.299
19,10,137.0,Weeks 1 to 3,Sunday,wooden,0.308
19,20,139.0,Weeks 1 to 3,Sunday,wooden,0.312
19,30,147.0,Weeks 1 to 3,Sunday,wooden,0.33
19,40,142.0,Weeks 1 to 3,Sunday,wooden,0.319
19,50,143.0,Weeks 1 to 3,Sunday,wooden,0.321
20,0,140.0,Weeks 1 to 3,Sunday,wooden,0.315
20,10,135.0,Weeks 1 to 3,Sunday,wooden,0.303
20,20,127.0,Weeks 1 to 3,Sunday,wooden,0.285
20,30,121.0,Weeks 1 to 3,Sunday,wooden,0.272
20,40,117.0,Weeks 1 to 3,Sunday,wooden,0.263
20,50,117.0,Weeks 1 to 3,Sunday,wooden,0.263
21,0,110.0,Weeks 1 to 3,Sunday,wooden,0.247
21,10,115.0,Weeks 1 to 3,Sunday,wooden,0.258
21,20,115.0,Weeks 1 to 3,Sunday,wooden,0.258
21,30,119.0,Weeks 1 to 3,Sunday,wooden,0.267
21,40,120.0,Weeks 1 to 3,Sunday,wooden,0.27
21,50,121.0,Weeks 1 to 3,Sunday,wooden,0.272
22,0,99.0,Weeks 1 to 3,Sunday,wooden,0.222
22,10,80.0,Weeks 1 to 3,Sunday,wooden,0.18
22,20,60.0,Weeks 1 to 3,Sunday,wooden,0.135
22,30,43.0,Weeks 1 to 3,Sunday,wooden,0.097
22,40,28.0,Weeks 1 to 3,Sunday,wooden,0.063
22,50,20.0,Weeks 1 to 3,Sunday,wooden,0.045
23,0,0.0,Weeks 1 to 3,Sunday,wooden,0.0
23,10,0.0,Weeks 1 to 3,Sunday,wooden,0.0
23,20,0.0,Weeks 1 to 3,Sunday,wooden,0.0
23,30,0.0,Weeks 1 to 3,Sunday,wooden,0.0
23,40,0.0,Weeks 1 to 3,Sunday,wooden,0.0
23,50,0.0,Weeks 1 to 3,Sunday,wooden,0.0
0,0,53.0,Weeks 4 to 8,Monday to Thursday,wooden,0.119
0,10,39.0,Weeks 4 to 8,Monday to Thursday,wooden,0.088
0,20,28.0,Weeks 4 to 8,Monday to Thursday,wooden,0.063
0,30,19.0,Weeks 4 to 8,Monday to Thursday,wooden,0.043
0,40,12.0,Weeks 4 to 8,Monday to Thursday,wooden,0.027
0,50,7.0,Weeks 4 to 8,Monday to Thursday,wooden,0.016
1,0,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
1,10,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
1,20,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
1,30,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
1,40,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
1,50,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
2,0,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
2,10,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
2,20,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
2,30,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
2,40,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
2,50,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
3,0,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
3,10,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
3,20,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
3,30,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
3,40,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
3,50,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
4,0,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
4,10,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
4,20,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
4,30,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
4,40,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
4,50,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
5,0,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
5,10,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
5,20,0.0,Weeks 4 to 8,Monday to Thursday,wooden,0.0
5,30,43.0,Weeks 4 to 8,Monday to Thursday,wooden,0.097
5,40,56.0,Weeks 4 to 8,Monday to Thursday,wooden,0.126
5,50,68.0,Weeks 4 to 8,Monday to Thursday,wooden,0.153
6,0,80.0,Weeks 4 to 8,Monday to Thursday,wooden,0.18
6,10,87.0,Weeks 4 to 8,Monday to Thursday,wooden,0.196
6,20,91.0,Weeks 4 to 8,Monday to Thursday,wooden,0.204
6,30,90.0,Weeks 4 to 8,Monday to Thursday,wooden,0.202
6,40,92.0,Weeks 4 to 8,Monday to Thursday,wooden,0.207
6,50,100.0,Weeks 4 to 8,Monday to Thursday,wooden,0.225
7,0,111.0,Weeks 4 to 8,Monday to Thursday,wooden,0.249
7,10,120.0,Weeks 4 to 8,Monday to Thursday,wooden,0.27
7,20,125.0,Weeks 4 to 8,Monday to Thursday,wooden,0.281
7,30,130.0,Weeks 4 to 8,Monday to Thursday,wooden,0.292
7,40,130.0,Weeks 4 to 8,Monday to Thursday,wooden,0.292
7,50,129.0,Weeks 4 to 8,Monday to Thursday,wooden,0.29
8,0,128.0,Weeks 4 to 8,Monday to Thursday,wooden,0.288
8,10,130.0,Weeks 4 to 8,Monday to Thursday,wooden,0.292
8,20,130.0,Weeks 4 to 8,Monday to Thursday,wooden,0.292
8,30,129.0,Weeks 4 to 8,Monday to Thursday,wooden,0.29
8,40,126.0,Weeks 4 to 8,Monday to Thursday,wooden,0.283
8,50,130.0,Weeks 4 to 8,Monday to Thursday,wooden,0.292
9,0,130.0,Weeks 4 to 8,Monday to Thursday,wooden,0.292
9,10,129.0,Weeks 4 to 8,Monday to Thursday,wooden,0.29
9,20,134.0,Weeks 4 to 8,Monday to Thursday,wooden,0.301
9,30,132.0,Weeks 4 to 8,Monday to Thursday,wooden,0.297
9,40,130.0,Weeks 4 to 8,Monday to Thursday,wooden,0.292
9,50,142.0,Weeks 4 to 8,Monday to Thursday,wooden,0.319
10,0,152.0,Weeks 4 to 8,Monday to Thursday,wooden,0.342
10,10,149.0,Weeks 4 to 8,Monday to Thursday,wooden,0.335
10,20,149.0,Weeks 4 to 8,Monday to Thursday,wooden,0.335
10,30,144.0,Weeks 4 to 8,Monday to Thursday,wooden,0.324
10,40,144.0,Weeks 4 to 8,Monday to Thursday,wooden,0.324
10,50,172.0,Weeks 4 to 8,Monday to Thursday,wooden,0.387
11,0,186.0,Weeks 4 to 8,Monday to Thursday,wooden,0.418
11,10,183.0,Weeks 4 to 8,Monday to Thursday,wooden,0.411
11,20,176.0,Weeks 4 to 8,Monday to Thursday,wooden,0.396
11,30,171.0,Weeks 4 to 8,Monday to Thursday,wooden,0.384
11,40,175.0,Weeks 4 to 8,Monday to Thursday,wooden,0.393
11,50,211.0,Weeks 4 to 8,Monday to Thursday,wooden,0.474
12,0,253.0,Weeks 4 to 8,Monday to Thursday,wooden,0.569
12,10,253.0,Weeks 4 to 8,Monday to Thursday,wooden,0.569
12,20,255.0,Weeks 4 to 8,Monday to Thursday,wooden,0.573
12,30,241.0,Weeks 4 to 8,Monday to Thursday,wooden,0.542
12,40,221.0,Weeks 4 to 8,Monday to Thursday,wooden,0.497
12,50,214.0,Weeks 4 to 8,Monday to Thursday,wooden,0.481
13,0,205.0,Weeks 4 to 8,Monday to Thursday,wooden,0.461
13,10,195.0,Weeks 4 to 8,Monday to Thursday,wooden,0.438
13,20,183.0,Weeks 4 to 8,Monday to Thursday,wooden,0.411
13,30,174.0,Weeks 4 to 8,Monday to Thursday,wooden,0.391
13,40,171.0,Weeks 4 to 8,Monday to Thursday,wooden,0.384
13,50,199.0,Weeks 4 to 8,Monday to Thursday,wooden,0.447
14,0,221.0,Weeks 4 to 8,Monday to Thursday,wooden,0.497
14,10,219.0,Weeks 4 to 8,Monday to Thursday,wooden,0.492
14,20,213.0,Weeks 4 to 8,Monday to Thursday,wooden,0.479
14,30,203.0,Weeks 4 to 8,Monday to Thursday,wooden,0.456
14,40,194.0,Weeks 4 to 8,Monday to Thursday,wooden,0.436
14,50,197.0,Weeks 4 to 8,Monday to Thursday,wooden,0.443
15,0,205.0,Weeks 4 to 8,Monday to Thursday,wooden,0.461
15,10,210.0,Weeks 4 to 8,Monday to Thursday,wooden,0.472
15,20,229.0,Weeks 4 to 8,Monday to Thursday,wooden,0.515
15,30,235.0,Weeks 4 to 8,Monday to Thursday,wooden,0.528
15,40,244.0,Weeks 4 to 8,Monday to Thursday,wooden,0.548
15,50,285.0,Weeks 4 to 8,Monday to Thursday,wooden,0.64
16,0,310.0,Weeks 4 to 8,Monday to Thursday,wooden,0.697
16,10,310.0,Weeks 4 to 8,Monday to Thursday,wooden,0.697
16,20,302.0,Weeks 4 to 8,Monday to Thursday,wooden,0.679
16,30,292.0,Weeks 4 to 8,Monday to Thursday,wooden,0.656
16,40,293.0,Weeks 4 to 8,Monday to Thursday,wooden,0.658
16,50,320.0,Weeks 4 to 8,Monday to Thursday,wooden,0.719
17,0,358.0,Weeks 4 to 8,Monday to Thursday,wooden,0.804
17,10,381.0,Weeks 4 to 8,Monday to Thursday,wooden,0.856
17,20,388.0,Weeks 4 to 8,Monday to Thursday,wooden,0.872
17,30,373.0,Weeks 4 to 8,Monday to Thursday,wooden,0.838
17,40,360.0,Weeks 4 to 8,Monday to Thursday,wooden,0.809
17,50,360.0,Weeks 4 to 8,Monday to Thursday,wooden,0.809
18,0,362.0,Weeks 4 to 8,Monday to Thursday,wooden,0.813
18,10,356.0,Weeks 4 to 8,Monday to Thursday,wooden,0.8
18,20,353.0,Weeks 4 to 8,Monday to Thursday,wooden,0.793
18,30,341.0,Weeks 4 to 8,Monday to Thursday,wooden,0.766
18,40,323.0,Weeks 4 to 8,Monday to Thursday,wooden,0.726
18,50,316.0,Weeks 4 to 8,Monday to Thursday,wooden,0.71
19,0,314.0,Weeks 4 to 8,Monday to Thursday,wooden,0.706
19,10,306.0,Weeks 4 to 8,Monday to Thursday,wooden,0.688
19,20,304.0,Weeks 4 to 8,Monday to Thursday,wooden,0.683
19,30,302.0,Weeks 4 to 8,Monday to Thursday,wooden,0.679
19,40,295.0,Weeks 4 to 8,Monday to Thursday,wooden,0.663
19,50,295.0,Weeks 4 to 8,Monday to Thursday,wooden,0.663
20,0,292.0,Weeks 4 to 8,Monday to Thursday,wooden,0.656
20,10,285.0,Weeks 4 to 8,Monday to Thursday,wooden,0.64
20,20,279.0,Weeks 4 to 8,Monday to Thursday,wooden,0.627
20,30,268.0,Weeks 4 to 8,Monday to Thursday,wooden,0.602
20,40,254.0,Weeks 4 to 8,Monday to Thursday,wooden,0.571
20,50,250.0,Weeks 4 to 8,Monday to Thursday,wooden,0.562
21,0,241.0,Weeks 4 to 8,Monday to Thursday,wooden,0.542
21,10,234.0,Weeks 4 to 8,Monday to Thursday,wooden,0.526
21,20,226.0,Weeks 4 to 8,Monday to Thursday,wooden,0.508
21,30,216.0,Weeks 4 to 8,Monday to Thursday,wooden,0.485
21,40,208.0,Weeks 4 to 8,Monday to Thursday,wooden,0.467
21,50,202.0,Weeks 4 to 8,Monday to Thursday,wooden,0.454
22,0,192.0,Weeks 4 to 8,Monday to Thursday,wooden,0.431
22,10,181.0,Weeks 4 to 8,Monday to Thursday,wooden,0.407
22,20,174.0,Weeks 4 to 8,Monday to Thursday,wooden,0.391
22,30,165.0,Weeks 4 to 8,Monday to Thursday,wooden,0.371
22,40,155.0,Weeks 4 to 8,Monday to Thursday,wooden,0.348
22,50,148.0,Weeks 4 to 8,Monday to Thursday,wooden,0.333
23,0,139.0,Weeks 4 to 8,Monday to Thursday,wooden,0.312
23,10,129.0,Weeks 4 to 8,Monday to Thursday,wooden,0.29
23,20,118.0,Weeks 4 to 8,Monday to Thursday,wooden,0.265
23,30,102.0,Weeks 4 to 8,Monday to Thursday,wooden,0.229
23,40,91.0,Weeks 4 to 8,Monday to Thursday,wooden,0.204
23,50,82.0,Weeks 4 to 8,Monday to Thursday,wooden,0.184
0,0,58.0,Weeks 4 to 8,Friday,wooden,0.13
0,10,46.0,Weeks 4 to 8,Friday,wooden,0.103
0,20,34.0,Weeks 4 to 8,Friday,wooden,0.076
0,30,24.0,Weeks 4 to 8,Friday,wooden,0.054
0,40,16.0,Weeks 4 to 8,Friday,wooden,0.036
0,50,10.0,Weeks 4 to 8,Friday,wooden,0.022
1,0,0.0,Weeks 4 to 8,Friday,wooden,0.0
1,10,0.0,Weeks 4 to 8,Friday,wooden,0.0
1,20,0.0,Weeks 4 to 8,Friday,wooden,0.0
1,30,0.0,Weeks 4 to 8,Friday,wooden,0.0
1,40,0.0,Weeks 4 to 8,Friday,wooden,0.0
1,50,0.0,Weeks 4 to 8,Friday,wooden,0.0
2,0,0.0,Weeks 4 to 8,Friday,wooden,0.0
2,10,0.0,Weeks 4 to 8,Friday,wooden,0.0
2,20,0.0,Weeks 4 to 8,Friday,wooden,0.0
2,30,0.0,Weeks 4 to 8,Friday,wooden,0.0
2,40,0.0,Weeks 4 to 8,Friday,wooden,0.0
2,50,0.0,Weeks 4 to 8,Friday,wooden,0.0
3,0,0.0,Weeks 4 to 8,Friday,wooden,0.0
3,10,0.0,Weeks 4 to 8,Friday,wooden,0.0
3,20,0.0,Weeks 4 to 8,Friday,wooden,0.0
3,30,0.0,Weeks 4 to 8,Friday,wooden,0.0
3,40,0.0,Weeks 4 to 8,Friday,wooden,0.0
3,50,0.0,Weeks 4 to 8,Friday,wooden,0.0
4,0,0.0,Weeks 4 to 8,Friday,wooden,0.0
4,10,0.0,Weeks 4 to 8,Friday,wooden,0.0
4,20,0.0,Weeks 4 to 8,Friday,wooden,0.0
4,30,0.0,Weeks 4 to 8,Friday,wooden,0.0
4,40,0.0,Weeks 4 to 8,Friday,wooden,0.0
4,50,0.0,Weeks 4 to 8,Friday,wooden,0.0
5,0,0.0,Weeks 4 to 8,Friday,wooden,0.0
5,10,0.0,Weeks 4 to 8,Friday,wooden,0.0
5,20,0.0,Weeks 4 to 8,Friday,wooden,0.0
5,30,31.0,Weeks 4 to 8,Friday,wooden,0.07
5,40,44.0,Weeks 4 to 8,Friday,wooden,0.099
5,50,54.0,Weeks 4 to 8,Friday,wooden,0.121
6,0,68.0,Weeks 4 to 8,Friday,wooden,0.153
6,10,71.0,Weeks 4 to 8,Friday,wooden,0.16
6,20,75.0,Weeks 4 to 8,Friday,wooden,0.169
6,30,75.0,Weeks 4 to 8,Friday,wooden,0.169
6,40,75.0,Weeks 4 to 8,Friday,wooden,0.169
6,50,78.0,Weeks 4 to 8,Friday,wooden,0.175
7,0,84.0,Weeks 4 to 8,Friday,wooden,0.189
7,10,95.0,Weeks 4 to 8,Friday,wooden,0.213
7,20,103.0,Weeks 4 to 8,Friday,wooden,0.231
7,30,109.0,Weeks 4 to 8,Friday,wooden,0.245
7,40,112.0,Weeks 4 to 8,Friday,wooden,0.252
7,50,119.0,Weeks 4 to 8,Friday,wooden,0.267
8,0,126.0,Weeks 4 to 8,Friday,wooden,0.283
8,10,128.0,Weeks 4 to 8,Friday,wooden,0.288
8,20,129.0,Weeks 4 to 8,Friday,wooden,0.29
8,30,124.0,Weeks 4 to 8,Friday,wooden,0.279
8,40,119.0,Weeks 4 to 8,Friday,wooden,0.267
8,50,123.0,Weeks 4 to 8,Friday,wooden,0.276
9,0,123.0,Weeks 4 to 8,Friday,wooden,0.276
9,10,123.0,Weeks 4 to 8,Friday,wooden,0.276
9,20,125.0,Weeks 4 to 8,Friday,wooden,0.281
9,30,123.0,Weeks 4 to 8,Friday,wooden,0.276
9,40,118.0,Weeks 4 to 8,Friday,wooden,0.265
9,50,136.0,Weeks 4 to 8,Friday,wooden,0.306
10,0,152.0,Weeks 4 to 8,Friday,wooden,0.342
10,10,147.0,Weeks 4 to 8,Friday,wooden,0.33
10,20,143.0,Weeks 4 to 8,Friday,wooden,0.321
10,30,135.0,Weeks 4 to 8,Friday,wooden,0.303
10,40,134.0,Weeks 4 to 8,Friday,wooden,0.301
10,50,151.0,Weeks 4 to 8,Friday,wooden,0.339
11,0,174.0,Weeks 4 to 8,Friday,wooden,0.391
11,10,172.0,Weeks 4 to 8,Friday,wooden,0.387
11,20,172.0,Weeks 4 to 8,Friday,wooden,0.387
11,30,173.0,Weeks 4 to 8,Friday,wooden,0.389
11,40,184.0,Weeks 4 to 8,Friday,wooden,0.413
11,50,226.0,Weeks 4 to 8,Friday,wooden,0.508
12,0,271.0,Weeks 4 to 8,Friday,wooden,0.609
12,10,278.0,Weeks 4 to 8,Friday,wooden,0.625
12,20,263.0,Weeks 4 to 8,Friday,wooden,0.591
12,30,247.0,Weeks 4 to 8,Friday,wooden,0.555
12,40,226.0,Weeks 4 to 8,Friday,wooden,0.508
12,50,225.0,Weeks 4 to 8,Friday,wooden,0.506
13,0,235.0,Weeks 4 to 8,Friday,wooden,0.528
13,10,249.0,Weeks 4 to 8,Friday,wooden,0.56
13,20,259.0,Weeks 4 to 8,Friday,wooden,0.582
13,30,261.0,Weeks 4 to 8,Friday,wooden,0.587
13,40,255.0,Weeks 4 to 8,Friday,wooden,0.573
13,50,260.0,Weeks 4 to 8,Friday,wooden,0.584
14,0,275.0,Weeks 4 to 8,Friday,wooden,0.618
14,10,269.0,Weeks 4 to 8,Friday,wooden,0.604
14,20,251.0,Weeks 4 to 8,Friday,wooden,0.564
14,30,235.0,Weeks 4 to 8,Friday,wooden,0.528
14,40,225.0,Weeks 4 to 8,Friday,wooden,0.506
14,50,243.0,Weeks 4 to 8,Friday,wooden,0.546
15,0,265.0,Weeks 4 to 8,Friday,wooden,0.596
15,10,265.0,Weeks 4 to 8,Friday,wooden,0.596
15,20,263.0,Weeks 4 to 8,Friday,wooden,0.591
15,30,256.0,Weeks 4 to 8,Friday,wooden,0.575
15,40,251.0,Weeks 4 to 8,Friday,wooden,0.564
15,50,270.0,Weeks 4 to 8,Friday,wooden,0.607
16,0,292.0,Weeks 4 to 8,Friday,wooden,0.656
16,10,297.0,Weeks 4 to 8,Friday,wooden,0.667
16,20,300.0,Weeks 4 to 8,Friday,wooden,0.674
16,30,293.0,Weeks 4 to 8,Friday,wooden,0.658
16,40,289.0,Weeks 4 to 8,Friday,wooden,0.649
16,50,297.0,Weeks 4 to 8,Friday,wooden,0.667
17,0,299.0,Weeks 4 to 8,Friday,wooden,0.672
17,10,304.0,Weeks 4 to 8,Friday,wooden,0.683
17,20,297.0,Weeks 4 to 8,Friday,wooden,0.667
17,30,297.0,Weeks 4 to 8,Friday,wooden,0.667
17,40,284.0,Weeks 4 to 8,Friday,wooden,0.638
17,50,278.0,Weeks 4 to 8,Friday,wooden,0.625
18,0,271.0,Weeks 4 to 8,Friday,wooden,0.609
18,10,261.0,Weeks 4 to 8,Friday,wooden,0.587
18,20,241.0,Weeks 4 to 8,Friday,wooden,0.542
18,30,228.0,Weeks 4 to 8,Friday,wooden,0.512
18,40,215.0,Weeks 4 to 8,Friday,wooden,0.483
18,50,206.0,Weeks 4 to 8,Friday,wooden,0.463
19,0,209.0,Weeks 4 to 8,Friday,wooden,0.47
19,10,199.0,Weeks 4 to 8,Friday,wooden,0.447
19,20,192.0,Weeks 4 to 8,Friday,wooden,0.431
19,30,180.0,Weeks 4 to 8,Friday,wooden,0.404
19,40,168.0,Weeks 4 to 8,Friday,wooden,0.378
19,50,163.0,Weeks 4 to 8,Friday,wooden,0.366
20,0,158.0,Weeks 4 to 8,Friday,wooden,0.355
20,10,155.0,Weeks 4 to 8,Friday,wooden,0.348
20,20,147.0,Weeks 4 to 8,Friday,wooden,0.33
20,30,146.0,Weeks 4 to 8,Friday,wooden,0.328
