Instructor,Subject,title,TotClasses,TotStudents,AvgPercentile
"BAE, J.",POL SCI,POL SCI 20 WORLD POLITICS,2,107,8
"ASUNKA, J.",POL SCI,POL SCI 30 POLITICS & STRATEGY,2,62,69
"BAWN, K.",POL SCI,POL SCI 30 POLITICS & STRATEGY,4,558,49
"O'NEILL, B.",POL SCI,POL SCI 30 POLITICS & STRATEGY,1,171,48
"ROBERTS, T.L.",POL SCI,POL SCI 30 POLITICS & STRATEGY,1,160,19
"CHWE, M.S.",POL SCI,POL SCI 30 POLITICS & STRATEGY,3,487,18
"DEWITT, D.D.",POL SCI,POL SCI 40 INTRO-AMERICN PLTCS,3,67,85
"SCHWARTZ, T.",POL SCI,POL SCI 40 INTRO-AMERICN PLTCS,4,1139,64
"JAMES, S.C.",POL SCI,POL SCI 40 INTRO-AMERICN PLTCS,1,65,54
"LEWIS, L.V.",POL SCI,POL SCI 40 INTRO-AMERICN PLTCS,2,586,52
"BUTLER, S.M.",POL SCI,POL SCI 40 INTRO-AMERICN PLTCS,2,102,46
"MUELLER, L.M.",POL SCI,POL SCI 40 INTRO-AMERICN PLTCS,1,31,46
"GRINDLIFE, S.",POL SCI,POL SCI 40 INTRO-AMERICN PLTCS,1,68,42
"TAUSANOVITCH, C.N.",POL SCI,POL SCI 40 INTRO-AMERICN PLTCS,4,973,36
"BROWN, K.H.",POL SCI,POL SCI 40 INTRO-AMERICN PLTCS,1,62,11
MC GREEVY-STAFFORD,POL SCI,POL SCI 50 INTRO-COMPRTV PLTCS,1,27,58
"LOFCHIE, M.F.",POL SCI,POL SCI 50 INTRO-COMPRTV PLTCS,7,768,30
"POSNER, D.N.",POL SCI,POL SCI 50 INTRO-COMPRTV PLTCS,1,230,26
"WAINFAN, K.T.",POL SCI,POL SCI 50 INTRO-COMPRTV PLTCS,1,27,20
"THIES, M.F.",POL SCI,POL SCI 50 INTRO-COMPRTV PLTCS,4,715,8
"ASUNKA, J.",POL SCI,POL SCI 6 INTRO-DATA ANALYSIS,2,246,66
"ACEVEDO, J.",POL SCI,POL SCI 6 INTRO-DATA ANALYSIS,2,73,28
"BAWN, K.",POL SCI,POL SCI 6 INTRO-DATA ANALYSIS,1,83,28
"ZALLER, J.R.",POL SCI,POL SCI 6 INTRO-DATA ANALYSIS,1,209,27
"THIES, M.F.",POL SCI,POL SCI 6 INTRO-DATA ANALYSIS,1,120,26
"DENARDO, J.D.",POL SCI,POL SCI 6 INTRO-DATA ANALYSIS,3,440,19
"CSAPO, M.D.",POL SCI,POL SCI 6 INTRO-DATA ANALYSIS,1,44,16
"LEWIS, J.B.",POL SCI,POL SCI 6 INTRO-DATA ANALYSIS,1,46,14
"LIM, D.K.",POL SCI,POL SCI 6 INTRO-DATA ANALYSIS,1,46,14
"MAGYAR, Z.B.",POL SCI,POL SCI 6 INTRO-DATA ANALYSIS,1,29,7
"ANKOWSKI, A.N.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,1,146,51
"ABRAMSON, P.R.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,3,1019,50
"GUARDINO, C.M.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,1,197,42
"HILL, A.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,2,568,28
"PEPLAU, L.A.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,13,565,26
"WONG, J.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,6,1825,22
"WALKER, K.L.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,1,309,20
"SUTHANA, N.A.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,2,459,12
"GREENFIELD, P.M.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,1,315,11
"HOLYOAK, K.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,1,315,11
"FANSELOW, M.S.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,1,252,8
"KNOWLTON, B.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,1,252,8
"ROBLES, T.F.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,1,252,8
"OPPENHEIMER, D.M.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,3,674,7
"YAN, V.",PSYCH,PSYCH 10 INTRODUCTORY PSYCH,1,75,7
"NANDY, R.R.",PSYCH,PSYCH 100A PSYCHOLOGICAL STATS,2,525,52
"JAFFE, A.",PSYCH,PSYCH 100A PSYCHOLOGICAL STATS,9,1714,33
"TRICKEY, K.",PSYCH,PSYCH 100A PSYCHOLOGICAL STATS,2,174,22
"REISE, S.P.",PSYCH,PSYCH 100A PSYCHOLOGICAL STATS,2,487,20
"AINSWORTH, A.T.",PSYCH,PSYCH 100A PSYCHOLOGICAL STATS,3,374,16
"MCAULIFFE, S.P.",PSYCH,PSYCH 100A PSYCHOLOGICAL STATS,4,762,7
"MORAN, Z.D.",PSYCH,PSYCH 100A PSYCHOLOGICAL STATS,2,351,6
"GEISELMAN, R.E.",PSYCH,PSYCH 100B RESEARCH METH-PSYCH,3,262,44
"BJORK, E.L.",PSYCH,PSYCH 100B RESEARCH METH-PSYCH,3,947,20
"FIRSTENBERG, I.",PSYCH,PSYCH 100B RESEARCH METH-PSYCH,10,2398,15
"KRASNE, F.",PSYCH,PSYCH 115 BEHAVIORAL NEUROSCI,1,225,22
"IZQUIERDO EDLER, A",PSYCH,PSYCH 115 BEHAVIORAL NEUROSCI,1,191,21
"SCHEIN, S.",PSYCH,PSYCH 115 BEHAVIORAL NEUROSCI,3,600,19
"JENTSCH, J.D.",PSYCH,PSYCH 115 BEHAVIORAL NEUROSCI,5,1025,16
"KENNEDY, P.J.",PSYCH,PSYCH 115 BEHAVIORAL NEUROSCI,1,204,13
"SUTHANA, N.A.",PSYCH,PSYCH 115 BEHAVIORAL NEUROSCI,1,92,10
"LAUGHLIN, R.E.",PSYCH,PSYCH 115 BEHAVIORAL NEUROSCI,1,144,8
"BLAIR, H.T.",PSYCH,PSYCH 115 BEHAVIORAL NEUROSCI,1,240,6
"WONG, J.",PSYCH,PSYCH 116 BEHAVR NEUROSCI LAB,4,93,37
"KRASNE, F.",PSYCH,PSYCH 116 BEHAVR NEUROSCI LAB,14,499,28
"BLAIR, H.T.",PSYCH,PSYCH 116 BEHAVR NEUROSCI LAB,1,113,27
"GRISHAM, W.E.",PSYCH,PSYCH 116 BEHAVR NEUROSCI LAB,22,735,24
"SUTHANA, N.A.",PSYCH,PSYCH 116 BEHAVR NEUROSCI LAB,2,144,23
"KNOWLTON, B.",PSYCH,PSYCH 116 BEHAVR NEUROSCI LAB,1,144,21
"RINGACH, D.L.",PSYCH,PSYCH 116 BEHAVR NEUROSCI LAB,8,431,18
"RISSMAN, J.A.",PSYCH,PSYCH 120A COGNITIVE PSYCH,3,1003,51
"JOHNSON, L.",PSYCH,PSYCH 120A COGNITIVE PSYCH,1,70,45
"CASTEL, A.D.",PSYCH,PSYCH 120A COGNITIVE PSYCH,3,914,36
"MCAULIFFE, S.P.",PSYCH,PSYCH 120A COGNITIVE PSYCH,1,92,16
"MONTI, M.M.",PSYCH,PSYCH 120A COGNITIVE PSYCH,3,807,13
"HECKMAN, G.M.",PSYCH,PSYCH 120A COGNITIVE PSYCH,1,112,3
"ACCORTT, E.E.",PSYCH,PSYCH 127A ABNORMAL PSYCHOLOGY,1,265,82
"REPETTI, R.L.",PSYCH,PSYCH 127A ABNORMAL PSYCHOLOGY,3,662,35
"CHAVIRA, D.A.",PSYCH,PSYCH 127A ABNORMAL PSYCHOLOGY,4,1021,23
"CHRISTENSEN, A.",PSYCH,PSYCH 127A ABNORMAL PSYCHOLOGY,1,240,16
"SHULTZ, J.C.",PSYCH,PSYCH 127A ABNORMAL PSYCHOLOGY,2,100,12
"MARROQUIN, B.M.",PSYCH,PSYCH 127A ABNORMAL PSYCHOLOGY,1,53,9
"LIEBERMAN, M.D.",PSYCH,PSYCH 135 SOCIAL PSYCHOLOGY,3,1037,79
"WARD, A.H.",PSYCH,PSYCH 135 SOCIAL PSYCHOLOGY,3,100,59
"SHAPIRO, J.R.",PSYCH,PSYCH 135 SOCIAL PSYCHOLOGY,3,572,57
"GOFF, P.A.",PSYCH,PSYCH 135 SOCIAL PSYCHOLOGY,1,228,48
"JACKSON, M.C.",PSYCH,PSYCH 135 SOCIAL PSYCHOLOGY,1,144,42
"SMURDA, J.D.",PSYCH,PSYCH 135 SOCIAL PSYCHOLOGY,2,362,31
"PEPLAU, L.A.",PSYCH,PSYCH 15 INTRO PSYCHOBIOLOGY,2,57,11
"ZAIDEL, E.",PSYCH,PSYCH 15 INTRO PSYCHOBIOLOGY,1,190,6
"JAFFE, A.",PSYCH,PSYCH 15 INTRO PSYCHOBIOLOGY,1,160,5
"KRASNE, F.",PSYCH,PSYCH 15 INTRO PSYCHOBIOLOGY,3,483,5
"SUTHANA, N.A.",PSYCH,PSYCH 15 INTRO PSYCHOBIOLOGY,1,142,4
"WONG, J.",PSYCH,PSYCH 15 INTRO PSYCHOBIOLOGY,8,1470,4
"TOMIYAMA, A.J.",PSYCH,PSYCH 150 INTR-HEALTH PSYCHLG,3,697,82
"STANTON, A.L.",PSYCH,PSYCH 150 INTR-HEALTH PSYCHLG,4,847,28
"ROBLES, T.F.",PSYCH,PSYCH 150 INTR-HEALTH PSYCHLG,3,457,16
"SAGUY, A.C.",SOCIOL,SOCIOL 1 INTRODUCTORY SOCIOL,3,142,42
"HUNT, D.M.",SOCIOL,SOCIOL 1 INTRODUCTORY SOCIOL,1,351,39
"WALKER, E.T.",SOCIOL,SOCIOL 1 INTRODUCTORY SOCIOL,6,318,37
"ROY, W.G.",SOCIOL,SOCIOL 1 INTRODUCTORY SOCIOL,4,891,26
"ANDERSON, T.L.",SOCIOL,SOCIOL 1 INTRODUCTORY SOCIOL,5,1222,23
"JEPSON, M.C.",SOCIOL,SOCIOL 1 INTRODUCTORY SOCIOL,6,1938,19
"BRUBAKER, W.R.",SOCIOL,SOCIOL 1 INTRODUCTORY SOCIOL,2,488,17
"SAGUY, A.C.",SOCIOL,SOCIOL 101 DEVELPMT SOC THEORY,1,59,57
"BARGHEER, S.",SOCIOL,SOCIOL 101 DEVELPMT SOC THEORY,4,535,32
"AYALA, C.J.",SOCIOL,SOCIOL 101 DEVELPMT SOC THEORY,3,333,20
"JEPSON, M.C.",SOCIOL,SOCIOL 101 DEVELPMT SOC THEORY,2,300,20
"WALKER, E.T.",SOCIOL,SOCIOL 101 DEVELPMT SOC THEORY,3,210,19
"PRAGER, J.",SOCIOL,SOCIOL 101 DEVELPMT SOC THEORY,3,493,16
"ZEITLIN, M.",SOCIOL,SOCIOL 101 DEVELPMT SOC THEORY,1,70,16
"WALKER, E.T.",SOCIOL,SOCIOL 102 CONTEMP SOC THEORY,2,86,50
"PRAGER, J.",SOCIOL,SOCIOL 102 CONTEMP SOC THEORY,3,436,29
"JEPSON, M.C.",SOCIOL,SOCIOL 102 CONTEMP SOC THEORY,6,743,24
"SAGUY, A.C.",SOCIOL,SOCIOL 102 CONTEMP SOC THEORY,1,46,23
"EMIGH, R.J.",SOCIOL,SOCIOL 102 CONTEMP SOC THEORY,1,88,7
"GRANNIS, R.D.",SOCIOL,SOCIOL 111 SOCIAL NETWORKS,1,54,75
"FOSTER, J.G.",SOCIOL,SOCIOL 111 SOCIAL NETWORKS,3,299,46
"LIU, K.Y.",SOCIOL,SOCIOL 111 SOCIAL NETWORKS,3,297,42
"SAGUY, A.C.",SOCIOL,SOCIOL 111 SOCIAL NETWORKS,1,71,21
"WALKER, E.T.",SOCIOL,SOCIOL 111 SOCIAL NETWORKS,2,171,11
"CLAYMAN, S.E.",SOCIOL,SOCIOL 124A M CONVRSTNL STRCTRS 1,4,404,20
"HERITAGE, J.",SOCIOL,SOCIOL 124A M CONVRSTNL STRCTRS 1,4,404,20
"CLAYMAN, S.E.",SOCIOL,SOCIOL 125  CM TALK&SOCL INSTITTNS,3,351,19
"HERITAGE, J.",SOCIOL,SOCIOL 125  CM TALK&SOCL INSTITTNS,3,351,19
"WALKER, E.T.",SOCIOL,SOCIOL 133 COLLECTIVE BEHAVIOR,5,568,22
"ROSSMAN, G.",SOCIOL,SOCIOL 173 ECONOMY AND SOCIETY,1,146,13
"EMIGH, R.J.",SOCIOL,SOCIOL 173 ECONOMY AND SOCIETY,2,271,12
"BEREND, Z.",SOCIOL,SOCIOL 173 ECONOMY AND SOCIETY,2,153,11
"ROSSMAN, G.",SOCIOL,SOCIOL 176  M SOCIOL OF MASS COMM,7,744,16
"CLAYMAN, S.E.",SOCIOL,SOCIOL 176  M SOCIOL OF MASS COMM,2,122,13
"SAGUY, A.C.",SOCIOL,SOCIOL 20 INTRO SOC RSCH MTHD,2,41,50
"TIMMERMANS, S.",SOCIOL,SOCIOL 20 INTRO SOC RSCH MTHD,1,149,33
"ZEITLIN, M.",SOCIOL,SOCIOL 20 INTRO SOC RSCH MTHD,1,149,26
"WALKER, E.T.",SOCIOL,SOCIOL 20 INTRO SOC RSCH MTHD,3,133,25
"ANDERSON, T.L.",SOCIOL,SOCIOL 20 INTRO SOC RSCH MTHD,2,268,24
"STIVERS, T.J.",SOCIOL,SOCIOL 20 INTRO SOC RSCH MTHD,4,589,24
"SWEENEY, M.M.",SOCIOL,SOCIOL 20 INTRO SOC RSCH MTHD,3,407,21
"LEW, V.",STATS,STATS 10 INTRO-STAT REASON,3,517,36
"LANGHOLZ, N.J.",STATS,STATS 10 INTRO-STAT REASON,9,1523,33
"CHRISTOU, N.",STATS,STATS 10 INTRO-STAT REASON,2,281,30
"DABAGH, S.M.",STATS,STATS 10 INTRO-STAT REASON,1,169,26
"ARAGAM, N.B.",STATS,STATS 10 INTRO-STAT REASON,2,346,25
"GOULD, R.L.",STATS,STATS 10 INTRO-STAT REASON,11,1860,25
"ESFANDIARI, M.M.",STATS,STATS 10 INTRO-STAT REASON,6,1005,23
"ALMOHALWAS, A.M.",STATS,STATS 10 INTRO-STAT REASON,3,468,22
"LE, D.",STATS,STATS 10 INTRO-STAT REASON,3,469,19
"ROBERTS, T.L.",STATS,STATS 10 INTRO-STAT REASON,1,169,17
"MUSTAVICH, L.F.",STATS,STATS 10 INTRO-STAT REASON,4,696,16
"SANCHEZ, J.",STATS,STATS 10 INTRO-STAT REASON,1,163,9
"ROJAS, R.",STATS,STATS 10 INTRO-STAT REASON,1,182,8
"WU, Y.",STATS,STATS 100A INTRODCTN-PROBABLTY,1,114,74
"PAIK SCHOENBERG, F",STATS,STATS 100A INTRODCTN-PROBABLTY,3,318,56
"CHRISTOU, N.",STATS,STATS 100A INTRODCTN-PROBABLTY,1,63,46
"LI, K.C.",STATS,STATS 100A INTRODCTN-PROBABLTY,2,204,44
"MUSTAVICH, L.F.",STATS,STATS 100A INTRODCTN-PROBABLTY,1,85,29
"ALMOHALWAS, A.M.",STATS,STATS 100A INTRODCTN-PROBABLTY,2,154,21
"SANCHEZ, J.",STATS,STATS 100A INTRODCTN-PROBABLTY,12,1069,19
"LI, J.",STATS,STATS 100B INTRO-MATH STATS,1,70,48
"CHRISTOU, N.",STATS,STATS 100B INTRO-MATH STATS,9,653,45
"WU, T.",STATS,STATS 100B INTRO-MATH STATS,1,62,40
"LI, K.C.",STATS,STATS 100B INTRO-MATH STATS,1,45,30
"ALMOHALWAS, A.M.",STATS,STATS 100B INTRO-MATH STATS,2,110,19
"SANCHEZ, J.",STATS,STATS 100B INTRO-MATH STATS,3,128,16
"XU, H.",STATS,STATS 100B INTRO-MATH STATS,2,133,13
"WU, Y.",STATS,STATS 100C LINEAR MODELS,1,42,71
"CHRISTOU, N.",STATS,STATS 100C LINEAR MODELS,6,385,48
"AMINI, A.A.",STATS,STATS 100C LINEAR MODELS,1,74,40
"XU, H.",STATS,STATS 100C LINEAR MODELS,1,59,15
"CHEN, M.S.",STATS,STATS 101A INT DATA ANALY REGR,1,39,64
"ESFANDIARI, M.M.",STATS,STATS 101A INT DATA ANALY REGR,1,52,46
"ALMOHALWAS, A.M.",STATS,STATS 101A INT DATA ANALY REGR,3,207,42
"GOULD, R.L.",STATS,STATS 101A INT DATA ANALY REGR,2,149,38
"CHEN, M.S.",STATS,STATS 102A INTRO-COMP STATS-R,1,113,77
"DE LEEUW, J.",STATS,STATS 102A INTRO-COMP STATS-R,1,91,76
"EKSTROM, M.L.",STATS,STATS 102A INTRO-COMP STATS-R,1,79,75
"LEW, V.",STATS,STATS 102A INTRO-COMP STATS-R,2,134,45
"HANDCOCK, M.S.",STATS,STATS 102A INTRO-COMP STATS-R,2,165,18
"LANGHOLZ, N.J.",STATS,STATS 102C MONTE CARLO METHODS,1,75,92
"WU, Y.",STATS,STATS 102C MONTE CARLO METHODS,2,171,51
"ZHOU, Q.",STATS,STATS 102C MONTE CARLO METHODS,1,90,28
"WU, Y.",STATS,STATS 105 STATS-ENGINEERS,1,74,69
"LANGHOLZ, N.J.",STATS,STATS 105 STATS-ENGINEERS,1,92,38
"ALMOHALWAS, A.M.",STATS,STATS 105 STATS-ENGINEERS,3,191,34
"ROJAS, R.",STATS,STATS 105 STATS-ENGINEERS,1,21,16
"DINOV, I.D.",STATS,STATS 13 STATS-LIFE&HLTH SCI,1,158,68
"CHEN, M.S.",STATS,STATS 13 STATS-LIFE&HLTH SCI,1,71,61
"ESFANDIARI, M.M.",STATS,STATS 13 STATS-LIFE&HLTH SCI,3,173,56
"CHRISTOU, N.",STATS,STATS 13 STATS-LIFE&HLTH SCI,3,437,45
"ALMOHALWAS, A.M.",STATS,STATS 13 STATS-LIFE&HLTH SCI,4,605,34
"GOULD, R.L.",STATS,STATS 13 STATS-LIFE&HLTH SCI,3,434,29
"ALMOHALWAS, A.M.",STATS,STATS 20 PROGRAMMING WITH R,1,23,74
"LEW, V.",STATS,STATS 20 PROGRAMMING WITH R,3,193,39
"GOULD, R.L.",STATS,STATS 20 PROGRAMMING WITH R,1,52,20
"LE, D.",STATS,STATS 20 PROGRAMMING WITH R,2,79,18
"ERWIN, J.C.",THEATER,THEATER 10 INTRO-THEATER,1,17,76
"GORSHEIN, D.M.",THEATER,THEATER 10 INTRO-THEATER,7,725,60
"RYAN, C.B.",THEATER,THEATER 10 INTRO-THEATER,1,144,38
"ERWIN, J.C.",THEATER,THEATER 101A MAKING TRADITION,2,135,63
"GORSHEIN, D.M.",THEATER,THEATER 101A MAKING TRADITION,1,68,51
"CARRIGER, M.L.",THEATER,THEATER 101A MAKING TRADITION,1,71,40
"GORSHEIN, D.M.",THEATER,THEATER 106 HST-AMER THTR&DRAMA,3,198,81
"GARDNER, G.A.",THEATER,THEATER 106 HST-AMER THTR&DRAMA,1,62,67
"LAYTNER, E.",THEATER,THEATER 106 HST-AMER THTR&DRAMA,1,62,67
"GORSHEIN, D.M.",THEATER,THEATER 110 HIST-AMER MUSICAL,2,191,51
"GARDNER, G.A.",THEATER,THEATER 110 HIST-AMER MUSICAL,1,95,31
"PAYNE, M.A.",THEATER,THEATER 12 INTRO TO PERFORMNCE,1,66,78
"HACKETT, M.J.",THEATER,THEATER 12 INTRO TO PERFORMNCE,4,258,72
"SHUSHTARI, P.J.",THEATER,THEATER 120A ACTING&PRFRMNC-FILM,4,585,81
"OLIVIERI, J.M.",THEATER,THEATER 120A ACTING&PRFRMNC-FILM,15,642,46
"SHUSHTARI, P.J.",THEATER,THEATER 120B ACTING&PRFRMNC-FILM,3,442,87
"OLIVIERI, J.M.",THEATER,THEATER 120B ACTING&PRFRMNC-FILM,11,447,37
"SHUSHTARI, P.J.",THEATER,THEATER 120C ACTING&PRFRMNC-FILM,3,460,88
"GORSHEIN, D.M.",THEATER,THEATER 13 PLAY READNG&ANALYSS,2,121,92
"PERNOON, F.",THEATER,THEATER 13 PLAY READNG&ANALYSS,1,66,79
"FITZGERALD, T.H.",THEATER,THEATER 13 PLAY READNG&ANALYSS,1,71,74
"KITE, B.E.",THEATER,THEATER 146A C ENTERTAINMNT DESIGN,1,85,97
"VAUGHN, B.",THEATER,THEATER 146A C ENTERTAINMNT DESIGN,1,81,93
"HACKETT, M.J.",THEATER,THEATER 146A C ENTERTAINMNT DESIGN,3,264,90
"ROSE, R.S.",THEATER,THEATER 14A INTRO TO DESIGN,4,258,61
