"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"FILM TV 433 - SMITH, B.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 435 - GARY, G.E.",0.4,0.6,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 435 - GARY, G.E. LEC 2",0.583,0.417,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 453 - HALL, C.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 459A - KELLY, R.M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 483A - LETTERA, V.M.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 484A - VILPPU, G.V.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 489A - ISENBERG, C.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 498 - LIEBING, H.",0.857,0.143,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 6A - KUSHIGEMACHI, T.",0.175,0.582,0.085,0.069,0.042,0.005,0.005,0.016,0.005,0,0,0,0.016
"FILM TV C247 - DAVIS, S.",0,0.133,0.333,0.333,0.2,0,0,0,0,0,0,0,0
"FILM TV C454C - MEDOW, Z.D.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV C481A - WARD, D.A.",0.2,0.7,0.1,0,0,0,0,0,0,0,0,0,0
"FILM TV C481B - SHEETZ, C.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FOOD ST 187 - SOTTONG, H.R.",0.091,0.364,0.182,0.273,0,0.091,0,0,0,0,0,0,0
"FOOD ST M136 - LANDECKER, H.L.",0.32,0.44,0.08,0.04,0.08,0.04,0,0,0,0,0,0,0
"FRNCH 1 - JANSMA, K.",0,0.5,0.143,0.214,0.071,0,0,0.071,0,0,0,0,0
"FRNCH 1 - JANSMA, K. LEC 2",0,0.286,0.143,0.143,0.238,0.048,0.048,0.095,0,0,0,0,0
"FRNCH 1 - JANSMA, K. LEC 3",0.158,0.526,0.158,0,0.105,0.053,0,0,0,0,0,0,0
"FRNCH 1 - JANSMA, K. LEC 4",0.053,0.316,0.421,0.105,0.053,0,0,0.053,0,0,0,0,0
"FRNCH 1 - JANSMA, K. LEC 5",0.176,0.471,0.176,0.118,0.059,0,0,0,0,0,0,0,0
"FRNCH 100 - DENIE HIGNEY, L.M.",0,0.739,0.217,0.043,0,0,0,0,0,0,0,0,0
"FRNCH 116 - CARRON, J.",0.286,0.286,0.143,0.143,0.143,0,0,0,0,0,0,0,0
"FRNCH 121 - MABANCKOU, A.M.",0.286,0.571,0.143,0,0,0,0,0,0,0,0,0,0
"FRNCH 139 - MURAT, L.",0.038,0.538,0.346,0,0,0.038,0,0.038,0,0,0,0,0
"FRNCH 164 - BROZGAL, L.N.",0.25,0.611,0.083,0,0,0.028,0.028,0,0,0,0,0,0
"FRNCH 2 - JANSMA, K.",0.154,0.308,0.154,0.154,0.154,0,0,0.077,0,0,0,0,0
"FRNCH 2 - JANSMA, K. LEC 2",0,0.545,0.227,0.227,0,0,0,0,0,0,0,0,0
"FRNCH 3 - JANSMA, K.",0.095,0.238,0.19,0.143,0.286,0,0.048,0,0,0,0,0,0
"FRNCH 3 - JANSMA, K. LEC 2",0,0.524,0.238,0.143,0.048,0,0,0,0,0,0,0,0.048
"FRNCH 3 - JANSMA, K. LEC 3",0,0.524,0.143,0.143,0.095,0,0.095,0,0,0,0,0,0
"FRNCH 4 - DENIE HIGNEY, L.M.",0,0.412,0.353,0.176,0.059,0,0,0,0,0,0,0,0
"FRNCH 4 - DENIE HIGNEY, L.M. LEC 2",0,0.684,0.105,0.158,0.053,0,0,0,0,0,0,0,0
"FRNCH 41 - BROZGAL, L.N.",0.076,0.454,0.21,0.126,0.084,0.034,0.008,0,0,0,0,0,0.008
"FRNCH 5 - DENIE HIGNEY, L.M.",0,0.385,0.462,0.077,0.077,0,0,0,0,0,0,0,0
"FRNCH 5 - DUVAL, E.",0,0.353,0.529,0.059,0.059,0,0,0,0,0,0,0,0
"FRNCH 6 - DENIE HIGNEY, L.M.",0.083,0.583,0.083,0.083,0.167,0,0,0,0,0,0,0,0
"FRNCH 6 - DENIE HIGNEY, L.M. LEC 2",0,0.538,0.462,0,0,0,0,0,0,0,0,0,0
"GENDER 10 - KORKMAN, Z.K.",0.64,0.269,0.056,0.015,0.01,0.005,0.005,0,0,0,0,0,0
"GENDER 102 - FINCH, A.",0.542,0.222,0.111,0.042,0.056,0.014,0.014,0,0,0,0,0,0
"GENDER 119 - RAZACK, S.H.",0.235,0.471,0.235,0.059,0,0,0,0,0,0,0,0,0
"GENDER 123 - MARCHANT, E.A.",0.268,0.634,0.073,0,0,0,0,0,0,0,0,0,0.024
"GENDER 141 - KORKMAN, Z.K.",0.213,0.319,0.17,0.149,0.085,0.021,0,0.021,0.021,0,0,0,0
"GENDER 187 - NORBERG, K.",0.1,0.8,0.1,0,0,0,0,0,0,0,0,0,0
"GENDER 201 - MARCHANT, E.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"GENDER 205 - RAZACK, S.H.",1,0,0,0,0,0,0,0,0,0,0,0,0
"GENDER CM143 - SHORTER, D.D.",0.3,0.6,0,0.1,0,0,0,0,0,0,0,0,0
"GENDER M114 - WOOLSEY, M.F.",0.441,0.412,0,0.088,0.059,0,0,0,0,0,0,0,0
"GENDER M133C - NORBERG, K.",0.056,0.389,0.333,0.111,0.111,0,0,0,0,0,0,0,0
"GENDER M154P - LEVINE, N.",0,0.4,0.2,0,0.3,0,0,0.1,0,0,0,0,0
"GENDER M172 - BAIN, B.R.",0.333,0.333,0.333,0,0,0,0,0,0,0,0,0,0
"GEOG 117 - WARD, J.M.",0.038,0.275,0.15,0.175,0.225,0.05,0.025,0.013,0,0,0,0,0.05
"GEOG 158 - GOODWIN-WHITE, J.M",0.213,0.169,0.034,0.112,0.258,0.045,0.056,0.09,0,0,0,0,0.022
"GEOG 160 - HERRERA, J.C.",0.358,0.358,0.126,0.074,0.063,0.011,0,0.011,0,0,0,0,0
"GEOG 171B - HERRERA, J.C.",0.435,0.272,0.12,0.109,0.033,0,0.011,0,0,0,0,0.011,0.011
"GEOG 172A - BELL, S.A.",0.065,0.543,0.239,0.087,0.043,0.022,0,0,0,0,0,0,0
"GEOG 181A - SHENG, Y.",0,0.286,0.229,0.171,0.171,0.057,0.057,0.029,0,0,0,0,0
"GEOG 182A - ROBINSON, C.M.",0,0.87,0.022,0.043,0.043,0,0,0,0,0,0,0,0.022
"GEOG 191 - KAY, K.A.",0.048,0.81,0,0.048,0.048,0.048,0,0,0,0,0,0,0
"GEOG 2 - ROBINSON, C.M.",0,0.664,0.137,0.046,0.115,0.008,0.008,0.008,0,0,0.008,0,0.008
"GEOG 200A - SHEPPARD, E.S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"GEOG 236 - KAY, K.A.",0,0.9,0.1,0,0,0,0,0,0,0,0,0,0
"GEOG 250 - LEITNER, H.M.",0,0.556,0.444,0,0,0,0,0,0,0,0,0,0
"GEOG 3 - FAIER, L.B.",0.036,0.455,0.259,0.098,0.062,0.018,0.027,0.027,0,0,0,0,0.018
"GEOG 4 - RIGBY, D.L.",0.009,0.152,0.232,0.205,0.205,0.071,0.036,0.036,0.009,0.018,0.018,0,0.009
"GEOG 5 - CAVA0UGH, K.C.",0.204,0.414,0.139,0.08,0.093,0.025,0.009,0.015,0.009,0,0.003,0,0.009
"GEOG 7 - BURKHART, S.N.",0,0.484,0.258,0.078,0.094,0.023,0.016,0.016,0.008,0,0,0,0.023
"GEOG M118 - XUE, Y.",0.069,0.379,0.103,0.103,0.224,0.034,0.069,0.017,0,0,0,0,0
"GEOG M126 - MACDO0LD, G.M.",0.067,0.15,0.342,0.15,0.117,0.083,0.033,0.025,0.033,0,0,0,0
"GEOG M186 - RIGBY, D.L.",0,0.591,0.318,0.045,0,0,0,0,0,0,0,0,0.045
"GERMAN 1 - TAR0WSKA SENEL, M",0.6,0.3,0.1,0,0,0,0,0,0,0,0,0,0
"GERMAN 1 - TAR0WSKA SENEL, M LEC 2",0.368,0.632,0,0,0,0,0,0,0,0,0,0,0
"GERMAN 1 - TAR0WSKA SENEL, M LEC 3",0.111,0.5,0.167,0.111,0,0.056,0.056,0,0,0,0,0,0
"GERMAN 110 - YILDIZ, Y.",0,0.812,0.188,0,0,0,0,0,0,0,0,0,0
"GERMAN 152 - TAR0WSKA SENEL, M",0.667,0.333,0,0,0,0,0,0,0,0,0,0,0
"GERMAN 2 - TAR0WSKA SENEL, M",0.417,0.583,0,0,0,0,0,0,0,0,0,0,0
"GERMAN 3 - TAR0WSKA SENEL, M",0.071,0.429,0.214,0.214,0.071,0,0,0,0,0,0,0,0
"GERMAN 4 - FUCHS, R.T.",0.444,0.222,0.222,0,0,0,0,0,0,0.111,0,0,0
"GERMAN 59 - PRESNER, T.S.",0.172,0.793,0.017,0.017,0,0,0,0,0,0,0,0,0
"GJ STDS 122A - HARRISON, C.A.",0.5,0.4,0.1,0,0,0,0,0,0,0,0,0,0
"GJ STDS 127A - HENDELMAN, T.",0.267,0.467,0.2,0,0.067,0,0,0,0,0,0,0,0
"GJ STDS 129A - HENDELMAN, T.",0.2,0.533,0.2,0,0,0,0,0,0,0,0,0,0.067
"GJ STDS 176B - OBA, H.M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"GJ STDS 176D - O'FARRILL, A.",0.933,0.067,0,0,0,0,0,0,0,0,0,0,0
"GJ STDS M12A - DOLEAC, B.G.",0.5,0.25,0.125,0.125,0,0,0,0,0,0,0,0,0
"GJ STDS M50A - DE CASTRO, P.J.",0.769,0.154,0.051,0,0,0,0.026,0,0,0,0,0,0
"GLB HLT 160 - FARZANEGAN, M.",0.067,0.822,0,0.067,0.044,0,0,0,0,0,0,0,0
"GLBL ST 1 - POTTS, S.S.",0.013,0.46,0.27,0.133,0.088,0.022,0.004,0.004,0,0,0,0.004,0
"GLBL ST 160 - ZIPPERSTEIN, S.E.",0,0.786,0.107,0.018,0.089,0,0,0,0,0,0,0,0
"GLBL ST 191 - APPEL, H.C.",0.118,0.765,0.118,0,0,0,0,0,0,0,0,0,0
"GLBL ST 191 - PETERS, M.E.",0.154,0.615,0.231,0,0,0,0,0,0,0,0,0,0
"GLBL ST 191 - RAUSTIALA, K.",0,0.444,0.444,0,0.111,0,0,0,0,0,0,0,0
"GLBL ST 194 - THIES, M.F.",0,0.816,0.132,0.026,0.026,0,0,0,0,0,0,0,0
"GREEK 1 - ELLIS, R.M.",0.353,0.471,0.118,0.059,0,0,0,0,0,0,0,0,0
"GREEK 200A - PURVES, A.C.",0.6,0,0.2,0.2,0,0,0,0,0,0,0,0,0
"GREEK 8A - ZENIOS, S.",0.182,0.636,0.182,0,0,0,0,0,0,0,0,0,0
"GRNTLGY M142SL - LEVY-STORMS, L.F.",0.643,0.214,0.071,0,0.071,0,0,0,0,0,0,0,0
"HEBREW 102A - EZER, N.",0,0.714,0.286,0,0,0,0,0,0,0,0,0,0
"HEBREW 1A - EZER, N.",0.125,0.75,0,0.062,0,0.062,0,0,0,0,0,0,0
"HIN-URD 1 - MAHAJAN, G.",0.397,0.294,0.147,0.074,0.044,0.015,0.029,0,0,0,0,0,0
"HIN-URD 100A - MAHAJAN, G.",0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0
"HIST 101 - DERBY, L.",0.078,0.233,0.189,0.144,0.2,0.078,0.011,0.044,0.011,0,0,0,0.011
"HIST 105A - MORONY, M.G.",0,0.471,0.147,0.059,0.324,0,0,0,0,0,0,0,0
"HIST 10B - WORGER, W.H.",0.652,0.175,0.067,0.039,0.015,0.013,0.013,0.013,0,0,0,0,0.013
"HIST 111B - MOMDJIAN, M.",0.278,0.639,0.056,0,0.028,0,0,0,0,0,0,0,0
"HIST 113A - PHILLIPS, D.D.",0.071,0.107,0.214,0.179,0.179,0.036,0.036,0.036,0.036,0.036,0,0,0.071
"HIST 114A - LANGDON, J.S.",0.016,0.25,0.172,0.156,0.109,0.125,0.016,0.031,0.031,0,0,0,0.094
"HIST 119B - RUIZ, T.F.",0.292,0.484,0.148,0.044,0.006,0.013,0,0.009,0,0,0,0,0.003
"HIST 11A - VON GLAHN, R.",0.034,0.172,0.276,0.276,0.034,0.069,0.069,0.034,0,0,0,0,0.034
"HIST 120A - JOVANOVIC, M.",0.161,0.323,0.097,0.194,0.161,0.032,0,0,0.032,0,0,0,0
"HIST 121D - FRANK, S.",0.057,0.429,0.229,0.171,0.029,0.029,0,0,0,0,0,0,0.057
"HIST 12B - KELLEY, R.D.",0.034,0.681,0.185,0.038,0.055,0.004,0,0,0.004,0,0,0,0
"HIST 135A - SUBRAHMANYAM, S.",0,0.459,0.243,0.27,0.027,0,0,0,0,0,0,0,0
"HIST 138A - YIRUSH, C.B.",0.147,0.206,0.176,0.147,0.059,0.088,0,0.088,0.029,0,0,0,0.059
"HIST 139A - HARVELL, E.E.",0.324,0.353,0.147,0.118,0,0.029,0,0,0,0,0,0,0.029
"HIST 13A - MERANZE, M.",0,0.203,0.304,0.215,0.089,0.101,0.025,0.038,0.013,0,0,0,0.013
"HIST 141B - HILL, M.",0,0.541,0.135,0.135,0.108,0,0,0,0.027,0,0.054,0,0
"HIST 149A - MADLEY, B.L.",0,0.267,0.36,0.221,0.093,0.035,0,0,0,0,0,0,0.023
"HIST 164B - ROSENFELD, S.",0.294,0.353,0.147,0.088,0.059,0.029,0,0.029,0,0,0,0,0
"HIST 166B - LYDON, G.E.",0.033,0.3,0.333,0.1,0.167,0,0.067,0,0,0,0,0,0
"HIST 167B - WINT, H.",0.368,0.368,0.053,0.053,0.105,0,0,0,0,0,0,0,0.053
"HIST 172C - MAROTTI, W.",0.091,0.152,0.303,0.152,0.212,0.061,0.03,0,0,0,0,0,0
"HIST 174F - LAL, V.",0,0.19,0.19,0.381,0.238,0,0,0,0,0,0,0,0
"HIST 179A - ZELENY, C.L.",0.15,0.85,0,0,0,0,0,0,0,0,0,0,0
"HIST 180A - LAWRENCE, A.",0.167,0.25,0.278,0.139,0.139,0.028,0,0,0,0,0,0,0
"HIST 187C - NORBERG, K.",0.154,0.308,0.231,0.077,0,0,0,0.154,0,0,0,0,0.077
"HIST 187D - YIRUSH, C.B.",0,0.077,0.308,0.308,0.231,0.077,0,0,0,0,0,0,0
"HIST 187I - MOORE-SHEELEY, K.J",0.091,0.273,0.182,0.091,0.091,0.182,0,0,0,0,0,0,0.091
"HIST 189 - RUIZ, T.F.",0.316,0.684,0,0,0,0,0,0,0,0,0,0,0
"HIST 191C - FORD, C.C.",0.067,0.467,0.333,0.133,0,0,0,0,0,0,0,0,0
"HIST 191C - JOVANOVIC, M.",0.286,0.357,0.071,0.071,0.143,0,0,0,0,0,0,0,0.071
"HIST 191C - PAUL, T.",0.2,0.3,0.2,0.1,0,0.1,0,0,0,0,0.1,0,0
"HIST 1A - PHILLIPS, D.D.",0.111,0.394,0.222,0.152,0.081,0.02,0,0.01,0.01,0,0,0,0
"HIST 1C - FORD, C.C.",0.111,0.272,0.328,0.139,0.061,0.039,0.017,0.006,0.017,0,0,0,0.011
"HIST 20 - GREEN, N.S.",0.129,0.294,0.258,0.16,0.11,0.049,0,0,0,0,0,0,0
"HIST 204A - PESTA0, C.G.",0.25,0.688,0.062,0,0,0,0,0,0,0,0,0,0
"HIST 214 - VON GLAHN, R.",0,0.385,0.538,0.077,0,0,0,0,0,0,0,0,0
"HIST 3A - ALEXANDER, A.",0.083,0.565,0.185,0.083,0.037,0.019,0.009,0,0.009,0,0,0.009,0
"HIST 8A - TERRACIANO, K.B.",0.216,0.511,0.17,0.042,0.027,0.015,0.008,0.004,0,0,0,0,0.008
"HIST 94 - TUTINO, S.",0.035,0.509,0.237,0.079,0.088,0,0.026,0.018,0,0,0,0,0.009
"HIST 96W - HUDSON, P.J.",0,0.375,0.438,0,0.125,0.062,0,0,0,0,0,0,0
"HIST 96W - HUDSON, P.J. LEC 2",0,0.625,0.188,0.125,0.062,0,0,0,0,0,0,0,0
"HIST 96W - HUDSON, P.J. LEC 3",0.65,0.25,0.1,0,0,0,0,0,0,0,0,0,0
"HIST 96W - HUDSON, P.J. LEC 4",0.222,0.278,0.111,0,0.056,0.056,0.111,0,0.056,0,0.111,0,0
"HIST 96W - HUDSON, P.J. LEC 5",0.111,0.278,0.389,0.222,0,0,0,0,0,0,0,0,0
"HIST 96W - HUDSON, P.J. LEC 6",0.067,0.267,0.2,0.267,0.133,0,0,0.067,0,0,0,0,0
"HIST 97C - SILVERMAN, D.L.",0.167,0.25,0.167,0.333,0.083,0,0,0,0,0,0,0,0
"HIST 97C - TUTINO, S.",0.111,0.389,0.111,0.167,0.111,0.056,0.056,0,0,0,0,0,0
"HIST 9D - GELVIN, J.L.",0,0.968,0.032,0,0,0,0,0,0,0,0,0,0
"HIST C187O - MYERS, D.N.",0.067,0.667,0,0.067,0.2,0,0,0,0,0,0,0,0
"HIST C187O - SUBRAHMANYAM, S.",0,0.4,0.4,0,0,0.1,0,0,0,0,0,0,0.1
"HIST M108C - BOUM, A.",0,0.846,0.154,0,0,0,0,0,0,0,0,0,0
"HIST M133C - NORBERG, K.",0.194,0.398,0.118,0.129,0.075,0.032,0.054,0,0,0,0,0,0
"HIST M182A - SMOAK, J.D.",0.037,0.37,0.259,0.222,0.074,0,0.037,0,0,0,0,0,0
"HLT POL 197 - KUO, A.A.",1,0,0,0,0,0,0,0,0,0,0,0,0
"HLT POL 200A - COWGILL, B.O.",0.111,0.815,0.074,0,0,0,0,0,0,0,0,0,0
"HLT POL 225A - MACINKO, J.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"HLT POL 239A - ANDERSON, D.M.",0.273,0.545,0.091,0,0.091,0,0,0,0,0,0,0,0
"HLT POL 243 - KUO, A.A.",0.25,0.75,0,0,0,0,0,0,0,0,0,0,0
"HLT POL 286 - COWGILL, B.O.",0,0.897,0.103,0,0,0,0,0,0,0,0,0,0
"HLT POL 400 - ERSKINE, L.S.",0,0.6,0.15,0,0.25,0,0,0,0,0,0,0,0
"HLT POL 400 - GALPER, M.R.",0.1,0.75,0.1,0,0.05,0,0,0,0,0,0,0,0
"HLT POL 403 - GALPER, M.R.",0.095,0.714,0.095,0.095,0,0,0,0,0,0,0,0,0
"HLT POL 403 - GALPER, M.R. LEC 2",0.118,0.588,0.118,0.059,0.118,0,0,0,0,0,0,0,0
"HLT POL 436 - ARMENTROUT-WISWALL",0.476,0.381,0.095,0,0.048,0,0,0,0,0,0,0,0
"HLT POL 439 - MOUCHERAUD, C.",0.863,0.02,0.098,0.02,0,0,0,0,0,0,0,0,0
"HLT POL 440A - BALDWIN, K.M.",0,0.857,0.143,0,0,0,0,0,0,0,0,0,0
"HLT POL 440A - HINSHAW, J.B.",0,1,0,0,0,0,0,0,0,0,0,0,0
"HLT POL 441 - REISCHL, H.H.",0,0.864,0.136,0,0,0,0,0,0,0,0,0,0
"HLT POL 445 - ELGINER, J.A.",0.316,0.632,0,0.053,0,0,0,0,0,0,0,0,0
"HLT POL M236 - LU, Z.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"HLT POL M242 - ZIMMERMAN, F.J.",0.059,0.824,0.118,0,0,0,0,0,0,0,0,0,0
"HNRS 112 - ARDAM, J.W.",0,1,0,0,0,0,0,0,0,0,0,0,0
"HNRS 119 - FRANKLIN, A.S.",0.214,0.786,0,0,0,0,0,0,0,0,0,0,0
"HNRS 130 - NOBLE, C.I.",0.136,0.864,0,0,0,0,0,0,0,0,0,0,0
"HNRS 149 - ABRAMSON, P.R.",0.219,0.625,0.156,0,0,0,0,0,0,0,0,0,0
"HNRS 150 - PIRE, F.A.",0.259,0.296,0.333,0.074,0.037,0,0,0,0,0,0,0,0
"HNRS 158 - LOWENSTEIN, D.H.",0,0.188,0.375,0.188,0.062,0.188,0,0,0,0,0,0,0
"HNRS 166 - KLENIN, E.R.",0.81,0.143,0,0.048,0,0,0,0,0,0,0,0,0
"HNRS 171 - TENHOUTEN, W.D.",0.286,0.714,0,0,0,0,0,0,0,0,0,0,0
"HNRS 81 - SOTO, C.",0.444,0.333,0.222,0,0,0,0,0,0,0,0,0,0
"HUM GEN 236A - CANTOR, R.M.",0.333,0.417,0.167,0.083,0,0,0,0,0,0,0,0,0
"HUM GEN 400A - DORRANI, N.",0,0.4,0.2,0.2,0.1,0.1,0,0,0,0,0,0,0
"HUM GEN 401 - PALMER, C.",0,1,0,0,0,0,0,0,0,0,0,0,0
"HUM GEN 406 - WONG, D.A.",0,0.5,0.2,0.3,0,0,0,0,0,0,0,0,0
"HUM GEN 430 - DEIG0N, J.L.",0,0.2,0.2,0.4,0.2,0,0,0,0,0,0,0,0
"I A STD 1 - MOORE, A.D.",0,0.792,0.083,0.021,0.042,0.031,0.01,0,0.01,0,0.01,0,0
"I A STD 191 - LEE, Y.B.",0.238,0.286,0.143,0.143,0.095,0,0.048,0.048,0,0,0,0,0
"I M STD 155 - AGADJANIAN, V.",0.25,0.333,0,0,0.167,0.167,0,0,0,0,0.083,0,0
"INDO 1 - WIJAYA, J.",0.2,0.6,0,0.2,0,0,0,0,0,0,0,0,0
"INDO 100A - WIJAYA, J.",0.154,0.385,0.231,0.154,0.077,0,0,0,0,0,0,0,0
"INF STD 206 - LIEVROUW, L.A.",0.417,0.583,0,0,0,0,0,0,0,0,0,0,0
"INF STD 211 - DRUCKER, J.R.",0.125,0.732,0.125,0.018,0,0,0,0,0,0,0,0,0
"INF STD 214 - SRINIVASAN, R.",0,0.182,0.364,0.091,0.364,0,0,0,0,0,0,0,0
"INF STD 260 - FURNER, J.",0,0.879,0.061,0.061,0,0,0,0,0,0,0,0,0
"INF STD 260 - LEAZER, G.H.",0,0.955,0.045,0,0,0,0,0,0,0,0,0,0
"INF STD 289 - ELLIOTT, M.G.",0.083,0.333,0.583,0,0,0,0,0,0,0,0,0,0
"INF STD 289 - GOSART, J.O.",0.467,0.267,0.067,0.133,0.067,0,0,0,0,0,0,0,0
"INF STD 289 - HADUONG, M.",0,0.529,0.235,0.118,0.118,0,0,0,0,0,0,0,0
"INF STD 289 - POSNER, M.",0.034,0.897,0.034,0,0.034,0,0,0,0,0,0,0,0
"INF STD 30 - VANCOUR, S.G.",0,0.178,0.311,0.289,0.178,0.044,0,0,0,0,0,0,0
"INF STD 423 - MONTOYA, R.D.",0,1,0,0,0,0,0,0,0,0,0,0,0
"INF STD 431 - RAMIREZ, M.H.",0.073,0.439,0.341,0.146,0,0,0,0,0,0,0,0,0
"INF STD 432 - ELDER, R.K.",0.118,0.824,0.059,0,0,0,0,0,0,0,0,0,0
"INTL DV 1 - ANJUM, E.",0.048,0.338,0.376,0.148,0.048,0.029,0.005,0,0,0,0,0,0.01
"INTL DV 191 - HARRIS, K.K.",0,0.667,0.278,0.056,0,0,0,0,0,0,0,0,0
"INTL DV M150 - ROSS, M.L.",0.031,0.656,0.125,0.047,0.125,0,0,0.016,0,0,0,0,0
"IRANIAN 102A - HAGIGI, L.E.",0,0.857,0.071,0.071,0,0,0,0,0,0,0,0,0
"IRANIAN 103A - INGENITO, D.",1,0,0,0,0,0,0,0,0,0,0,0,0
"IRANIAN 164 - MOUSAVI, S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"IRANIAN 1A - POURZANGI, B.",0,0.826,0.13,0.043,0,0,0,0,0,0,0,0,0
"IRANIAN 20A - HAGIGI, L.E.",0.083,0.75,0.167,0,0,0,0,0,0,0,0,0,0
"IRANIAN 55 - INGENITO, D.",0.493,0.319,0.188,0,0,0,0,0,0,0,0,0,0
"IRANIAN M105A - SAIEDI, N.",0,0.957,0.022,0.022,0,0,0,0,0,0,0,0,0
"ISLM ST M20 - SAYEED, A.",0,0.639,0.096,0.108,0.096,0.012,0,0.024,0,0,0,0,0.024
"ITALIAN 1 - LAVAGNINO, C.G.",0.458,0.25,0.167,0.042,0.042,0.042,0,0,0,0,0,0,0
"ITALIAN 1 - TOGNOZZI, E.A.",0.158,0.579,0.053,0.158,0.053,0,0,0,0,0,0,0,0
"ITALIAN 1 - TOGNOZZI, E.A. LEC 5",0.062,0.375,0.125,0.25,0.062,0.062,0.062,0,0,0,0,0,0
"ITALIAN 1 - TRUONG, H.T.",0.357,0.286,0.071,0.071,0.071,0,0,0.143,0,0,0,0,0
"ITALIAN 1 - TRUONG, H.T. LEC 4",0.217,0.304,0.13,0.174,0,0.087,0,0,0,0.043,0,0,0.043
"ITALIAN 110 - MOUDARRES, A.",0.158,0.579,0.105,0.053,0.026,0.026,0.026,0,0,0,0,0,0.026
"ITALIAN 2 - TOGNOZZI, E.A.",0.067,0.4,0.067,0.067,0.267,0,0.067,0.067,0,0,0,0,0
"ITALIAN 3 - TOGNOZZI, E.A.",0.35,0.3,0.25,0,0.05,0.05,0,0,0,0,0,0,0
"ITALIAN 4 - TOGNOZZI, E.A.",0.143,0.714,0,0.071,0.071,0,0,0,0,0,0,0,0
"ITALIAN 6 - TOGNOZZI, E.A.",0.818,0.182,0,0,0,0,0,0,0,0,0,0,0
"JAPAN 1 - KAWANISHI, Y.",0.227,0.573,0.147,0.027,0.013,0,0,0,0.013,0,0,0,0
"JAPAN 1 - TAKAKURA, A.H.",0.321,0.526,0.128,0.013,0.013,0,0,0,0,0,0,0,0
"JAPAN 100A - NOGAMI, Y.",0,0.154,0.462,0.115,0.115,0.038,0,0,0.077,0,0,0,0.038
"JAPAN 100R - TAYLOR, Y.",0.05,0.4,0.25,0.05,0.2,0.05,0,0,0,0,0,0,0
"JAPAN 101A - KAWANISHI, Y.",0.182,0.591,0.091,0,0.045,0,0.045,0,0,0,0,0,0.045
"JAPAN 110A - SHIMAZAKI, S.",0,0.588,0.235,0,0.059,0,0,0,0,0.059,0.059,0,0
"JAPAN 155 - SHIMA, K.M.",0.5,0.45,0.025,0,0,0.025,0,0,0,0,0,0,0
"JAPAN 4 - LEE, D.",0.061,0.485,0.273,0.091,0.061,0.03,0,0,0,0,0,0,0
"JAPAN 4 - MENJO, S.",0,0.471,0.353,0.088,0.059,0,0.029,0,0,0,0,0,0
"JAPAN 50 - DUTHIE, T.",0.104,0.736,0.135,0.005,0.01,0.005,0,0.005,0,0,0,0,0
"JEWISH M10 - BONESHO, C.E.",0.029,0.286,0.314,0.143,0.143,0,0.029,0.029,0,0,0,0,0.029
"JEWISH M144 - ABRAMSON, S.D.",0.067,0.733,0,0,0.2,0,0,0,0,0,0,0,0
"JEWISH M182A - SMOAK, J.D.",0,0.35,0.3,0.05,0.15,0.1,0,0,0,0,0.05,0,0
"KOREA 1 - CHOI, J.B.",0.536,0.371,0.041,0.021,0,0.01,0.01,0.01,0,0,0,0,0
"KOREA 1 - MITSU0GA, J.I.",0.564,0.298,0.053,0.021,0.021,0.032,0,0.011,0,0,0,0,0
"KOREA 100A - YOON, J.E.",0.121,0.485,0.242,0.03,0.091,0.03,0,0,0,0,0,0,0
"KOREA 102A - CHOI, J.B.",0.222,0.778,0,0,0,0,0,0,0,0,0,0,0
"KOREA 104A - JEON, S.",0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
"KOREA 172 - OAK, S.",0,0.565,0.087,0.174,0.043,0.087,0.043,0,0,0,0,0,0
"KOREA 184A - JUNG-KIM, J.J.",0,0.276,0.379,0.069,0.138,0.069,0,0.069,0,0,0,0,0
"KOREA 1A - JU, H.",0.488,0.372,0.093,0,0,0.023,0,0.023,0,0,0,0,0
"KOREA 4 - JEON, S.",0.459,0.486,0,0,0.054,0,0,0,0,0,0,0,0
"KOREA 4 - JU, H.",0.476,0.429,0.095,0,0,0,0,0,0,0,0,0,0
"KOREA 80 - HANSCOM, C.P.",0.161,0.538,0.166,0.08,0.03,0,0,0.005,0,0,0.005,0,0.015
