"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"ETHNMUS 20A - GARLAND, S.J.",0.333,0.267,0.2,0,0,0.067,0.067,0,0,0,0.067,0,0
"ETHNMUS 68A - LI, C.",0,0.667,0.31,0,0.024,0,0,0,0,0,0,0,0
"ETHNMUS 68O - VARIMEZOVA, T.T.",0.333,0.667,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 91B - WENTEN, I.N.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 91H - WIMBOPRASETYO,",0,1,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 91K - GUZMAN, J.A.",0.5,0.214,0.214,0.071,0,0,0,0,0,0,0,0,0
"ETHNMUS 91P - TUNSTALL, J.D.",0.4,0.6,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 91Z - BRAGGER, D.M.",0.1,0.8,0,0.1,0,0,0,0,0,0,0,0,0
"ETHNMUS M25 - RUSKIN, J.D.",0.043,0.557,0.27,0.065,0.026,0.009,0.009,0.004,0,0.004,0.004,0,0.009
"ETHNMUS M50A - DE CASTRO, P.J.",0.454,0.263,0.105,0.046,0.059,0.039,0.026,0,0.007,0,0,0,0
"FILIPNO 1 - DOMINGO, N.P.",0.029,0.714,0.2,0.014,0.043,0,0,0,0,0,0,0,0
"FILM TV 101A - ANDERSON, S.F.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 102A - ANDERSON, S.F.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 108 - BROOK, V.M.",0,0.325,0.373,0.157,0.084,0.024,0.012,0,0,0,0.012,0,0.012
"FILM TV 114 - KIRCHNER, C.",0.132,0.388,0.289,0.046,0.086,0.02,0.013,0.007,0,0.007,0,0.007,0.007
"FILM TV 122D - SMALLEY, K.L.",0.424,0.356,0.076,0.076,0.017,0.025,0.008,0.008,0,0,0.008,0,0
"FILM TV 122E - NUSE, D.",0.614,0.295,0,0.068,0.023,0,0,0,0,0,0,0,0
"FILM TV 150 - MCDO0LD, W.C.",0,0.867,0.067,0,0.067,0,0,0,0,0,0,0,0
"FILM TV 154 - MARIN, E.",0,0.571,0.429,0,0,0,0,0,0,0,0,0,0
"FILM TV 155 - BARMINSKI, W.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 163 - NURRISH, J.A.",0.5,0.286,0.143,0,0.071,0,0,0,0,0,0,0,0
"FILM TV 183B - PUOPOLO, M.T.",0.109,0.435,0.304,0.087,0.065,0,0,0,0,0,0,0,0
"FILM TV 184B - 0GLE, P.G.",0,0.85,0.125,0,0.025,0,0,0,0,0,0,0,0
"FILM TV 194 - LIEBING, H.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 195CE - ANDERSON, S.F.",0,0.957,0,0.043,0,0,0,0,0,0,0,0,0
"FILM TV 1A - MCDO0LD, W.C.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 201A - CALDWELL, J.T.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 201B - MANN, D.R.",0.182,0.273,0.364,0.091,0,0,0.091,0,0,0,0,0,0
"FILM TV 206B - MANN, D.R.",0.2,0.3,0.2,0.3,0,0,0,0,0,0,0,0,0
"FILM TV 215B - TRICE, J.N.",0,0.846,0.154,0,0,0,0,0,0,0,0,0,0
"FILM TV 270 - FARBER, S.E.",0,0.579,0.368,0.053,0,0,0,0,0,0,0,0,0
"FILM TV 282A - LEVY, R.J.",0,0.533,0.4,0.067,0,0,0,0,0,0,0,0,0
"FILM TV 288A - FRANKLIN, A.S.",0.167,0.833,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 290A - WILLIAMSON, G.P.",0.333,0.667,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 292B - LEVY, R.J.",0,0.917,0.083,0,0,0,0,0,0,0,0,0,0
"FILM TV 297A - MOCERI, N.P.",0,0.833,0.167,0,0,0,0,0,0,0,0,0,0
"FILM TV 298A - ROSMAN, M.E.",0,0.125,0.625,0.25,0,0,0,0,0,0,0,0,0
"FILM TV 33 - VOORHEES, L.",0.594,0.292,0.046,0.023,0.018,0.009,0,0.009,0.005,0,0,0,0.005
"FILM TV 4 - TRICE, J.N.",0.311,0.426,0.132,0.055,0.026,0.021,0,0.009,0.004,0.004,0.004,0,0.009
"FILM TV 4 - TRICE, J.N. LEC 2",0.444,0.222,0,0,0.111,0.111,0.111,0,0,0,0,0,0
"FILM TV 401 - WILSON, B.D.",0.217,0.609,0.174,0,0,0,0,0,0,0,0,0,0
"FILM TV 408A - SMALLEY, K.L.",0.417,0.583,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 408A - SMALLEY, K.L. LEC 2",0.583,0.417,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 409 - SHAWHAN, A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 410A - ROSMAN, M.E.",0,0.875,0.083,0.042,0,0,0,0,0,0,0,0,0
"FILM TV 410B - CANNON, P.J.",0.667,0.167,0.167,0,0,0,0,0,0,0,0,0,0
"FILM TV 410B - CANNON, P.J. LEC 2",0.75,0.083,0.167,0,0,0,0,0,0,0,0,0,0
"FILM TV 410C - GOOD, T.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 410D - HELM, F.W.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 410D - HELM, F.W. LEC 2",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 419 - TOMARIC, J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 423A - FRIAS, C.M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 430 - LANDAU, N.",0,0.982,0.018,0,0,0,0,0,0,0,0,0,0
"FILM TV 433 - SELDES AN0CONE, E",0,0.75,0.167,0.083,0,0,0,0,0,0,0,0,0
"FILM TV 433 - SMITH, B.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 435 - GARY, G.E.",0.357,0.643,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 435 - SELDES AN0CONE, E",0.2,0.3,0.4,0.1,0,0,0,0,0,0,0,0,0
"FILM TV 453 - HALL, C.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 459A - KELLY, R.M.",0.111,0.778,0,0.111,0,0,0,0,0,0,0,0,0
"FILM TV 459A - SMITH, B.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 484A - VILPPU, G.V.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 488A - MORGAN, J.J.",0.308,0.385,0.154,0.077,0.077,0,0,0,0,0,0,0,0
"FILM TV 498 - LIEBING, H.",0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 596B - HUANG, G.J.",0,0.667,0.333,0,0,0,0,0,0,0,0,0,0
"FILM TV 596B - 0GY, P.A.",0,0,1,0,0,0,0,0,0,0,0,0,0
"FILM TV 6A - KUNTZ, J.A.",0.006,0.287,0.317,0.165,0.128,0.049,0.012,0.012,0,0,0,0.006,0.018
"FILM TV C247 - EVANS, J.N.",0.455,0.182,0.364,0,0,0,0,0,0,0,0,0,0
"FILM TV C417 - MCDO0LD, W.C.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV C454B - RICHARDSON, N.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV C454C - PARKER, S.B.",0.185,0.704,0.074,0.037,0,0,0,0,0,0,0,0,0
"FILM TV C481A - SHEETZ, C.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV C481B - SHEETZ, C.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV M50 - HORNBY, L.E.",0.037,0.093,0.352,0.13,0.111,0.093,0.056,0.019,0.056,0.019,0.019,0,0.019
"FOOD ST 27 - KIM, M.K.",0,0.675,0.05,0.05,0.1,0.05,0.025,0.025,0,0.025,0,0,0
"FRNCH 1 - JANSMA, K.",0,0.333,0.2,0.067,0.333,0,0.067,0,0,0,0,0,0
"FRNCH 1 - JANSMA, K. LEC 2",0.143,0.357,0.071,0.143,0.143,0,0.143,0,0,0,0,0,0
"FRNCH 1 - JANSMA, K. LEC 3",0.105,0.211,0.316,0.105,0.158,0,0.053,0.053,0,0,0,0,0
"FRNCH 1 - JANSMA, K. LEC 4",0.1,0.3,0.15,0.2,0.05,0.05,0.05,0,0,0,0.05,0,0.05
"FRNCH 1 - JANSMA, K. LEC 5",0,0.286,0.238,0.095,0.19,0.095,0.095,0,0,0,0,0,0
"FRNCH 1 - JANSMA, K. LEC 6",0,0.45,0.05,0.1,0.2,0.1,0.1,0,0,0,0,0,0
"FRNCH 100 - DENIE HIGNEY, L.M.",0.04,0.48,0.32,0.08,0.08,0,0,0,0,0,0,0,0
"FRNCH 114A - CARRON, J.",0,0.429,0.143,0.143,0.143,0.071,0,0,0.071,0,0,0,0
"FRNCH 12 - STEFANOVSKA, M.",0,0.556,0.333,0,0.111,0,0,0,0,0,0,0,0
"FRNCH 121 - MABANCKOU, A.M.",0.474,0.316,0.211,0,0,0,0,0,0,0,0,0,0
"FRNCH 132 - MABANCKOU, A.M.",0.464,0.357,0.179,0,0,0,0,0,0,0,0,0,0
"FRNCH 161 - HELOU, A.N.",0.086,0.543,0.171,0.171,0,0.029,0,0,0,0,0,0,0
"FRNCH 2 - JANSMA, K.",0.048,0.524,0.143,0.19,0.095,0,0,0,0,0,0,0,0
"FRNCH 2 - JANSMA, K. LEC 2",0,0.25,0.167,0.292,0.292,0,0,0,0,0,0,0,0
"FRNCH 202 - THOMAS, D.R.",0.091,0.909,0,0,0,0,0,0,0,0,0,0,0
"FRNCH 3 - JANSMA, K.",0.125,0.062,0.312,0.25,0.188,0,0,0,0,0,0,0,0.062
"FRNCH 3 - JANSMA, K. LEC 2",0.059,0.235,0.235,0.235,0.118,0,0,0.059,0,0,0,0.059,0
"FRNCH 3 - JANSMA, K. LEC 3",0.059,0.412,0.059,0.235,0.118,0.059,0.059,0,0,0,0,0,0
"FRNCH 4 - DENIE HIGNEY, L.M.",0,0.5,0.3,0.05,0.1,0,0,0,0.05,0,0,0,0
"FRNCH 4 - KREMMER, V.M.",0,0.333,0.111,0.444,0,0.111,0,0,0,0,0,0,0
"FRNCH 41 - BROZGAL, L.N.",0.009,0.315,0.288,0.126,0.18,0.063,0,0.018,0,0,0,0,0
"FRNCH 5 - DENIE HIGNEY, L.M.",0,0.368,0.105,0.211,0.158,0.105,0.053,0,0,0,0,0,0
"FRNCH 5 - DUVAL, E.",0,0.333,0.133,0.4,0.067,0,0,0.067,0,0,0,0,0
"FRNCH 6 - DENIE HIGNEY, L.M.",0,0.2,0.3,0.1,0.3,0,0,0.1,0,0,0,0,0
"FRNCH 6 - DENIE HIGNEY, L.M. LEC 2",0,0.368,0.263,0.053,0.263,0.053,0,0,0,0,0,0,0
"GENDER 10 - BASARUDIN, A.",0.154,0.234,0.269,0.171,0.109,0.04,0.011,0.006,0,0,0,0,0.006
"GENDER 102 - BASARUDIN, A.",0.273,0.227,0.136,0.136,0.091,0,0,0.136,0,0,0,0,0
"GENDER 103 - GUZMAN, J.J.",0.194,0.468,0.065,0.097,0.081,0,0.048,0.048,0,0,0,0,0
"GENDER 134 - TRAWEEK, S.J.",0,0.387,0.323,0.097,0.065,0.097,0,0,0.032,0,0,0,0
"GENDER 185 - LEE, M.J.",0.083,0.542,0.229,0.042,0.062,0.021,0,0,0.021,0,0,0,0
"GENDER 185 - PE0, C.L.",0.167,0.718,0.051,0.026,0.013,0,0,0.013,0,0,0.013,0,0
"GENDER 187 - TRAWEEK, S.J.",0,0.857,0,0.143,0,0,0,0,0,0,0,0,0
"GENDER 201 - MARCHANT, E.A.",0.385,0.615,0,0,0,0,0,0,0,0,0,0,0
"GENDER 205 - HONG, K.",0.091,0.818,0.091,0,0,0,0,0,0,0,0,0,0
"GENDER M147D - MARINO, K.M.",0,0.429,0.333,0.095,0.048,0,0,0.048,0,0,0,0,0.048
"GENDER M162 - SAGUY, A.C.",0.037,0.093,0.185,0.13,0.241,0.074,0.074,0.074,0,0.019,0.019,0,0.056
"GEOG 111 - ROBINSON, C.M.",0,0.475,0.15,0.1,0.175,0.025,0,0.025,0,0,0,0,0.05
"GEOG 113 - GILLESPIE, T.W.",0.085,0.449,0.182,0.136,0.089,0.017,0.025,0.017,0,0,0,0,0
"GEOG 145 - FAIER, L.B.",0.031,0.175,0.227,0.103,0.165,0.072,0.082,0.031,0.041,0,0.01,0,0.062
"GEOG 148 - AGNEW, J.A.",0.167,0.192,0.154,0.064,0.09,0.038,0.077,0.09,0.064,0.026,0.026,0,0.013
"GEOG 150 - HERRERA, J.C.",0.287,0.522,0.087,0.052,0.026,0.009,0.009,0,0,0,0,0,0.009
"GEOG 151 - LEITNER, H.M.",0.06,0.02,0.28,0.08,0.18,0.12,0.04,0.16,0.02,0.02,0,0,0.02
"GEOG 167 - SHIN, M.E.",0,0.523,0.215,0.031,0.092,0.062,0.015,0,0.015,0,0.031,0.015,0
"GEOG 169 - GILLESPIE, T.W.",0.185,0.508,0.169,0.062,0.062,0,0,0.015,0,0,0,0,0
"GEOG 173 - SHENG, Y.",0,0.375,0,0.125,0.5,0,0,0,0,0,0,0,0
"GEOG 180 - KAY, K.A.",0.017,0.483,0.138,0.138,0.103,0,0.017,0.017,0.034,0,0,0,0.052
"GEOG 2 - ILLES, L.I.",0,0.143,0.33,0.121,0.231,0.066,0.011,0.033,0.033,0,0,0,0.033
"GEOG 200A - SHEPPARD, E.S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"GEOG 250 - LEITNER, H.M.",0.222,0.667,0.111,0,0,0,0,0,0,0,0,0,0
"GEOG 4 - SHEPPARD, E.S.",0.058,0.321,0.241,0.182,0.109,0.051,0.015,0.007,0,0,0,0,0.015
"GEOG 5 - CAVA0UGH, K.C.",0.129,0.444,0.129,0.098,0.098,0.053,0.027,0.013,0,0.004,0,0.004,0
"GEOG 7 - BURKHART, N.J.",0.015,0.328,0.209,0.201,0.127,0.03,0.022,0.037,0.007,0.007,0,0,0.015
"GEOG M106 - XUE, Y.",0.083,0.383,0.15,0.067,0.167,0.05,0.033,0.033,0.033,0,0,0,0
"GEOG M117 - ROBINSON, C.M.",0,0.308,0.115,0.115,0.154,0.115,0.038,0.154,0,0,0,0,0
"GEOG M171 - RIGBY, D.L.",0,0.706,0.235,0.059,0,0,0,0,0,0,0,0,0
"GERMAN 1 - TAR0WSKA SENEL, M",0.438,0.312,0.062,0.062,0.062,0,0,0.062,0,0,0,0,0
"GERMAN 1 - TAR0WSKA SENEL, M LEC 2",0.5,0.278,0.111,0,0,0.056,0,0,0,0,0,0,0.056
"GERMAN 1 - TAR0WSKA SENEL, M LEC 3",0.125,0.25,0.375,0.125,0.125,0,0,0,0,0,0,0,0
"GERMAN 1 - TAR0WSKA SENEL, M LEC 4",0.4,0.1,0.4,0,0,0,0,0.1,0,0,0,0,0
"GERMAN 109 - PRESNER, T.S.",0.029,0.714,0.171,0,0.029,0.029,0,0.029,0,0,0,0,0
"GERMAN 155 - YILDIZ, Y.",0,0.417,0.5,0.083,0,0,0,0,0,0,0,0,0
"GERMAN 2 - FUCHS, R.T.",0.5,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0
"GERMAN 3 - TAR0WSKA SENEL, M",0.238,0.476,0.143,0.048,0.048,0.048,0,0,0,0,0,0,0
"GERMAN 4 - TAR0WSKA SENEL, M",0.235,0.235,0.176,0,0.059,0.059,0.059,0,0.059,0,0,0,0.118
"GERMAN 59 - FUCHS, R.T.",0.399,0.306,0.122,0.079,0.035,0.003,0.009,0.017,0.009,0.003,0.006,0,0.012
"GJ STDS 122A - HARRISON, C.A.",0.077,0.308,0.154,0.308,0.077,0,0,0,0,0,0,0.077,0
"GJ STDS 127A - HENDELMAN, T.",0.429,0.286,0.071,0.214,0,0,0,0,0,0,0,0,0
"GJ STDS 176A - OBA, H.M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"GJ STDS 176C - HARRISON, C.A.",0.368,0.632,0,0,0,0,0,0,0,0,0,0,0
"GJ STDS 176D - O'FARRILL, A.",0.316,0.684,0,0,0,0,0,0,0,0,0,0,0
"GJ STDS 176F - LOZA, S.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"GJ STDS 176G - LOZA, S.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"GJ STDS M50A - DE CASTRO, P.J.",0.564,0.179,0.077,0.103,0.051,0,0.026,0,0,0,0,0,0
"GLB HLT 160 - FARZANEGAN, M.",0.018,0.673,0.236,0,0.073,0,0,0,0,0,0,0,0
"GLBL ST 1 - POTTS, S.S.",0.033,0.329,0.3,0.178,0.113,0.019,0.014,0.005,0,0.005,0,0.005,0
"GLBL ST 191 - MIN, E.A.",0,0.545,0.091,0.182,0.091,0.091,0,0,0,0,0,0,0
"GLBL ST 191 - POTTS, S.S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"GLBL ST 191 - ZIPPERSTEIN, S.E.",0.118,0.412,0.294,0.059,0.118,0,0,0,0,0,0,0,0
"GLBL ST 194 - THIES, M.F.",0,0.581,0.209,0.093,0.023,0,0.07,0,0.023,0,0,0,0
"GREEK 1 - ELLIS, R.M.",0.385,0.538,0,0,0,0,0,0,0.077,0,0,0,0
"GREEK 8A - ZENIOS, S.",0.1,0.7,0.2,0,0,0,0,0,0,0,0,0,0
"GRNTLGY M142SL - LEVY-STORMS, L.F.",0.2,0.3,0.5,0,0,0,0,0,0,0,0,0,0
"HEBREW 110A - SMOAK, J.D.",0,0.75,0.15,0.05,0,0.05,0,0,0,0,0,0,0
"HEBREW 1A - EZER, N.",0,0.667,0.111,0.111,0.056,0.056,0,0,0,0,0,0,0
"HIN-URD 1 - MAHAJAN, G.",0.086,0.5,0.276,0.103,0.034,0,0,0,0,0,0,0,0
"HIN-URD 100A - MAHAJAN, G.",0,1,0,0,0,0,0,0,0,0,0,0,0
"HIST 101 - UNGOR, U.U.",0,0.667,0.037,0,0.259,0.037,0,0,0,0,0,0,0
"HIST 105A - MORONY, M.G.",0,0.355,0.129,0.097,0.419,0,0,0,0,0,0,0,0
"HIST 111B - MOMDJIAN, M.",0,0.804,0.109,0.065,0.022,0,0,0,0,0,0,0,0
"HIST 113A - PHILLIPS, D.D.",0,0.152,0.174,0.261,0.109,0.065,0.043,0.065,0.043,0.043,0,0,0.043
"HIST 114A - LANGDON, J.S.",0.013,0.212,0.225,0.138,0.125,0.1,0.062,0.05,0.025,0,0,0,0.05
"HIST 11B - GOLDMAN, A.S.",0.114,0.25,0.159,0.159,0.136,0.045,0,0.023,0,0.023,0,0,0.091
"HIST 121D - FRANK, S.",0.031,0.156,0.062,0.312,0.25,0.031,0.031,0.094,0,0,0,0,0.031
"HIST 121F - UNGOR, U.U.",0.028,0.5,0.139,0.111,0.111,0.083,0,0,0,0,0.028,0,0
"HIST 122A - STACEY, P.J.",0.198,0.264,0.226,0.094,0.085,0.066,0.038,0.019,0,0,0,0,0.009
"HIST 124B - FORD, C.C.",0.081,0.324,0.189,0.162,0.054,0.108,0.027,0,0,0,0.027,0,0.027
"HIST 125B - KEELEY, S.B.",0,0.258,0.161,0.129,0.323,0.032,0.032,0.032,0,0,0,0,0.032
"HIST 132 - RENTON, K.E.",0,0.463,0.195,0.146,0.098,0,0,0.024,0.024,0,0,0,0.049
"HIST 13A - PESTA0, C.G.",0,0.129,0.248,0.188,0.139,0.059,0.089,0.089,0.03,0.02,0.01,0,0
"HIST 140C - COREY, M.F.",0.005,0.519,0.308,0.145,0.014,0.009,0,0,0,0,0,0,0
"HIST 141A - HILL, M.",0.029,0.471,0.088,0.118,0.147,0.059,0,0.029,0.029,0,0,0,0.029
"HIST 149A - MADLEY, B.L.",0,0.286,0.323,0.188,0.105,0.053,0.015,0.008,0.008,0,0,0,0.015
"HIST 170A - VON GLAHN, R.",0,0.241,0.241,0.138,0.207,0,0,0.034,0,0.034,0,0,0.103
"HIST 176C - SALMAN, M.",0,0.171,0.086,0.314,0.114,0.143,0.086,0.029,0,0,0,0,0.057
"HIST 176E - HERR, J.C.",0.2,0.257,0.257,0.114,0.086,0.029,0.029,0,0,0,0,0,0.029
"HIST 179A - ZELENY, C.L.",0.091,0.875,0.034,0,0,0,0,0,0,0,0,0,0
"HIST 180A - CAHN, P.",0.526,0.211,0.158,0,0.105,0,0,0,0,0,0,0,0
"HIST 180A - TERRALL, M.",0.086,0.114,0.229,0.257,0.171,0.086,0,0,0,0,0.029,0,0.029
"HIST 187B - GOLDBERG, J.L.",0,0.438,0.25,0.188,0.125,0,0,0,0,0,0,0,0
"HIST 187M - ROBINSON, G.",0.067,0.533,0.333,0,0.067,0,0,0,0,0,0,0,0
"HIST 191C - FORD, C.C.",0,0.333,0.333,0.267,0.067,0,0,0,0,0,0,0,0
"HIST 191C - MCCLENDON, M.C.",0,0.357,0.429,0.143,0.071,0,0,0,0,0,0,0,0
"HIST 191C - TUTINO, S.",0,0.538,0.077,0.077,0.077,0,0.231,0,0,0,0,0,0
"HIST 195CE - HIRANO, K.",0,0.933,0,0,0.067,0,0,0,0,0,0,0,0
"HIST 1A - PHILLIPS, D.D.",0.029,0.275,0.261,0.174,0.123,0.065,0.029,0.029,0,0,0,0,0.014
"HIST 1C - JACOBY, R.",0,0.391,0.186,0.172,0.126,0.042,0.028,0.028,0.014,0.005,0,0,0.009
"HIST 204A - HIRANO, K.",0,1,0,0,0,0,0,0,0,0,0,0,0
"HIST 213A - MARINO, K.M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"HIST 22 - STEIN, S.A.",0.017,0.294,0.385,0.16,0.061,0.039,0.013,0.004,0.009,0,0.004,0.004,0.009
"HIST 3A - ALEXANDER, A.",0.175,0.482,0.184,0.088,0.044,0.009,0,0,0,0,0,0,0.018
"HIST 8A - TERRACIANO, K.B.",0.064,0.344,0.285,0.126,0.108,0.031,0.013,0.018,0,0.008,0,0,0.003
"HIST 94 - SUBRAHMANYAM, S.",0,0.169,0.169,0.077,0.262,0.154,0.062,0.046,0.015,0,0.031,0,0.015
"HIST 96W - HUDSON, P.J.",0,0.053,0.316,0.263,0.158,0.105,0.053,0.053,0,0,0,0,0
"HIST 96W - HUDSON, P.J. LEC 2",0.267,0.533,0.067,0.133,0,0,0,0,0,0,0,0,0
"HIST 96W - HUDSON, P.J. LEC 3",0.062,0.312,0.312,0.25,0.062,0,0,0,0,0,0,0,0
"HIST 96W - HUDSON, P.J. LEC 4",0,0.579,0.105,0.158,0,0.053,0,0.053,0,0,0.053,0,0
"HIST 96W - HUDSON, P.J. LEC 5",0,0.65,0.1,0.1,0.15,0,0,0,0,0,0,0,0
"HIST 96W - HUDSON, P.J. LEC 6",0.053,0.316,0.211,0.158,0.105,0.105,0,0.053,0,0,0,0,0
"HIST 97C - JACOBY, R.",0,0.6,0.133,0.133,0,0.067,0,0,0,0,0,0,0.067
"HIST 97C - SILVERMAN, D.L.",0,0.438,0.25,0.25,0.062,0,0,0,0,0,0,0,0
"HIST 97D - STEVENSON, B.",0.087,0.87,0,0,0,0,0,0,0,0,0,0,0.043
"HIST 97G - VON GLAHN, R.",0,0.125,0.125,0.312,0.312,0.062,0,0,0,0,0,0,0.062
"HIST 9C - HIRANO, K.",0.036,0.498,0.251,0.103,0.049,0.027,0.009,0.013,0.004,0,0,0,0.009
"HIST 9D - GELVIN, J.L.",0,0.553,0.282,0.129,0.012,0,0,0.012,0.012,0,0,0,0
"HIST C187N - SUBRAHMANYAM, S.",0,0.222,0.444,0.222,0,0.111,0,0,0,0,0,0,0
"HIST M108C - BOUM, A.",0.118,0.235,0.412,0.235,0,0,0,0,0,0,0,0,0
"HIST M147D - MARINO, K.M.",0,0.487,0.303,0.092,0.066,0.013,0,0.013,0,0,0.013,0.013,0
"HIST M151A - GOMEZ-QUINONES, J.",0,0.5,0.389,0.056,0.056,0,0,0,0,0,0,0,0
"HIST M182A - SMOAK, J.D.",0,0.4,0.15,0.15,0.2,0,0,0,0.05,0,0.05,0,0
"HIST M186A - TAMBOLI, V.K.",0.1,0.2,0.15,0.3,0.05,0.05,0.05,0,0,0,0,0,0.1
"HIST M4 - GOLDBERG, J.L.",0.069,0.31,0.207,0.103,0.138,0.069,0.034,0,0,0.034,0,0,0.034
"HIST M60 - SHAYEGAN, M.R.",0.314,0.143,0.143,0.086,0.057,0.114,0.057,0.029,0,0,0,0,0.057
"HLT POL 200A - BROOK, R.H.",0,1,0,0,0,0,0,0,0,0,0,0,0
"HLT POL 200A - BUSTAMANTE, A.V.",0.2,0.8,0,0,0,0,0,0,0,0,0,0,0
"HLT POL 200A - COWGILL, B.O.",0.048,0.857,0.095,0,0,0,0,0,0,0,0,0,0
"HLT POL 203A - COMANOR, W.S.",0,0.5,0.286,0.143,0.071,0,0,0,0,0,0,0,0
"HLT POL 239A - ANDERSON, D.M.",0,0.308,0.231,0.154,0.231,0.077,0,0,0,0,0,0,0
"HLT POL 243 - KUO, A.A.",0,0.625,0.25,0.125,0,0,0,0,0,0,0,0,0
"HLT POL 249 - TANOUYE, J.",0,0.913,0.087,0,0,0,0,0,0,0,0,0,0
"HLT POL 266A - MAHAJAN, A.P.",0,1,0,0,0,0,0,0,0,0,0,0,0
"HLT POL 286 - COWGILL, B.O.",0,0.867,0.133,0,0,0,0,0,0,0,0,0,0
"HLT POL 400 - GALPER, M.R.",0,0.912,0.029,0,0.029,0,0,0.029,0,0,0,0,0
"HLT POL 400 - GALPER, M.R. LEC 2",0,0.833,0,0.083,0.083,0,0,0,0,0,0,0,0
"HLT POL 403 - GALPER, M.R.",0.1,0.525,0.2,0.05,0.125,0,0,0,0,0,0,0,0
"HLT POL 435 - POURAT, N.",0.263,0.474,0.263,0,0,0,0,0,0,0,0,0,0
"HLT POL 436 - KHOURI, L.M.",0.292,0.25,0.167,0.125,0.167,0,0,0,0,0,0,0,0
"HLT POL 439 - MOUCHERAUD, C.",0.742,0.129,0.065,0.032,0,0,0,0.032,0,0,0,0,0
"HLT POL 445 - ELGINER, J.A.",0.13,0.565,0.217,0.043,0,0.043,0,0,0,0,0,0,0
"HLT POL M236 - LU, Z.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"HLT POL M420 - SMITH, K.A.",0,0.9,0.1,0,0,0,0,0,0,0,0,0,0
"HNRS 119 - FRANKLIN, A.S.",0.111,0.889,0,0,0,0,0,0,0,0,0,0,0
"HNRS 124 - TERRALL, M.",0.059,0.118,0.529,0.294,0,0,0,0,0,0,0,0,0
"HNRS 149 - ABRAMSON, P.R.",0.19,0.571,0.19,0.048,0,0,0,0,0,0,0,0,0
"HNRS 150 - PIRE, F.A.",0.154,0.615,0.231,0,0,0,0,0,0,0,0,0,0
"HNRS 153 - LOWENSTEIN, D.H.",0,0.444,0.333,0.056,0.111,0,0,0.056,0,0,0,0,0
"HNRS 4 - MORENO, E.A.",0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
"HUM GEN 236A - CANTOR, R.M.",0.111,0.556,0.167,0,0.167,0,0,0,0,0,0,0,0
"I A STD 1 - MOORE, A.D.",0,0.565,0.149,0.071,0.054,0.065,0.024,0.024,0.012,0.012,0,0,0.024
"I A STD 191 - LEE, Y.B.",0,0.375,0.083,0.042,0.167,0.083,0.125,0.083,0.042,0,0,0,0
"I E STD C160 - VINE, B.H.",0,0.417,0.167,0.083,0.167,0.167,0,0,0,0,0,0,0
"I M STD 155 - AGADJANIAN, V.",0.154,0.231,0.385,0.231,0,0,0,0,0,0,0,0,0
"IL AMER 18A - DE LA TORRE, L.",0.5,0.167,0.25,0.083,0,0,0,0,0,0,0,0,0
"INDO 1 - WIJAYA, J.",0.333,0.556,0,0.111,0,0,0,0,0,0,0,0,0
